,Hours,produced_total,given_p_total,consumed_total,Nettoexport
2452,2452,16669.0,31910.0,34915,-1862
2453,2453,16339.0,31633.0,34376,-1964
2454,2454,16234.0,33317.0,36201,-2107
2455,2455,16379.0,38239.0,40074,-697
2456,2456,16349.0,42581.0,42939,612
2457,2457,16036.0,46845.0,44633,1888
2458,2458,15932.0,50814.0,46600,3658
2459,2459,15890.0,53459.0,45775,6379
2460,2460,15142.0,53226.0,44187,6049
2461,2461,15242.0,52116.0,42095,7466
2462,2462,14921.0,48371.0,41638,4072
2463,2463,15538.0,44478.0,40770,1983
2464,2464,16889.0,40021.0,41410,-670
2465,2465,18732.0,36309.0,43213,-6691
2466,2466,19831.0,35760.0,43470,-7317
2467,2467,19929.0,37500.0,43900,-6000
2468,2468,19166.0,37548.0,43932,-5820
2469,2469,18772.0,37508.0,42356,-4109
2470,2470,17509.0,37420.0,39047,-1173
2471,2471,15825.0,37497.0,36598,1194
2472,2472,14813.0,38300.0,34776,2312
2473,2473,14343.0,39744.0,34166,3950
2474,2474,14039.0,41373.0,33822,4498
2475,2475,13062.0,42089.0,34447,4448
2476,2476,13019.0,41504.0,35325,4440
2477,2477,12791.0,41405.0,34909,5781
2478,2478,13027.0,43391.0,36716,7113
2479,2479,12906.0,47716.0,39757,8493
2480,2480,13205.0,52994.0,43336,9490
2481,2481,13476.0,58921.0,46559,12589
2482,2482,13237.0,62685.0,49600,12578
2483,2483,12782.0,64300.0,49873,12276
2484,2484,12685.0,61598.0,46859,11394
2485,2485,12637.0,57161.0,44402,9469
2486,2486,12662.0,53651.0,42859,7121
2487,2487,12527.0,51381.0,41420,6884
2488,2488,12861.0,54564.0,43999,8561
2489,2489,14167.0,55408.0,47231,8742
2490,2490,16103.0,55553.0,47570,9193
2491,2491,17266.0,52171.0,47501,6205
2492,2492,17087.0,48903.0,45149,5237
2493,2493,16407.0,47279.0,44083,4389
2494,2494,14954.0,45773.0,41631,4876
2495,2495,14687.0,43598.0,39187,3492
2496,2496,14950.0,42083.0,36651,3242
2497,2497,14707.0,40633.0,36672,2095
2498,2498,14715.0,39461.0,36943,930
2499,2499,15356.0,39137.0,38134,816
2500,2500,16392.0,39797.0,41725,-1224
2501,2501,19748.0,43646.0,47738,-2863
2502,2502,21218.0,47288.0,52609,-3386
2503,2503,21398.0,51150.0,55389,-2456
2504,2504,20398.0,55893.0,57411,-553
2505,2505,17961.0,57665.0,60200,-477
2506,2506,18809.0,60577.0,60759,1541
2507,2507,18796.0,58188.0,59384,-1206
2508,2508,17545.0,57401.0,58667,-3125
2509,2509,16318.0,57037.0,57589,-3059
2510,2510,15740.0,56172.0,55571,-2026
2511,2511,16275.0,54562.0,54130,-1321
2512,2512,17818.0,51469.0,54225,-2871
2513,2513,21058.0,48661.0,53961,-4324
2514,2514,22807.0,46285.0,54353,-7378
2515,2515,24054.0,45780.0,53635,-7502
2516,2516,23239.0,44094.0,52022,-7338
2517,2517,22648.0,43439.0,49522,-5457
2518,2518,19166.0,39997.0,45525,-5093
2519,2519,16669.0,38811.0,42829,-3991
2520,2520,16166.0,38979.0,41088,-3930
2521,2521,16323.0,38893.0,40442,-4298
2522,2522,16368.0,38747.0,40649,-4529
2523,2523,17395.0,39140.0,41549,-4522
2524,2524,17697.0,39930.0,44808,-5009
2525,2525,20794.0,44867.0,50027,-4281
2526,2526,22176.0,48673.0,54335,-4862
2527,2527,22096.0,53486.0,57822,-3054
2528,2528,18603.0,57127.0,58571,-865
2529,2529,15772.0,61311.0,60741,905
2530,2530,15955.0,65469.0,62357,3485
2531,2531,15607.0,66954.0,61859,4423
2532,2532,15281.0,65873.0,59927,3559
2533,2533,15092.0,63696.0,57790,3573
2534,2534,15644.0,60516.0,55824,2722
2535,2535,15364.0,55316.0,54033,-732
2536,2536,17276.0,50422.0,53226,-3607
2537,2537,20718.0,47313.0,53241,-5683
2538,2538,23788.0,45758.0,53702,-7918
2539,2539,24171.0,45088.0,52735,-7991
2540,2540,23250.0,43497.0,50863,-7059
2541,2541,21875.0,41848.0,48752,-6845
2542,2542,20225.0,40032.0,44755,-4653
2543,2543,19035.0,37849.0,42347,-4585
2544,2544,18659.0,37034.0,40726,-5764
2545,2545,18592.0,36712.0,40126,-6129
2546,2546,18911.0,36441.0,40606,-6071
2547,2547,19778.0,36379.0,42033,-6242
2548,2548,21454.0,37574.0,44825,-6732
2549,2549,24399.0,39963.0,49725,-8660
2550,2550,25721.0,43876.0,54097,-8891
2551,2551,25106.0,48871.0,57227,-7076
2552,2552,22076.0,51544.0,58819,-5147
2553,2553,20088.0,55461.0,60438,-4391
2554,2554,18946.0,57854.0,61502,-3976
2555,2555,17242.0,57965.0,61354,-3852
2556,2556,16689.0,57686.0,58973,-2565
2557,2557,16250.0,55809.0,57546,-3639
2558,2558,16844.0,53335.0,56665,-3879
2559,2559,18416.0,49999.0,54733,-6119
2560,2560,21146.0,47269.0,54939,-6331
2561,2561,24990.0,45653.0,54633,-7509
2562,2562,26370.0,44530.0,54042,-8958
2563,2563,26281.0,44294.0,53443,-9051
2564,2564,25489.0,43071.0,52048,-8410
2565,2565,24813.0,41027.0,49455,-7074
2566,2566,22037.0,37298.0,46312,-7490
2567,2567,21023.0,35222.0,43379,-7673
2568,2568,20613.0,34577.0,41695,-8945
2569,2569,21002.0,34055.0,40680,-9090
2570,2570,21196.0,33523.0,40569,-9006
2571,2571,21758.0,33580.0,41630,-9387
2572,2572,22582.0,34843.0,44580,-8644
2573,2573,24907.0,38286.0,49554,-9923
2574,2574,26401.0,43770.0,53418,-8331
2575,2575,26172.0,48103.0,56142,-6656
2576,2576,25126.0,51850.0,57089,-4098
2577,2577,21984.0,53818.0,58515,-3681
2578,2578,21426.0,57142.0,59757,-2710
2579,2579,20672.0,58149.0,59545,-3213
2580,2580,19723.0,57471.0,57493,-2658
2581,2581,19444.0,55439.0,55479,-2800
2582,2582,20114.0,52814.0,54160,-3171
2583,2583,21166.0,48428.0,52873,-3678
2584,2584,23292.0,45060.0,52863,-6306
2585,2585,25184.0,41722.0,53421,-9856
2586,2586,25841.0,40355.0,53320,-11265
2587,2587,25946.0,41411.0,52858,-9732
2588,2588,25182.0,42320.0,50817,-7304
2589,2589,24525.0,41866.0,48188,-4697
2590,2590,21520.0,38420.0,44743,-5053
2591,2591,18767.0,35399.0,41610,-5328
2592,2592,18015.0,34803.0,39673,-4160
2593,2593,17954.0,34907.0,38867,-3554
2594,2594,17989.0,34651.0,38589,-3875
2595,2595,18109.0,34891.0,39153,-4278
2596,2596,18140.0,34689.0,40023,-5267
2597,2597,18487.0,34868.0,40529,-4724
2598,2598,18444.0,36935.0,42768,-4227
2599,2599,18685.0,40752.0,45544,-3094
2600,2600,18536.0,44446.0,47345,-2539
2601,2601,17825.0,49187.0,49117,-734
2602,2602,17250.0,53022.0,50684,1468
2603,2603,17364.0,55881.0,50275,3028
2604,2604,17069.0,55933.0,49169,3306
2605,2605,17400.0,54502.0,47696,4350
2606,2606,17279.0,50759.0,46666,1541
2607,2607,17272.0,47229.0,46585,-1902
2608,2608,17838.0,44439.0,47661,-3185
2609,2609,20689.0,44717.0,48767,-3438
2610,2610,22379.0,44336.0,48467,-3739
2611,2611,21862.0,44409.0,47715,-2976
2612,2612,20739.0,44777.0,46749,-1760
2613,2613,20543.0,44614.0,45190,471
2614,2614,18923.0,42329.0,42078,1658
2615,2615,17360.0,40692.0,39574,2121
2616,2616,17202.0,39924.0,37280,3069
2617,2617,17171.0,38849.0,35990,3373
2618,2618,17107.0,37800.0,35290,2544
2619,2619,17337.0,37074.0,35471,1928
2620,2620,17324.0,36862.0,36031,211
2621,2621,17303.0,37150.0,35670,878
2622,2622,17725.0,39637.0,37206,1849
2623,2623,16763.0,42312.0,40402,2489
2624,2624,16168.0,48897.0,43288,6020
2625,2625,16314.0,56702.0,45819,10075
2626,2626,16451.0,61704.0,49383,11350
2627,2627,15585.0,64073.0,49729,12739
2628,2628,15338.0,64471.0,47109,14549
2629,2629,14257.0,62837.0,45099,13866
2630,2630,13957.0,60858.0,44365,11955
2631,2631,14197.0,58381.0,43853,11177
2632,2632,15410.0,55682.0,44531,10476
2633,2633,17729.0,53066.0,46865,6581
2634,2634,18466.0,49217.0,47556,2385
2635,2635,19235.0,49972.0,47259,3859
2636,2636,18653.0,50984.0,46704,4979
2637,2637,18600.0,51280.0,45668,6252
2638,2638,17614.0,49568.0,42245,7656
2639,2639,16845.0,48169.0,40351,7287
2640,2640,17282.0,47427.0,38737,6989
2641,2641,17120.0,46361.0,37709,6662
2642,2642,17079.0,45950.0,38240,5660
2643,2643,17039.0,46291.0,39673,5274
2644,2644,17606.0,47506.0,43301,5111
2645,2645,18685.0,49870.0,49303,1839
2646,2646,19639.0,54269.0,54806,765
2647,2647,20512.0,59279.0,57963,2030
2648,2648,19583.0,63563.0,57922,6120
2649,2649,16286.0,69612.0,59914,10186
2650,2650,15087.0,77508.0,63722,12535
2651,2651,14524.0,79178.0,63974,13385
2652,2652,13649.0,77991.0,62446,13647
2653,2653,13473.0,76122.0,59833,13397
2654,2654,13221.0,74106.0,58383,12477
2655,2655,13261.0,70594.0,56632,11289
2656,2656,13478.0,66912.0,56862,9756
2657,2657,14645.0,62062.0,57374,6283
2658,2658,17199.0,59718.0,57484,3949
2659,2659,17915.0,59725.0,55856,5129
2660,2660,17451.0,58939.0,54123,5543
2661,2661,17585.0,57922.0,50805,8046
2662,2662,15833.0,55906.0,47498,9614
2663,2663,15150.0,54418.0,43954,10081
2664,2664,15323.0,54207.0,41836,10988
2665,2665,15131.0,53361.0,41197,9356
2666,2666,14976.0,52804.0,41493,7826
2667,2667,14931.0,52658.0,42856,7177
2668,2668,15564.0,53606.0,45709,7727
2669,2669,17463.0,56163.0,51549,5703
2670,2670,18847.0,59121.0,56786,3816
2671,2671,18258.0,63226.0,59903,4818
2672,2672,17084.0,70667.0,60511,10826
2673,2673,14847.0,75465.0,63414,12583
2674,2674,14189.0,78101.0,65600,11685
2675,2675,13988.0,78242.0,65518,10634
2676,2676,13776.0,77541.0,63926,10733
2677,2677,13588.0,74841.0,61270,10865
2678,2678,13382.0,72834.0,59934,10304
2679,2679,13186.0,71056.0,59363,9918
2680,2680,13737.0,68985.0,58178,10677
2681,2681,15440.0,66747.0,58141,9392
2682,2682,17706.0,62537.0,58783,5574
2683,2683,18310.0,61432.0,57039,5780
2684,2684,17830.0,59757.0,55302,6199
2685,2685,17469.0,56738.0,52388,6856
2686,2686,15371.0,53710.0,48396,7457
2687,2687,15073.0,52403.0,44621,8516
2688,2688,15071.0,50967.0,42351,7487
2689,2689,14794.0,49738.0,41370,6252
2690,2690,14875.0,49038.0,41503,5456
2691,2691,15226.0,49247.0,43211,4384
2692,2692,15785.0,49546.0,46746,3258
2693,2693,17781.0,51772.0,52694,397
2694,2694,18547.0,55045.0,57645,-932
2695,2695,19309.0,59514.0,60445,401
2696,2696,18453.0,63193.0,61073,3488
2697,2697,16273.0,68429.0,61385,8136
2698,2698,15317.0,73705.0,63702,8974
2699,2699,14686.0,76696.0,63480,11777
2700,2700,14621.0,76618.0,61615,11947
2701,2701,14849.0,74980.0,59777,11760
2702,2702,14766.0,71369.0,58641,9688
2703,2703,15126.0,66848.0,57809,7383
2704,2704,15001.0,59975.0,57242,3525
2705,2705,16911.0,54448.0,57237,-1362
2706,2706,20414.0,52751.0,57940,-3742
2707,2707,20665.0,51958.0,56037,-3012
2708,2708,20533.0,51869.0,54002,-1146
2709,2709,19134.0,50104.0,50828,485
2710,2710,16983.0,47319.0,47172,1512
2711,2711,16228.0,45111.0,44689,544
2712,2712,16396.0,42907.0,43177,-2438
2713,2713,16639.0,40586.0,42170,-3268
2714,2714,17053.0,38520.0,42147,-4953
2715,2715,17535.0,37427.0,43485,-6055
2716,2716,19932.0,38630.0,46450,-6417
2717,2717,23664.0,42932.0,51314,-6938
2718,2718,25554.0,47472.0,55853,-6697
2719,2719,25993.0,51991.0,58660,-5188
2720,2720,24563.0,54337.0,59409,-3558
2721,2721,20687.0,56793.0,60692,-2315
2722,2722,19283.0,60905.0,62306,-1541
2723,2723,19050.0,62301.0,61943,-1196
2724,2724,19611.0,62062.0,59913,603
2725,2725,18501.0,58708.0,58625,-1875
2726,2726,18463.0,54723.0,57328,-4704
2727,2727,19660.0,49923.0,56165,-7088
2728,2728,22628.0,46467.0,55704,-8136
2729,2729,26267.0,44403.0,55966,-10859
2730,2730,27804.0,42671.0,55767,-12746
2731,2731,28163.0,41179.0,55010,-13404
2732,2732,27890.0,40608.0,53555,-11997
2733,2733,26938.0,39093.0,50581,-10444
2734,2734,25237.0,36288.0,45935,-8862
2735,2735,22301.0,32388.0,43149,-9470
2736,2736,20804.0,31128.0,41515,-9753
2737,2737,20380.0,31296.0,40685,-9645
2738,2738,20063.0,31380.0,41038,-10221
2739,2739,20449.0,32444.0,41964,-9478
2740,2740,21012.0,34508.0,44758,-9719
2741,2741,23542.0,39795.0,49556,-9065
2742,2742,24144.0,44758.0,54147,-8403
2743,2743,23166.0,48588.0,57330,-7702
2744,2744,21143.0,51292.0,58405,-6332
2745,2745,18615.0,55122.0,60001,-3932
2746,2746,17684.0,60506.0,60958,-334
2747,2747,16688.0,64195.0,60454,2224
2748,2748,16360.0,67449.0,58759,5256
2749,2749,16416.0,69048.0,57348,8076
2750,2750,16472.0,68528.0,56183,8471
2751,2751,16276.0,65313.0,55232,6557
2752,2752,15954.0,59548.0,55192,3301
2753,2753,16412.0,53977.0,55101,-528
2754,2754,18828.0,51736.0,55766,-3065
2755,2755,19879.0,51391.0,53950,-1396
2756,2756,19603.0,50939.0,51999,311
2757,2757,17658.0,48565.0,49129,536
2758,2758,16912.0,47340.0,45086,2363
2759,2759,15840.0,45666.0,42294,3149
2760,2760,15929.0,44567.0,40358,3400
2761,2761,15882.0,42776.0,39219,1676
2762,2762,16156.0,40592.0,39231,299
2763,2763,15979.0,37799.0,39465,-1731
2764,2764,16122.0,37091.0,39996,-2684
2765,2765,16503.0,36457.0,41190,-3930
2766,2766,18276.0,38746.0,44209,-3429
2767,2767,18130.0,41798.0,47566,-3769
2768,2768,16579.0,44810.0,50617,-3941
2769,2769,16065.0,48582.0,51630,-2209
2770,2770,15488.0,50978.0,53055,-2654
2771,2771,15453.0,52424.0,52771,-1108
2772,2772,15502.0,52496.0,51227,-321
2773,2773,15554.0,51468.0,49593,-879
2774,2774,15650.0,49177.0,47445,-434
2775,2775,15672.0,45663.0,47144,-2509
2776,2776,16799.0,41794.0,48405,-5460
2777,2777,20348.0,40472.0,49488,-7482
2778,2778,22862.0,39746.0,49751,-8559
2779,2779,23468.0,38771.0,48828,-8664
