,Hours,produced_total,given_p_total,consumed_total,Nettoexport
1196,1196,24843.0,65052.0,65113,2146
1197,1197,22933.0,62037.0,61653,1860
1198,1198,22346.0,61020.0,59134,3914
1199,1199,20858.0,58073.0,54948,4676
1200,1200,20479.0,56169.0,51758,3845
1201,1201,19675.0,54674.0,50095,3221
1202,1202,19357.0,53489.0,49923,2554
1203,1203,20064.0,53396.0,49816,2122
1204,1204,20603.0,53973.0,50662,2426
1205,1205,21020.0,54827.0,54246,1381
1206,1206,23715.0,60312.0,61665,1400
1207,1207,26404.0,64949.0,66512,673
1208,1208,26161.0,66264.0,68278,389
1209,1209,25834.0,68140.0,69206,1335
1210,1210,25527.0,70126.0,70044,2491
1211,1211,24410.0,70586.0,70904,2451
1212,1212,23950.0,72464.0,69585,4909
1213,1213,23436.0,72055.0,69839,5045
1214,1214,23291.0,70904.0,68317,5336
1215,1215,22857.0,69364.0,67918,4443
1216,1216,22407.0,67655.0,67064,3305
1217,1217,23282.0,69174.0,68809,4168
1218,1218,25316.0,74212.0,71423,6742
1219,1219,24918.0,75905.0,70222,9486
1220,1220,22374.0,74361.0,66789,10981
1221,1221,19232.0,70346.0,63308,10851
1222,1222,18645.0,68591.0,60845,11122
1223,1223,17185.0,67313.0,56463,11992
1224,1224,16166.0,66404.0,53036,11751
1225,1225,15978.0,66135.0,51741,12746
1226,1226,15938.0,65571.0,50556,12857
1227,1227,15975.0,65157.0,51438,11857
1228,1228,16481.0,65110.0,53116,10547
1229,1229,17860.0,65424.0,56013,10307
1230,1230,20964.0,69384.0,62577,8802
1231,1231,22369.0,70234.0,67025,5768
1232,1232,22537.0,72160.0,69409,5937
1233,1233,22389.0,75673.0,69815,8703
1234,1234,19376.0,76230.0,70595,8449
1235,1235,18607.0,78439.0,71543,8967
1236,1236,18151.0,78627.0,70457,9996
1237,1237,17913.0,77665.0,68523,9902
1238,1238,18050.0,74716.0,66779,9153
1239,1239,18431.0,69836.0,65612,6260
1240,1240,21067.0,67641.0,64881,5110
1241,1241,22835.0,66717.0,65944,3584
1242,1242,23414.0,67399.0,67936,2799
1243,1243,22501.0,67840.0,66878,4253
1244,1244,20750.0,67474.0,63358,6662
1245,1245,19371.0,66834.0,59647,9193
1246,1246,18577.0,64810.0,57230,9615
1247,1247,17208.0,63641.0,54466,10808
1248,1248,15453.0,62080.0,50257,11782
1249,1249,15223.0,61847.0,48062,12952
1250,1250,14546.0,61788.0,47022,13491
1251,1251,14080.0,62318.0,47107,13801
1252,1252,14372.0,60876.0,47438,13081
1253,1253,14273.0,60811.0,47473,13562
1254,1254,14291.0,62035.0,48351,13111
1255,1255,14479.0,63213.0,51491,12353
1256,1256,14280.0,67031.0,55071,12780
1257,1257,13894.0,69800.0,57960,12959
1258,1258,13061.0,71626.0,59341,13151
1259,1259,12983.0,73531.0,60644,13205
1260,1260,12957.0,74181.0,59966,13270
1261,1261,12908.0,73054.0,58611,13049
1262,1262,13061.0,70789.0,56904,12605
1263,1263,13257.0,69895.0,56499,11901
1264,1264,13730.0,70073.0,55870,11743
1265,1265,14630.0,69788.0,57656,12079
1266,1266,16639.0,72513.0,60380,12886
1267,1267,16301.0,71760.0,58210,13793
1268,1268,14371.0,69459.0,55257,13371
1269,1269,12856.0,66742.0,52406,12668
1270,1270,12895.0,64741.0,50866,12746
1271,1271,12884.0,64665.0,47873,13291
1272,1272,12436.0,59157.0,46024,12034
1273,1273,12672.0,58844.0,43171,13771
1274,1274,12492.0,58372.0,42170,13311
1275,1275,12921.0,57944.0,41719,13501
1276,1276,13088.0,56520.0,41712,13083
1277,1277,13230.0,56495.0,41649,13773
1278,1278,13373.0,56368.0,41449,13491
1279,1279,14105.0,55365.0,43007,11703
1280,1280,15210.0,57367.0,46074,11671
1281,1281,16330.0,57825.0,50227,8974
1282,1282,17761.0,58947.0,53238,7171
1283,1283,18626.0,60314.0,56340,6142
1284,1284,18863.0,60487.0,55153,7287
1285,1285,17857.0,59711.0,53967,7815
1286,1286,16536.0,61731.0,52844,9617
1287,1287,14895.0,62808.0,52017,10718
1288,1288,14817.0,64482.0,52435,11758
1289,1289,15782.0,66927.0,54538,12586
1290,1290,16228.0,69003.0,58095,12221
1291,1291,15399.0,69048.0,57623,11976
1292,1292,15382.0,68560.0,54094,12688
1293,1293,15100.0,67830.0,52365,12688
1294,1294,15580.0,66204.0,52073,12195
1295,1295,15330.0,63838.0,49140,12728
1296,1296,15211.0,61360.0,46951,11593
1297,1297,15346.0,58868.0,45173,11073
1298,1298,15373.0,56437.0,44338,10054
1299,1299,15775.0,54539.0,44807,8930
1300,1300,16947.0,52370.0,46802,6368
1301,1301,19817.0,51960.0,49881,3387
1302,1302,22555.0,52869.0,55944,-1631
1303,1303,25455.0,53696.0,61985,-5817
1304,1304,26346.0,54945.0,64274,-7157
1305,1305,26798.0,56103.0,66063,-6904
1306,1306,26852.0,58020.0,66512,-5889
1307,1307,26280.0,59888.0,67902,-5478
1308,1308,25245.0,61054.0,68665,-4330
1309,1309,23976.0,62200.0,67990,-2828
1310,1310,22854.0,63076.0,67772,-1092
1311,1311,22537.0,64400.0,66662,922
1312,1312,22617.0,64452.0,65091,2304
1313,1313,22948.0,65705.0,66908,2158
1314,1314,23710.0,70150.0,69355,4104
1315,1315,22896.0,71895.0,68064,6339
1316,1316,19550.0,68514.0,64231,7155
1317,1317,17517.0,67471.0,60444,8578
1318,1318,17248.0,67465.0,58629,9552
1319,1319,16651.0,67342.0,54373,11450
1320,1320,16408.0,67025.0,50433,13543
1321,1321,16223.0,66435.0,48344,14249
1322,1322,16056.0,66166.0,47695,13912
1323,1323,16564.0,65854.0,47980,13513
1324,1324,16859.0,65980.0,49291,13145
1325,1325,18036.0,66319.0,52776,12161
1326,1326,20091.0,68776.0,60318,10207
1327,1327,24338.0,73434.0,65165,10360
1328,1328,25274.0,75150.0,67019,10095
1329,1329,23894.0,75318.0,67396,9852
1330,1330,23179.0,77413.0,69169,10080
1331,1331,22151.0,79456.0,71126,9141
1332,1332,21506.0,79777.0,69390,9422
1333,1333,20538.0,78036.0,68009,8793
1334,1334,20200.0,76011.0,67925,7986
1335,1335,20711.0,73168.0,66655,8205
1336,1336,22854.0,70667.0,65363,8050
1337,1337,27267.0,71125.0,66818,7336
1338,1338,29118.0,71603.0,69335,4980
1339,1339,29618.0,70105.0,68226,5029
1340,1340,29521.0,67677.0,64283,6588
1341,1341,26728.0,62826.0,60866,4912
1342,1342,25798.0,59424.0,58428,4420
1343,1343,24251.0,56949.0,54468,5676
1344,1344,22474.0,53825.0,51428,3481
1345,1345,21527.0,51444.0,49890,1373
1346,1346,20715.0,49477.0,49599,-531
1347,1347,21085.0,48997.0,50321,-1791
1348,1348,21540.0,49142.0,51844,-2048
1349,1349,23272.0,52055.0,54755,-328
1350,1350,27486.0,56809.0,61688,-1157
1351,1351,30699.0,61005.0,66288,-1608
1352,1352,31602.0,64310.0,68406,-987
1353,1353,30882.0,66697.0,69190,714
1354,1354,30260.0,68261.0,70336,1399
1355,1355,29685.0,69726.0,71868,1476
1356,1356,29643.0,70003.0,71269,2604
1357,1357,29408.0,69224.0,70410,2536
1358,1358,29362.0,67586.0,69852,1738
1359,1359,30171.0,67009.0,69019,1999
1360,1360,30861.0,64367.0,67691,1083
1361,1361,32281.0,63732.0,68345,-289
1362,1362,34136.0,67654.0,70612,814
1363,1363,33478.0,66897.0,68976,1013
1364,1364,31921.0,63673.0,65275,1461
1365,1365,29327.0,59733.0,62271,998
1366,1366,28381.0,57312.0,59587,1289
1367,1367,27621.0,56440.0,55688,2861
1368,1368,26980.0,55603.0,52930,2944
1369,1369,27222.0,55324.0,51613,3200
1370,1370,26801.0,55152.0,50614,3544
1371,1371,25953.0,54097.0,51032,2181
1372,1372,27002.0,55300.0,52625,2203
1373,1373,28547.0,56505.0,56220,2028
1374,1374,30605.0,58274.0,63141,-385
1375,1375,34508.0,62863.0,67121,-436
1376,1376,36139.0,65827.0,68728,532
1377,1377,34387.0,65659.0,69688,62
1378,1378,34386.0,67482.0,70850,546
1379,1379,34737.0,69723.0,73149,1592
1380,1380,34540.0,67729.0,72442,56
1381,1381,35409.0,66110.0,71344,-1409
1382,1382,36081.0,63573.0,70087,-2959
1383,1383,37244.0,60956.0,69455,-4426
1384,1384,37767.0,60729.0,69184,-4032
1385,1385,37682.0,58923.0,70228,-6841
1386,1386,37881.0,61402.0,71490,-6623
1387,1387,36544.0,59464.0,71201,-6879
1388,1388,33593.0,56411.0,67885,-6780
1389,1389,32177.0,57389.0,64542,-2836
1390,1390,30358.0,56802.0,61257,-85
1391,1391,28473.0,57534.0,57509,3351
1392,1392,27660.0,58217.0,54169,4100
1393,1393,26747.0,59186.0,53039,5559
1394,1394,25774.0,60267.0,52528,5945
1395,1395,25101.0,60646.0,52250,5936
1396,1396,26035.0,62573.0,53079,7514
1397,1397,27282.0,64850.0,56187,8623
1398,1398,28575.0,67312.0,62083,6390
1399,1399,30696.0,70380.0,65520,5196
1400,1400,31772.0,74498.0,67779,6410
1401,1401,31551.0,75915.0,68445,8046
1402,1402,29528.0,76119.0,69705,7378
1403,1403,29170.0,78853.0,71133,10051
1404,1404,27282.0,78397.0,69631,10123
1405,1405,26425.0,77347.0,67710,10250
1406,1406,25758.0,73890.0,66265,8262
1407,1407,26436.0,69881.0,64773,6694
1408,1408,27142.0,65224.0,63649,3062
1409,1409,28932.0,64675.0,65843,1248
1410,1410,29063.0,66718.0,68146,1142
1411,1411,26482.0,66992.0,67682,1564
1412,1412,23027.0,66402.0,64151,4734
1413,1413,21025.0,64832.0,61106,5915
1414,1414,20646.0,64959.0,58762,8019
1415,1415,19275.0,63123.0,54828,9300
1416,1416,17804.0,60282.0,50594,10460
1417,1417,17162.0,59723.0,48627,10677
1418,1418,16728.0,60063.0,47203,10987
1419,1419,16688.0,60487.0,46270,11606
1420,1420,16553.0,60337.0,45948,12224
1421,1421,16662.0,59955.0,45757,12233
1422,1422,16664.0,59892.0,46236,12423
1423,1423,16970.0,59810.0,49746,10203
1424,1424,17523.0,62365.0,53238,9388
1425,1425,17568.0,66061.0,55932,10098
1426,1426,16828.0,68252.0,56932,11087
1427,1427,15955.0,69985.0,57848,11882
1428,1428,15681.0,70583.0,57153,13009
1429,1429,15811.0,69970.0,56901,12575
1430,1430,16623.0,68162.0,55793,12583
1431,1431,16037.0,65607.0,55421,9620
1432,1432,15659.0,65431.0,55203,9302
1433,1433,16691.0,67331.0,57267,9881
1434,1434,18671.0,70228.0,60353,9969
1435,1435,18233.0,69601.0,58441,10897
1436,1436,17235.0,67203.0,54607,11758
1437,1437,16904.0,64908.0,52137,12211
1438,1438,17460.0,63972.0,50972,12803
1439,1439,16225.0,62793.0,47382,12426
1440,1440,15333.0,59841.0,44895,13400
1441,1441,15096.0,59385.0,43384,14712
1442,1442,15022.0,58777.0,42749,14381
1443,1443,15045.0,59238.0,42143,15079
1444,1444,15005.0,59665.0,42539,14892
1445,1445,15124.0,59895.0,42172,15315
1446,1446,14991.0,59613.0,41913,15332
1447,1447,15120.0,60784.0,43273,15122
1448,1448,15435.0,64580.0,46724,15399
1449,1449,15635.0,68915.0,49324,16781
1450,1450,15324.0,72558.0,53360,16081
1451,1451,15085.0,75396.0,56932,15865
1452,1452,14796.0,74605.0,57082,14814
1453,1453,14637.0,71393.0,54328,14364
1454,1454,14714.0,67927.0,51669,13366
1455,1455,15384.0,63974.0,51393,12207
1456,1456,18050.0,56833.0,51805,7042
1457,1457,21661.0,53765.0,53883,2449
1458,1458,24098.0,56702.0,57203,1586
1459,1459,23856.0,56493.0,56954,1995
1460,1460,23272.0,56558.0,54501,4360
1461,1461,22648.0,54880.0,52677,4580
1462,1462,21179.0,54031.0,52640,3751
1463,1463,19719.0,52830.0,50357,4074
1464,1464,18569.0,50736.0,47939,3286
1465,1465,18354.0,49610.0,46413,1727
1466,1466,18100.0,47986.0,45633,422
1467,1467,18518.0,47351.0,46413,-566
1468,1468,19558.0,48473.0,48528,-1199
1469,1469,21966.0,51210.0,53112,139
1470,1470,27539.0,57927.0,61383,-10
1471,1471,33313.0,63730.0,65886,1181
1472,1472,34989.0,67298.0,67376,3487
1473,1473,35408.0,70424.0,67462,6302
1474,1474,35045.0,72006.0,68590,6569
1475,1475,35222.0,71884.0,69117,5657
1476,1476,35440.0,69868.0,68468,4279
1477,1477,35838.0,67810.0,68521,2250
1478,1478,35925.0,64422.0,67348,-114
1479,1479,35802.0,60579.0,67306,-3735
1480,1480,36725.0,58661.0,66435,-4866
1481,1481,38913.0,60516.0,66791,-4090
1482,1482,40276.0,63843.0,69116,-3261
1483,1483,40008.0,63392.0,68391,-2855
1484,1484,37927.0,59059.0,64606,-2770
1485,1485,35938.0,56467.0,61485,-2023
1486,1486,33706.0,53849.0,58430,-1814
1487,1487,30852.0,51017.0,54356,-1062
1488,1488,29257.0,50037.0,51019,-1607
1489,1489,27642.0,48920.0,49137,-2893
1490,1490,26235.0,48102.0,48412,-3094
1491,1491,26207.0,48408.0,49343,-3185
1492,1492,28221.0,50783.0,50710,-2033
1493,1493,30885.0,54643.0,54220,-312
1494,1494,35857.0,61557.0,61190,1966
1495,1495,40323.0,68300.0,65495,3934
1496,1496,42405.0,72532.0,67635,5993
1497,1497,41276.0,72715.0,67705,6383
1498,1498,39197.0,73378.0,68351,6437
1499,1499,38767.0,76188.0,69525,8205
1500,1500,38808.0,76875.0,68178,9718
1501,1501,38868.0,76380.0,67726,9697
1502,1502,38867.0,73660.0,66782,7893
1503,1503,39055.0,69642.0,65468,5040
1504,1504,39646.0,66013.0,63653,2418
1505,1505,42043.0,64943.0,64062,1076
1506,1506,42210.0,65104.0,67259,-1393
1507,1507,42572.0,66812.0,67172,616
1508,1508,42066.0,65941.0,63649,3514
1509,1509,38474.0,61565.0,60373,2308
1510,1510,36338.0,60555.0,57265,3755
1511,1511,33278.0,58010.0,53622,3409
1512,1512,31864.0,55909.0,51118,2500
1513,1513,30897.0,54329.0,49632,1432
1514,1514,30467.0,53489.0,48539,1420
1515,1515,29820.0,52708.0,49581,15
1516,1516,30607.0,52811.0,50821,-790
1517,1517,33929.0,55995.0,53760,1235
1518,1518,38114.0,61372.0,60264,2627
1519,1519,41609.0,66783.0,65038,3369
1520,1520,42988.0,71206.0,67092,5683
1521,1521,42320.0,73181.0,67124,7722
1522,1522,40649.0,72767.0,67656,7209
1523,1523,40756.0,75095.0,68653,8140
1524,1524,40174.0,74708.0,69180,7630
1525,1525,40240.0,74117.0,68032,8066
1526,1526,40217.0,72176.0,66717,6867
1527,1527,40789.0,69039.0,66257,4886
1528,1528,41347.0,64670.0,64687,2295
1529,1529,43215.0,62870.0,65265,-281
1530,1530,45085.0,64722.0,67349,-884
1531,1531,44645.0,64386.0,67427,-939
1532,1532,42554.0,62009.0,63102,905
1533,1533,40516.0,59210.0,60007,1320
1534,1534,38659.0,57429.0,57282,1989
1535,1535,34868.0,54090.0,53328,1884
1536,1536,32151.0,51017.0,51156,-987
1537,1537,31231.0,48774.0,49105,-2111
1538,1538,31014.0,47978.0,47864,-2459
1539,1539,31398.0,47890.0,48882,-3227
1540,1540,32864.0,49042.0,50329,-2897
1541,1541,35183.0,51821.0,53342,-386
1542,1542,38958.0,57178.0,59792,-1024
1543,1543,41628.0,61736.0,63918,-255
1544,1544,41546.0,66339.0,66373,1914
1545,1545,40557.0,67804.0,67104,3151
1546,1546,39356.0,69692.0,67762,4137
1547,1547,38657.0,70429.0,68728,4076
1548,1548,38192.0,71336.0,68069,5120
1549,1549,35459.0,70338.0,68170,4212
1550,1550,34624.0,69986.0,67031,4305
1551,1551,33757.0,67738.0,66736,2200
1552,1552,35097.0,67401.0,66757,2648
1553,1553,35820.0,69427.0,67620,4581
1554,1554,37588.0,74072.0,69892,6780
1555,1555,35298.0,73961.0,69576,6929
1556,1556,31154.0,69031.0,65545,6073
1557,1557,27012.0,65077.0,61943,4581
1558,1558,25780.0,63249.0,59032,5764
1559,1559,23923.0,60103.0,55321,5700
1560,1560,21739.0,57319.0,51734,3761
1561,1561,21450.0,56431.0,49383,4372
1562,1562,20482.0,54747.0,48667,2876
1563,1563,21160.0,55795.0,49286,2860
1564,1564,21344.0,56117.0,50911,2334
1565,1565,24340.0,60083.0,54153,5618
1566,1566,28183.0,65932.0,61475,5725
1567,1567,31652.0,71411.0,66652,6105
1568,1568,32095.0,73006.0,69009,5145
1569,1569,31890.0,74490.0,70000,5821
1570,1570,31719.0,74343.0,71394,3797
1571,1571,31717.0,74674.0,71959,3148
1572,1572,31251.0,71799.0,71400,1963
1573,1573,31013.0,70234.0,70317,515
1574,1574,30245.0,66988.0,68675,-1322
1575,1575,30037.0,65218.0,67443,-1896
1576,1576,29940.0,64066.0,66233,-2138
1577,1577,31178.0,65427.0,66350,-1011
1578,1578,33006.0,68129.0,67819,274
1579,1579,32082.0,66282.0,66435,-306
1580,1580,30285.0,64104.0,62205,2031
1581,1581,29497.0,61285.0,58826,2757
1582,1582,29129.0,59200.0,56344,3700
1583,1583,27105.0,56155.0,53252,3565
1584,1584,25212.0,53024.0,50270,4371
1585,1585,25260.0,52883.0,47955,5626
1586,1586,24679.0,52773.0,46987,5697
1587,1587,24012.0,52096.0,46611,4059
1588,1588,24048.0,52015.0,46673,2490
1589,1589,24755.0,52368.0,47024,3925
1590,1590,25817.0,52613.0,47572,4958
1591,1591,26602.0,53941.0,49893,4594
1592,1592,27409.0,56201.0,53827,3418
1593,1593,27553.0,58619.0,56464,3394
1594,1594,27124.0,59899.0,58406,2953
1595,1595,26418.0,61030.0,59430,2960
1596,1596,25621.0,62227.0,58303,4300
1597,1597,23906.0,60731.0,57054,2520
1598,1598,24355.0,59751.0,55305,2562
1599,1599,24854.0,56725.0,54384,553
1600,1600,26252.0,53489.0,54037,-1227
1601,1601,27858.0,51645.0,54568,-2261
1602,1602,30251.0,54291.0,57927,-2427
1603,1603,29601.0,55089.0,57378,-1236
1604,1604,27748.0,55607.0,54184,1789
1605,1605,25496.0,55045.0,51787,3534
1606,1606,23527.0,54254.0,50532,4425
1607,1607,20890.0,52566.0,48570,5155
1608,1608,18738.0,50697.0,45812,5483
1609,1609,18110.0,50096.0,44117,6233
1610,1610,17777.0,49536.0,43146,6313
1611,1611,17585.0,49768.0,42861,5973
1612,1612,17550.0,50807.0,43322,5551
1613,1613,17609.0,51687.0,43139,6907
1614,1614,17620.0,52493.0,42841,7466
1615,1615,17488.0,54788.0,44126,8468
1616,1616,17212.0,59155.0,47745,9252
1617,1617,16774.0,62567.0,51015,9458
1618,1618,16274.0,66230.0,53098,9203
1619,1619,15904.0,68743.0,54487,9607
1620,1620,15707.0,69327.0,53530,10659
1621,1621,15307.0,67536.0,51396,10254
1622,1622,15500.0,65186.0,50555,9389
1623,1623,16134.0,61676.0,50697,8265
1624,1624,16860.0,56687.0,51050,5231
1625,1625,19227.0,55041.0,52560,2465
1626,1626,22711.0,57299.0,56299,1622
1627,1627,24761.0,58975.0,56086,3256
1628,1628,24794.0,57797.0,53141,4777
1629,1629,23979.0,55005.0,51377,3997
1630,1630,23586.0,53086.0,50633,2752
1631,1631,22193.0,50819.0,47783,2730
1632,1632,21835.0,48591.0,45520,2343
1633,1633,21821.0,47160.0,43829,1489
1634,1634,20747.0,45009.0,43491,-1358
1635,1635,21130.0,44129.0,44239,-2357
1636,1636,22613.0,44590.0,46074,-3231
1637,1637,25658.0,47569.0,49986,-2939
1638,1638,29890.0,52520.0,59017,-5854
1639,1639,33836.0,58295.0,63940,-5690
1640,1640,35271.0,62701.0,66695,-4409
1641,1641,35838.0,64591.0,66767,-2527
1642,1642,34173.0,65235.0,68182,-3055
1643,1643,32623.0,64921.0,68640,-3524
1644,1644,32573.0,66594.0,68343,-1533
1645,1645,32251.0,66646.0,68052,-748
1646,1646,32631.0,66987.0,66763,541
1647,1647,32584.0,65240.0,65758,-1335
1648,1648,33106.0,60918.0,64714,-3557
1649,1649,34840.0,59406.0,64666,-5200
1650,1650,37246.0,63143.0,67052,-4709
1651,1651,36476.0,64492.0,67071,-3531
1652,1652,33616.0,63050.0,63149,-720
1653,1653,31028.0,60822.0,60663,-53
1654,1654,28157.0,59910.0,57721,1780
1655,1655,22811.0,57706.0,54207,2339
1656,1656,20104.0,56781.0,52046,2607
1657,1657,19123.0,57054.0,50844,3775
1658,1658,18644.0,58275.0,50298,4213
1659,1659,18695.0,60163.0,51158,4714
1660,1660,18750.0,62165.0,53025,4607
1661,1661,19457.0,65051.0,56241,5847
1662,1662,21189.0,69674.0,63808,5582
1663,1663,24897.0,75820.0,69115,6988
1664,1664,26152.0,79203.0,72258,7468
1665,1665,25713.0,79472.0,72456,7570
1666,1666,24613.0,79835.0,74089,6203
1667,1667,25030.0,81394.0,74926,6307
1668,1668,24061.0,79648.0,73953,6363
1669,1669,23944.0,77704.0,73261,5297
1670,1670,23947.0,76209.0,72243,5005
1671,1671,23600.0,74598.0,71017,4325
1672,1672,22498.0,73022.0,69699,4034
1673,1673,22554.0,73818.0,70561,4482
1674,1674,24188.0,77657.0,71589,7165
1675,1675,24335.0,78472.0,71043,9427
1676,1676,21099.0,74596.0,67329,9225
1677,1677,18713.0,71920.0,63811,9111
1678,1678,18119.0,70561.0,60268,9890
1679,1679,16895.0,70144.0,55986,11983
1680,1680,16239.0,68385.0,52546,11941
1681,1681,16311.0,67599.0,50204,12995
1682,1682,16430.0,66077.0,49382,13048
1683,1683,16883.0,64042.0,49939,11596
1684,1684,17889.0,63478.0,51982,9700
1685,1685,19488.0,62421.0,55615,6447
1686,1686,23230.0,65040.0,62104,4669
1687,1687,25199.0,66884.0,66382,2214
1688,1688,24138.0,65865.0,68388,-613
1689,1689,23481.0,68069.0,69298,865
1690,1690,22511.0,70965.0,70561,2250
1691,1691,21974.0,72592.0,71352,2722
1692,1692,21885.0,74741.0,71048,4922
1693,1693,22068.0,73439.0,70649,4582
1694,1694,22027.0,71405.0,69177,3410
1695,1695,22589.0,67599.0,67661,2163
1696,1696,23332.0,63347.0,66120,-198
1697,1697,24136.0,59822.0,65700,-3936
1698,1698,25627.0,60468.0,67935,-5283
1699,1699,25240.0,63056.0,68238,-3029
1700,1700,23700.0,64674.0,65217,1409
1701,1701,20849.0,64748.0,62137,4806
1702,1702,18911.0,62451.0,58853,6080
1703,1703,17147.0,62101.0,55186,7960
1704,1704,16351.0,61950.0,51737,9894
1705,1705,16529.0,63513.0,49501,11453
1706,1706,16074.0,63801.0,49640,11854
1707,1707,15639.0,64958.0,49247,11991
1708,1708,15721.0,66483.0,50466,11449
1709,1709,16796.0,68449.0,54814,11533
1710,1710,18431.0,71800.0,62536,10238
1711,1711,19657.0,75000.0,67977,9009
1712,1712,19503.0,77430.0,70480,9620
1713,1713,18806.0,79961.0,70785,11038
1714,1714,17613.0,83208.0,72629,11283
1715,1715,16980.0,83298.0,74236,9581
1716,1716,17540.0,83853.0,71751,10779
1717,1717,17628.0,83334.0,70943,9902
1718,1718,17788.0,81150.0,69985,10103
1719,1719,18341.0,76571.0,69230,9417
1720,1720,20039.0,71370.0,67277,6754
1721,1721,23171.0,68923.0,67353,4486
1722,1722,25068.0,68184.0,69012,1996
1723,1723,25111.0,67800.0,69010,1418
1724,1724,24414.0,67268.0,65265,5046
1725,1725,21609.0,64839.0,61607,5766
1726,1726,20640.0,65181.0,59434,8282
1727,1727,18188.0,62597.0,55486,8985
1728,1728,17841.0,62877.0,52563,9887
1729,1729,17127.0,62182.0,50806,10292
1730,1730,17010.0,62120.0,50269,10670
1731,1731,16801.0,62462.0,50973,10543
1732,1732,17366.0,63982.0,52564,10569
1733,1733,18062.0,64262.0,56197,8989
1734,1734,19487.0,67569.0,62745,8023
1735,1735,21738.0,74046.0,67698,8861
1736,1736,21031.0,77033.0,70441,9977
1737,1737,19400.0,80269.0,71854,11431
1738,1738,18410.0,82470.0,72894,11474
1739,1739,18713.0,85200.0,73555,12066
1740,1740,18523.0,85215.0,71971,12120
1741,1741,18062.0,84251.0,70776,11644
1742,1742,17631.0,81519.0,67947,12068
1743,1743,17975.0,77784.0,66880,11536
1744,1744,19831.0,71970.0,66093,7889
1745,1745,23051.0,67698.0,66224,3793
1746,1746,26110.0,65910.0,67218,780
1747,1747,27071.0,66145.0,66870,975
1748,1748,27310.0,62228.0,62299,1665
1749,1749,25868.0,55054.0,58083,-1766
1750,1750,25497.0,49862.0,55385,-3558
1751,1751,24363.0,45437.0,51615,-4427
1752,1752,22581.0,39950.0,48463,-5860
1753,1753,22673.0,37875.0,47064,-6834
1754,1754,22643.0,36385.0,45878,-7308
1755,1755,22604.0,35124.0,45755,-8239
1756,1756,22731.0,34783.0,45920,-8899
1757,1757,23137.0,35113.0,46112,-8677
1758,1758,23149.0,35486.0,46174,-8295
1759,1759,23188.0,39607.0,48368,-6899
1760,1760,23079.0,44788.0,51747,-4723
1761,1761,22439.0,50888.0,53849,-874
1762,1762,21781.0,55276.0,55245,2385
1763,1763,20596.0,55808.0,57461,1885
1764,1764,19855.0,55722.0,57035,2331
1765,1765,19393.0,53979.0,55235,1858
1766,1766,19475.0,52019.0,53724,577
1767,1767,20304.0,51384.0,52975,274
1768,1768,21025.0,48971.0,53615,-1913
1769,1769,23213.0,49347.0,55554,-2812
1770,1770,24659.0,52898.0,57656,-2186
1771,1771,24187.0,55896.0,58489,-13
1772,1772,23226.0,57264.0,55293,4287
1773,1773,22414.0,58027.0,52917,7775
1774,1774,22021.0,58817.0,51795,9554
1775,1775,20221.0,57557.0,49078,11021
1776,1776,18628.0,55947.0,45730,11596
1777,1777,18124.0,55295.0,44139,12438
1778,1778,17960.0,55941.0,43210,13610
1779,1779,17206.0,55043.0,43496,12970
1780,1780,16989.0,55629.0,43054,13265
1781,1781,16732.0,55698.0,42801,12978
1782,1782,16158.0,56215.0,41794,13442
1783,1783,15592.0,58632.0,43280,13885
1784,1784,15606.0,63410.0,46930,14445
1785,1785,15418.0,65752.0,50649,14167
1786,1786,15192.0,68772.0,52865,13672
1787,1787,15127.0,71232.0,54800,13780
1788,1788,15050.0,69859.0,54461,13114
1789,1789,14970.0,66378.0,52085,11578
1790,1790,15033.0,62761.0,49190,11064
1791,1791,15381.0,60451.0,47411,10861
1792,1792,15900.0,57234.0,48052,8100
1793,1793,17756.0,53573.0,51625,3439
1794,1794,22268.0,57040.0,56313,3347
1795,1795,23642.0,57406.0,57174,2941
1796,1796,23134.0,57169.0,54389,5307
1797,1797,22374.0,56408.0,52295,6454
1798,1798,21868.0,55146.0,52074,5561
1799,1799,20740.0,53364.0,49503,6150
1800,1800,19187.0,49485.0,46411,3992
1801,1801,19158.0,48336.0,44684,3396
1802,1802,19391.0,47817.0,44335,2130
1803,1803,19694.0,46873.0,45277,105
1804,1804,20912.0,47156.0,46878,68
1805,1805,23377.0,49333.0,51039,-489
1806,1806,27789.0,52676.0,58200,-3082
1807,1807,30094.0,57973.0,62743,-2199
1808,1808,31986.0,64131.0,65070,1507
1809,1809,30951.0,67335.0,66078,4009
1810,1810,30540.0,69821.0,66573,5866
1811,1811,29626.0,70826.0,67813,5246
1812,1812,28977.0,70277.0,66843,4993
1813,1813,29213.0,68878.0,64809,4991
1814,1814,29703.0,65737.0,63555,2798
1815,1815,30683.0,61556.0,62681,-31
1816,1816,33347.0,57591.0,61620,-2768
1817,1817,36715.0,55289.0,61773,-5447
1818,1818,38240.0,54938.0,64522,-8210
1819,1819,38869.0,56684.0,66178,-7819
1820,1820,37798.0,54214.0,62191,-5983
1821,1821,35014.0,50002.0,58790,-6598
1822,1822,33836.0,48137.0,55589,-5319
1823,1823,31188.0,44807.0,51877,-5192
1824,1824,30293.0,43596.0,48619,-3399
1825,1825,28369.0,42485.0,46480,-3576
1826,1826,27109.0,42339.0,45603,-3989
