Datum;Uhrzeit;Generation_DE Süd GT 61[MW];Generation_DE Süd DT 60[MW];Generation_DE Süd GT 62[MW]
01.01.2020;00:00;88;67;90
01.01.2020;01:00;86;67;90
01.01.2020;02:00;86;66;90
01.01.2020;03:00;88;67;90
01.01.2020;04:00;92;69;95
01.01.2020;05:00;100;73;103
01.01.2020;06:00;106;76;110
01.01.2020;07:00;110;95;114
01.01.2020;08:00;110;100;115
01.01.2020;09:00;110;98;115
01.01.2020;10:00;108;92;112
01.01.2020;11:00;104;84;108
01.01.2020;12:00;74;69;77
01.01.2020;13:00;80;68;84
01.01.2020;14:00;93;76;97
01.01.2020;15:00;98;83;102
01.01.2020;16:00;104;100;109
01.01.2020;17:00;105;104;110
01.01.2020;18:00;105;103;110
01.01.2020;19:00;105;102;110
01.01.2020;20:00;105;100;110
01.01.2020;21:00;105;98;110
01.01.2020;22:00;106;82;110
01.01.2020;23:00;98;70;102
02.01.2020;00:00;76;63;79
02.01.2020;01:00;67;61;70
02.01.2020;02:00;66;62;70
02.01.2020;03:00;71;64;76
02.01.2020;04:00;83;69;88
02.01.2020;05:00;112;95;116
02.01.2020;06:00;114;103;118
02.01.2020;07:00;114;108;118
02.01.2020;08:00;114;118;118
02.01.2020;09:00;113;123;118
02.01.2020;10:00;112;117;117
02.01.2020;11:00;108;105;114
02.01.2020;12:00;108;99;113
02.01.2020;13:00;112;100;115
02.01.2020;14:00;109;92;113
02.01.2020;15:00;111;82;115
02.01.2020;16:00;111;80;115
02.01.2020;17:00;110;101;115
02.01.2020;18:00;110;110;115
02.01.2020;19:00;110;101;115
02.01.2020;20:00;101;92;105
02.01.2020;21:00;97;87;102
02.01.2020;22:00;94;78;98
02.01.2020;23:00;95;77;99
03.01.2020;00:00;93;76;97
03.01.2020;01:00;92;77;96
03.01.2020;02:00;92;75;96
03.01.2020;03:00;92;76;96
03.01.2020;04:00;92;74;96
03.01.2020;05:00;93;79;97
03.01.2020;06:00;97;88;101
03.01.2020;07:00;103;100;107
03.01.2020;08:00;105;103;109
03.01.2020;09:00;109;112;110
03.01.2020;10:00;103;102;106
03.01.2020;11:00;101;93;105
03.01.2020;12:00;95;86;99
03.01.2020;13:00;91;83;95
03.01.2020;14:00;80;70;84
03.01.2020;15:00;77;70;80
03.01.2020;16:00;75;69;76
03.01.2020;17:00;77;64;78
03.01.2020;18:00;77;59;77
03.01.2020;19:00;77;55;80
03.01.2020;20:00;77;65;80
03.01.2020;21:00;77;71;80
03.01.2020;22:00;73;69;80
03.01.2020;23:00;9;35;80
04.01.2020;00:00;0;29;81
04.01.2020;01:00;0;30;80
04.01.2020;02:00;0;30;81
04.01.2020;03:00;0;31;80
04.01.2020;04:00;0;31;81
04.01.2020;05:00;0;31;80
04.01.2020;06:00;0;31;84
04.01.2020;07:00;31;33;89
04.01.2020;08:00;52;46;86
04.01.2020;09:00;102;84;96
04.01.2020;10:00;102;97;104
04.01.2020;11:00;103;96;108
04.01.2020;12:00;105;91;109
04.01.2020;13:00;105;86;110
04.01.2020;14:00;105;93;109
04.01.2020;15:00;107;108;112
04.01.2020;16:00;110;109;113
04.01.2020;17:00;112;115;117
04.01.2020;18:00;112;118;117
04.01.2020;19:00;112;117;117
04.01.2020;20:00;112;116;117
04.01.2020;21:00;112;113;117
04.01.2020;22:00;110;110;115
04.01.2020;23:00;107;95;112
05.01.2020;00:00;102;85;106
05.01.2020;01:00;96;72;100
05.01.2020;02:00;97;70;100
05.01.2020;03:00;97;70;101
05.01.2020;04:00;97;71;100
05.01.2020;05:00;108;79;112
05.01.2020;06:00;109;91;113
05.01.2020;07:00;108;97;113
05.01.2020;08:00;108;104;113
05.01.2020;09:00;108;109;113
05.01.2020;10:00;108;108;113
05.01.2020;11:00;107;109;112
05.01.2020;12:00;107;105;112
05.01.2020;13:00;107;101;112
05.01.2020;14:00;107;97;112
05.01.2020;15:00;111;100;116
05.01.2020;16:00;113;108;118
05.01.2020;17:00;113;123;118
05.01.2020;18:00;112;128;117
05.01.2020;19:00;112;128;117
05.01.2020;20:00;112;128;117
05.01.2020;21:00;112;128;118
05.01.2020;22:00;113;123;118
05.01.2020;23:00;108;110;113
06.01.2020;00:00;99;96;104
06.01.2020;01:00;98;89;102
06.01.2020;02:00;99;92;104
06.01.2020;03:00;99;92;104
06.01.2020;04:00;107;95;111
06.01.2020;05:00;109;99;114
06.01.2020;06:00;109;105;114
06.01.2020;07:00;109;112;114
06.01.2020;08:00;109;113;114
06.01.2020;09:00;109;112;114
06.01.2020;10:00;109;110;114
06.01.2020;11:00;109;105;114
06.01.2020;12:00;109;93;114
06.01.2020;13:00;108;98;113
06.01.2020;14:00;105;99;110
06.01.2020;15:00;105;102;110
06.01.2020;16:00;110;112;116
06.01.2020;17:00;112;116;116
06.01.2020;18:00;111;117;116
06.01.2020;19:00;111;117;116
06.01.2020;20:00;111;117;116
06.01.2020;21:00;110;112;115
06.01.2020;22:00;109;109;114
06.01.2020;23:00;103;98;107
07.01.2020;00:00;95;90;100
07.01.2020;01:00;96;89;100
07.01.2020;02:00;96;89;100
07.01.2020;03:00;96;91;100
07.01.2020;04:00;103;95;107
07.01.2020;05:00;107;105;112
07.01.2020;06:00;107;105;112
07.01.2020;07:00;106;107;111
07.01.2020;08:00;105;105;110
07.01.2020;09:00;105;105;110
07.01.2020;10:00;105;106;110
07.01.2020;11:00;105;105;110
07.01.2020;12:00;105;101;110
07.01.2020;13:00;105;103;109
07.01.2020;14:00;105;99;110
07.01.2020;15:00;106;99;111
07.01.2020;16:00;111;104;116
07.01.2020;17:00;112;117;117
07.01.2020;18:00;112;119;117
07.01.2020;19:00;111;118;116
07.01.2020;20:00;108;111;113
07.01.2020;21:00;107;104;112
07.01.2020;22:00;107;101;112
07.01.2020;23:00;101;90;106
08.01.2020;00:00;97;89;102
08.01.2020;01:00;97;90;102
08.01.2020;02:00;97;90;102
08.01.2020;03:00;97;92;102
08.01.2020;04:00;103;94;107
08.01.2020;05:00;107;103;112
08.01.2020;06:00;107;112;112
08.01.2020;07:00;107;108;112
08.01.2020;08:00;107;108;112
08.01.2020;09:00;107;106;112
08.01.2020;10:00;107;105;112
08.01.2020;11:00;107;103;111
08.01.2020;12:00;107;100;110
08.01.2020;13:00;103;100;108
08.01.2020;14:00;105;100;110
08.01.2020;15:00;105;99;110
08.01.2020;16:00;107;105;112
08.01.2020;17:00;107;105;112
08.01.2020;18:00;107;106;112
08.01.2020;19:00;107;100;112
08.01.2020;20:00;106;83;110
08.01.2020;21:00;102;73;106
08.01.2020;22:00;101;73;105
08.01.2020;23:00;101;73;105
09.01.2020;00:00;95;71;97
09.01.2020;01:00;97;73;100
09.01.2020;02:00;100;74;104
09.01.2020;03:00;100;74;105
09.01.2020;04:00;95;72;98
09.01.2020;05:00;102;86;106
09.01.2020;06:00;109;105;116
09.01.2020;07:00;110;113;116
09.01.2020;08:00;111;116;116
09.01.2020;09:00;110;103;114
09.01.2020;10:00;110;78;113
09.01.2020;11:00;104;75;107
09.01.2020;12:00;101;74;105
09.01.2020;13:00;95;73;99
09.01.2020;14:00;91;73;95
09.01.2020;15:00;99;75;102
09.01.2020;16:00;101;81;105
09.01.2020;17:00;104;92;108
09.01.2020;18:00;105;95;109
09.01.2020;19:00;106;96;111
09.01.2020;20:00;106;96;111
09.01.2020;21:00;107;94;111
09.01.2020;22:00;108;89;112
09.01.2020;23:00;99;72;103
10.01.2020;00:00;77;65;82
10.01.2020;01:00;69;63;74
10.01.2020;02:00;69;63;72
10.01.2020;03:00;69;63;72
10.01.2020;04:00;70;63;78
10.01.2020;05:00;100;87;106
10.01.2020;06:00;104;87;106
10.01.2020;07:00;105;79;107
10.01.2020;08:00;104;78;107
10.01.2020;09:00;104;75;107
10.01.2020;10:00;103;75;106
10.01.2020;11:00;91;71;95
10.01.2020;12:00;98;73;101
10.01.2020;13:00;91;72;94
10.01.2020;14:00;92;73;95
10.01.2020;15:00;89;73;93
10.01.2020;16:00;85;71;89
10.01.2020;17:00;94;71;98
10.01.2020;18:00;102;72;106
10.01.2020;19:00;103;72;106
10.01.2020;20:00;101;72;104
10.01.2020;21:00;90;68;94
10.01.2020;22:00;96;70;99
10.01.2020;23:00;94;70;98
11.01.2020;00:00;87;70;91
11.01.2020;01:00;80;68;83
11.01.2020;02:00;77;67;81
11.01.2020;03:00;81;67;80
11.01.2020;04:00;87;69;87
11.01.2020;05:00;94;72;96
11.01.2020;06:00;96;74;97
11.01.2020;07:00;97;75;100
11.01.2020;08:00;103;90;107
11.01.2020;09:00;109;102;113
11.01.2020;10:00;108;103;113
11.01.2020;11:00;99;92;103
11.01.2020;12:00;92;87;96
11.01.2020;13:00;94;88;98
11.01.2020;14:00;91;82;95
11.01.2020;15:00;95;73;99
11.01.2020;16:00;104;76;108
11.01.2020;17:00;109;77;113
11.01.2020;18:00;111;78;115
11.01.2020;19:00;111;80;115
11.01.2020;20:00;107;77;111
11.01.2020;21:00;106;76;110
11.01.2020;22:00;106;74;110
11.01.2020;23:00;84;62;88
12.01.2020;00:00;30;6;79
12.01.2020;01:00;0;0;72
12.01.2020;02:00;0;0;70
12.01.2020;03:00;0;0;80
12.01.2020;04:00;0;0;80
12.01.2020;05:00;0;0;80
12.01.2020;06:00;0;0;80
12.01.2020;07:00;0;0;80
12.01.2020;08:00;0;0;80
12.01.2020;09:00;0;0;90
12.01.2020;10:00;0;0;85
12.01.2020;11:00;0;0;93
12.01.2020;12:00;0;0;95
12.01.2020;13:00;0;0;98
12.01.2020;14:00;0;0;100
12.01.2020;15:00;33;0;100
12.01.2020;16:00;47;16;100
12.01.2020;17:00;86;62;102
12.01.2020;18:00;104;74;108
12.01.2020;19:00;104;75;108
12.01.2020;20:00;104;74;108
12.01.2020;21:00;104;68;108
12.01.2020;22:00;97;63;101
12.01.2020;23:00;91;67;95
13.01.2020;00:00;87;66;91
13.01.2020;01:00;86;65;90
13.01.2020;02:00;86;65;90
13.01.2020;03:00;88;67;92
13.01.2020;04:00;103;71;107
13.01.2020;05:00;109;79;113
13.01.2020;06:00;108;91;113
13.01.2020;07:00;108;96;113
13.01.2020;08:00;110;97;115
13.01.2020;09:00;110;94;116
13.01.2020;10:00;109;86;115
13.01.2020;11:00;109;75;114
13.01.2020;12:00;110;75;115
13.01.2020;13:00;110;76;115
13.01.2020;14:00;110;75;115
13.01.2020;15:00;110;77;115
13.01.2020;16:00;110;78;115
13.01.2020;17:00;110;78;115
13.01.2020;18:00;110;76;115
13.01.2020;19:00;110;75;115
13.01.2020;20:00;104;83;109
13.01.2020;21:00;93;76;98
13.01.2020;22:00;106;75;110
13.01.2020;23:00;106;67;110
14.01.2020;00:00;93;62;97
14.01.2020;01:00;80;58;84
14.01.2020;02:00;70;56;74
14.01.2020;03:00;67;54;70
14.01.2020;04:00;74;55;78
14.01.2020;05:00;101;63;106
14.01.2020;06:00;109;67;115
14.01.2020;07:00;109;75;115
14.01.2020;08:00;108;88;115
14.01.2020;09:00;109;79;115
14.01.2020;10:00;109;69;114
14.01.2020;11:00;108;70;113
14.01.2020;12:00;95;72;113
14.01.2020;13:00;89;69;96
14.01.2020;14:00;87;68;90
14.01.2020;15:00;102;72;104
14.01.2020;16:00;91;72;94
14.01.2020;17:00;86;67;90
14.01.2020;18:00;86;64;90
14.01.2020;19:00;104;68;106
14.01.2020;20:00;104;67;105
14.01.2020;21:00;77;59;81
14.01.2020;22:00;73;61;77
14.01.2020;23:00;10;34;89
15.01.2020;00:00;0;30;74
15.01.2020;01:00;0;31;86
15.01.2020;02:00;0;32;90
15.01.2020;03:00;0;34;101
15.01.2020;04:00;48;48;90
15.01.2020;05:00;72;64;75
15.01.2020;06:00;104;71;104
15.01.2020;07:00;113;78;111
15.01.2020;08:00;112;88;114
15.01.2020;09:00;112;88;114
15.01.2020;10:00;106;77;109
15.01.2020;11:00;101;73;105
15.01.2020;12:00;93;72;96
15.01.2020;13:00;88;72;91
15.01.2020;14:00;93;72;94
15.01.2020;15:00;107;78;108
15.01.2020;16:00;108;78;109
15.01.2020;17:00;109;78;109
15.01.2020;18:00;110;78;109
15.01.2020;19:00;111;79;110
15.01.2020;20:00;104;76;107
15.01.2020;21:00;94;73;101
15.01.2020;22:00;93;72;97
15.01.2020;23:00;91;71;95
16.01.2020;00:00;95;71;99
16.01.2020;01:00;103;74;107
16.01.2020;02:00;71;66;74
16.01.2020;03:00;62;62;65
16.01.2020;04:00;88;70;92
16.01.2020;05:00;107;77;111
16.01.2020;06:00;107;76;111
16.01.2020;07:00;106;77;110
16.01.2020;08:00;106;77;110
16.01.2020;09:00;106;76;109
16.01.2020;10:00;105;76;109
16.01.2020;11:00;103;77;107
16.01.2020;12:00;102;76;99
16.01.2020;13:00;101;76;102
16.01.2020;14:00;99;76;103
16.01.2020;15:00;99;76;103
16.01.2020;16:00;99;75;103
16.01.2020;17:00;99;75;103
16.01.2020;18:00;99;75;103
16.01.2020;19:00;99;75;103
16.01.2020;20:00;97;73;101
16.01.2020;21:00;101;74;105
16.01.2020;22:00;95;71;98
16.01.2020;23:00;94;71;98
17.01.2020;00:00;59;56;63
17.01.2020;01:00;56;54;59
17.01.2020;02:00;57;55;59
17.01.2020;03:00;67;59;70
17.01.2020;04:00;90;64;94
17.01.2020;05:00;108;70;114
17.01.2020;06:00;110;72;117
17.01.2020;07:00;110;76;117
17.01.2020;08:00;108;81;113
17.01.2020;09:00;108;75;112
17.01.2020;10:00;108;73;112
17.01.2020;11:00;92;70;95
17.01.2020;12:00;96;71;99
17.01.2020;13:00;98;73;101
17.01.2020;14:00;96;72;100
17.01.2020;15:00;96;72;100
17.01.2020;16:00;105;75;109
17.01.2020;17:00;105;75;109
17.01.2020;18:00;105;81;109
17.01.2020;19:00;105;80;109
17.01.2020;20:00;104;73;108
17.01.2020;21:00;104;76;108
17.01.2020;22:00;104;76;108
17.01.2020;23:00;93;72;97
18.01.2020;00:00;81;68;85
18.01.2020;01:00;102;85;105
18.01.2020;02:00;103;97;107
18.01.2020;03:00;104;100;108
18.01.2020;04:00;107;104;111
18.01.2020;05:00;110;113;115
18.01.2020;06:00;110;118;115
18.01.2020;07:00;111;118;116
18.01.2020;08:00;111;120;116
18.01.2020;09:00;111;121;116
18.01.2020;10:00;111;119;116
18.01.2020;11:00;111;118;116
18.01.2020;12:00;110;118;114
18.01.2020;13:00;108;118;112
18.01.2020;14:00;108;115;112
18.01.2020;15:00;108;115;112
18.01.2020;16:00;108;114;112
18.01.2020;17:00;108;115;112
18.01.2020;18:00;108;114;112
18.01.2020;19:00;108;114;112
18.01.2020;20:00;102;102;106
18.01.2020;21:00;102;101;105
18.01.2020;22:00;103;103;106
18.01.2020;23:00;105;103;109
19.01.2020;00:00;105;105;109
19.01.2020;01:00;108;108;112
19.01.2020;02:00;108;109;112
19.01.2020;03:00;108;108;112
19.01.2020;04:00;108;109;112
19.01.2020;05:00;108;109;112
19.01.2020;06:00;107;112;112
19.01.2020;07:00;107;115;112
19.01.2020;08:00;107;115;111
19.01.2020;09:00;107;115;112
19.01.2020;10:00;107;117;112
19.01.2020;11:00;107;118;112
19.01.2020;12:00;107;119;112
19.01.2020;13:00;106;115;111
19.01.2020;14:00;107;113;111
19.01.2020;15:00;107;115;112
19.01.2020;16:00;107;115;112
19.01.2020;17:00;107;119;112
19.01.2020;18:00;107;116;112
19.01.2020;19:00;107;115;112
19.01.2020;20:00;107;112;112
19.01.2020;21:00;107;112;112
19.01.2020;22:00;107;110;112
19.01.2020;23:00;107;107;112
20.01.2020;00:00;107;106;112
20.01.2020;01:00;107;106;112
20.01.2020;02:00;107;106;112
20.01.2020;03:00;109;107;114
20.01.2020;04:00;110;108;114
20.01.2020;05:00;110;111;114
20.01.2020;06:00;109;115;114
20.01.2020;07:00;109;118;114
20.01.2020;08:00;114;125;119
20.01.2020;09:00;114;128;119
20.01.2020;10:00;114;125;119
20.01.2020;11:00;110;122;115
20.01.2020;12:00;110;120;114
20.01.2020;13:00;110;122;114
20.01.2020;14:00;110;123;115
20.01.2020;15:00;114;127;118
20.01.2020;16:00;113;126;118
20.01.2020;17:00;113;126;118
20.01.2020;18:00;113;127;118
20.01.2020;19:00;113;127;118
20.01.2020;20:00;113;126;118
20.01.2020;21:00;114;125;119
20.01.2020;22:00;114;120;119
20.01.2020;23:00;111;112;115
21.01.2020;00:00;113;112;118
21.01.2020;01:00;115;114;120
21.01.2020;02:00;115;113;119
21.01.2020;03:00;114;112;119
21.01.2020;04:00;114;115;119
21.01.2020;05:00;115;117;119
21.01.2020;06:00;115;114;120
21.01.2020;07:00;115;125;120
21.01.2020;08:00;115;130;120
21.01.2020;09:00;115;130;120
21.01.2020;10:00;114;130;119
21.01.2020;11:00;114;129;119
21.01.2020;12:00;113;129;118
21.01.2020;13:00;113;129;117
21.01.2020;14:00;113;129;117
21.01.2020;15:00;110;127;115
21.01.2020;16:00;109;122;113
21.01.2020;17:00;109;116;113
21.01.2020;18:00;109;113;113
21.01.2020;19:00;109;113;113
21.01.2020;20:00;112;115;115
21.01.2020;21:00;114;117;119
21.01.2020;22:00;114;116;119
21.01.2020;23:00;114;113;119
22.01.2020;00:00;114;113;119
22.01.2020;01:00;114;114;119
22.01.2020;02:00;114;112;118
22.01.2020;03:00;114;111;119
22.01.2020;04:00;114;114;119
22.01.2020;05:00;114;117;119
22.01.2020;06:00;114;113;119
22.01.2020;07:00;114;117;118
22.01.2020;08:00;114;120;118
22.01.2020;09:00;114;117;118
22.01.2020;10:00;114;114;118
22.01.2020;11:00;114;115;118
22.01.2020;12:00;113;112;118
22.01.2020;13:00;113;99;117
22.01.2020;14:00;112;105;116
22.01.2020;15:00;112;110;116
22.01.2020;16:00;112;119;116
22.01.2020;17:00;112;116;116
22.01.2020;18:00;113;122;118
22.01.2020;19:00;111;120;116
22.01.2020;20:00;110;115;115
22.01.2020;21:00;110;113;115
22.01.2020;22:00;112;112;117
22.01.2020;23:00;113;103;117
23.01.2020;00:00;111;93;116
23.01.2020;01:00;111;91;116
23.01.2020;02:00;112;91;116
23.01.2020;03:00;112;91;116
23.01.2020;04:00;112;94;116
23.01.2020;05:00;111;98;116
23.01.2020;06:00;113;108;117
23.01.2020;07:00;115;120;119
23.01.2020;08:00;115;121;119
23.01.2020;09:00;114;121;119
23.01.2020;10:00;114;123;119
23.01.2020;11:00;113;122;118
23.01.2020;12:00;113;121;118
23.01.2020;13:00;112;122;117
23.01.2020;14:00;112;125;117
23.01.2020;15:00;112;126;117
23.01.2020;16:00;112;127;117
23.01.2020;17:00;112;126;117
23.01.2020;18:00;111;126;116
23.01.2020;19:00;111;126;116
23.01.2020;20:00;112;123;117
23.01.2020;21:00;108;112;113
23.01.2020;22:00;107;101;112
23.01.2020;23:00;108;86;112
24.01.2020;00:00;109;82;113
24.01.2020;01:00;109;83;113
24.01.2020;02:00;109;83;113
24.01.2020;03:00;110;85;113
24.01.2020;04:00;110;95;114
24.01.2020;05:00;110;111;114
24.01.2020;06:00;110;111;114
24.01.2020;07:00;110;112;114
24.01.2020;08:00;110;115;113
24.01.2020;09:00;110;114;113
24.01.2020;10:00;110;110;113
24.01.2020;11:00;110;104;114
24.01.2020;12:00;110;102;113
24.01.2020;13:00;110;98;113
24.01.2020;14:00;103;97;107
24.01.2020;15:00;104;104;108
24.01.2020;16:00;106;108;110
24.01.2020;17:00;110;116;115
24.01.2020;18:00;111;114;115
24.01.2020;19:00;111;115;115
24.01.2020;20:00;111;115;116
24.01.2020;21:00;111;108;116
24.01.2020;22:00;108;96;112
24.01.2020;23:00;104;85;105
25.01.2020;00:00;101;81;105
25.01.2020;01:00;101;82;105
25.01.2020;02:00;105;83;109
25.01.2020;03:00;106;88;110
25.01.2020;04:00;106;93;110
25.01.2020;05:00;108;103;112
25.01.2020;06:00;110;101;114
25.01.2020;07:00;110;99;114
25.01.2020;08:00;110;99;114
25.01.2020;09:00;110;99;114
25.01.2020;10:00;109;98;114
25.01.2020;11:00;110;94;114
25.01.2020;12:00;106;86;109
25.01.2020;13:00;106;85;110
25.01.2020;14:00;107;90;110
25.01.2020;15:00;107;96;110
25.01.2020;16:00;106;103;111
25.01.2020;17:00;109;104;113
25.01.2020;18:00;110;104;114
25.01.2020;19:00;110;103;115
25.01.2020;20:00;109;102;115
25.01.2020;21:00;109;97;113
25.01.2020;22:00;110;89;114
25.01.2020;23:00;104;77;108
26.01.2020;00:00;98;71;102
26.01.2020;01:00;96;71;100
26.01.2020;02:00;97;71;100
26.01.2020;03:00;96;72;100
26.01.2020;04:00;100;77;104
26.01.2020;05:00;103;89;107
26.01.2020;06:00;106;96;110
26.01.2020;07:00;106;93;110
26.01.2020;08:00;106;94;110
26.01.2020;09:00;106;91;110
26.01.2020;10:00;106;84;110
26.01.2020;11:00;106;80;109
26.01.2020;12:00;105;71;109
26.01.2020;13:00;105;75;109
26.01.2020;14:00;105;74;109
26.01.2020;15:00;103;75;106
26.01.2020;16:00;108;79;111
26.01.2020;17:00;108;96;113
26.01.2020;18:00;109;105;113
26.01.2020;19:00;109;105;114
26.01.2020;20:00;110;94;114
26.01.2020;21:00;106;89;109
26.01.2020;22:00;102;84;106
26.01.2020;23:00;95;73;98
27.01.2020;00:00;83;67;86
27.01.2020;01:00;73;65;76
27.01.2020;02:00;75;65;74
27.01.2020;03:00;76;65;73
27.01.2020;04:00;70;64;72
27.01.2020;05:00;94;77;97
27.01.2020;06:00;107;88;110
27.01.2020;07:00;109;98;113
27.01.2020;08:00;111;103;114
27.01.2020;09:00;111;105;114
27.01.2020;10:00;108;93;112
27.01.2020;11:00;100;79;103
27.01.2020;12:00;94;71;97
27.01.2020;13:00;97;74;100
27.01.2020;14:00;96;72;99
27.01.2020;15:00;96;73;99
27.01.2020;16:00;101;75;104
27.01.2020;17:00;103;76;106
27.01.2020;18:00;101;41;7
27.01.2020;19:00;101;36;0
27.01.2020;20:00;101;36;31
27.01.2020;21:00;100;72;106
27.01.2020;22:00;80;67;80
27.01.2020;23:00;76;64;80
28.01.2020;00:00;75;64;79
28.01.2020;01:00;70;63;73
28.01.2020;02:00;83;58;49
28.01.2020;03:00;97;40;0
28.01.2020;04:00;98;38;0
28.01.2020;05:00;99;39;0
28.01.2020;06:00;108;47;0
28.01.2020;07:00;111;56;0
28.01.2020;08:00;110;56;0
28.01.2020;09:00;110;54;0
28.01.2020;10:00;110;57;0
28.01.2020;11:00;110;57;0
28.01.2020;12:00;110;57;0
28.01.2020;13:00;110;58;0
28.01.2020;14:00;105;57;42
28.01.2020;15:00;101;67;65
28.01.2020;16:00;106;48;4
28.01.2020;17:00;108;53;0
28.01.2020;18:00;109;52;0
28.01.2020;19:00;109;51;0
28.01.2020;20:00;109;51;0
28.01.2020;21:00;109;52;0
28.01.2020;22:00;110;52;0
28.01.2020;23:00;100;43;0
29.01.2020;00:00;93;39;0
29.01.2020;01:00;93;39;0
29.01.2020;02:00;93;39;0
29.01.2020;03:00;93;41;0
29.01.2020;04:00;101;46;0
29.01.2020;05:00;103;47;0
29.01.2020;06:00;104;47;0
29.01.2020;07:00;104;49;0
29.01.2020;08:00;110;52;0
29.01.2020;09:00;112;58;0
29.01.2020;10:00;106;50;0
29.01.2020;11:00;104;49;0
29.01.2020;12:00;104;48;0
29.01.2020;13:00;95;54;51
29.01.2020;14:00;71;67;70
29.01.2020;15:00;68;65;68
29.01.2020;16:00;91;73;94
29.01.2020;17:00;103;83;107
29.01.2020;18:00;104;88;108
29.01.2020;19:00;104;86;105
29.01.2020;20:00;99;70;70
29.01.2020;21:00;99;46;17
29.01.2020;22:00;102;42;0
29.01.2020;23:00;102;42;0
30.01.2020;00:00;107;48;0
30.01.2020;01:00;110;51;0
30.01.2020;02:00;110;51;0
30.01.2020;03:00;110;51;0
30.01.2020;04:00;110;51;0
30.01.2020;05:00;110;51;0
30.01.2020;06:00;110;52;0
30.01.2020;07:00;110;55;0
30.01.2020;08:00;109;57;0
30.01.2020;09:00;109;53;0
30.01.2020;10:00;101;50;34
30.01.2020;11:00;87;70;82
30.01.2020;12:00;66;67;72
30.01.2020;13:00;66;66;70
30.01.2020;14:00;67;66;73
30.01.2020;15:00;99;74;104
30.01.2020;16:00;94;73;97
30.01.2020;17:00;97;75;102
30.01.2020;18:00;101;76;105
30.01.2020;19:00;91;69;94
30.01.2020;20:00;83;64;79
30.01.2020;21:00;81;35;11
30.01.2020;22:00;84;33;0
30.01.2020;23:00;85;32;0
31.01.2020;00:00;85;32;0
31.01.2020;01:00;87;32;0
31.01.2020;02:00;87;31;0
31.01.2020;03:00;86;32;0
31.01.2020;04:00;84;32;0
31.01.2020;05:00;95;36;0
31.01.2020;06:00;101;43;0
31.01.2020;07:00;103;43;0
31.01.2020;08:00;107;46;0
31.01.2020;09:00;106;46;0
31.01.2020;10:00;102;42;0
31.01.2020;11:00;101;43;0
31.01.2020;12:00;106;43;0
31.01.2020;13:00;105;40;0
31.01.2020;14:00;98;37;0
31.01.2020;15:00;92;37;0
31.01.2020;16:00;92;38;0
31.01.2020;17:00;99;43;0
31.01.2020;18:00;102;47;0
31.01.2020;19:00;102;48;0
31.01.2020;20:00;102;48;0
31.01.2020;21:00;99;45;0
31.01.2020;22:00;97;41;0
31.01.2020;23:00;82;34;0
01.02.2020;00:00;64;31;0
01.02.2020;01:00;63;31;0
01.02.2020;02:00;61;29;0
01.02.2020;03:00;61;28;0
01.02.2020;04:00;61;5;0
01.02.2020;05:00;61;0;0
01.02.2020;06:00;61;0;0
01.02.2020;07:00;61;0;0
01.02.2020;08:00;61;0;0
01.02.2020;09:00;61;0;0
01.02.2020;10:00;61;0;0
01.02.2020;11:00;60;0;0
01.02.2020;12:00;59;0;0
01.02.2020;13:00;59;0;0
01.02.2020;14:00;59;0;0
01.02.2020;15:00;61;0;0
01.02.2020;16:00;59;0;0
01.02.2020;17:00;59;0;0
01.02.2020;18:00;59;0;0
01.02.2020;19:00;59;0;0
01.02.2020;20:00;29;0;0
01.02.2020;21:00;0;0;0
01.02.2020;22:00;0;0;0
01.02.2020;23:00;0;0;0
02.02.2020;00:00;0;0;0
02.02.2020;01:00;0;0;0
02.02.2020;02:00;0;0;0
02.02.2020;03:00;0;0;0
02.02.2020;04:00;28;0;0
02.02.2020;05:00;60;0;0
02.02.2020;06:00;67;0;0
02.02.2020;07:00;72;0;0
02.02.2020;08:00;69;0;0
02.02.2020;09:00;72;11;0
02.02.2020;10:00;79;26;0
02.02.2020;11:00;87;33;0
02.02.2020;12:00;75;31;0
02.02.2020;13:00;70;29;0
02.02.2020;14:00;69;28;0
02.02.2020;15:00;94;32;0
02.02.2020;16:00;102;34;0
02.02.2020;17:00;103;34;0
02.02.2020;18:00;103;34;0
02.02.2020;19:00;103;34;0
02.02.2020;20:00;103;34;0
02.02.2020;21:00;103;34;0
02.02.2020;22:00;95;34;0
02.02.2020;23:00;73;32;0
03.02.2020;00:00;64;29;0
03.02.2020;01:00;86;33;0
03.02.2020;02:00;64;30;0
03.02.2020;03:00;67;31;0
03.02.2020;04:00;87;37;0
03.02.2020;05:00;97;43;0
03.02.2020;06:00;100;45;1
03.02.2020;07:00;102;56;44
03.02.2020;08:00;102;79;98
03.02.2020;09:00;102;80;106
03.02.2020;10:00;101;80;106
03.02.2020;11:00;102;74;107
03.02.2020;12:00;102;73;107
03.02.2020;13:00;101;75;107
03.02.2020;14:00;101;72;106
03.02.2020;15:00;102;74;107
03.02.2020;16:00;102;74;107
03.02.2020;17:00;104;72;95
03.02.2020;18:00;105;54;41
03.02.2020;19:00;103;34;16
03.02.2020;20:00;99;66;83
03.02.2020;21:00;96;71;100
03.02.2020;22:00;87;67;89
03.02.2020;23:00;87;47;33
04.02.2020;00:00;86;31;0
04.02.2020;01:00;79;30;0
04.02.2020;02:00;77;30;0
