Datum;Uhrzeit;Generation_DE GUD C 200
GT 1, GT 2, DT 1[MW]
29.03.2020;18:00;126
29.03.2020;19:00;134
29.03.2020;20:00;122
29.03.2020;21:00;127
29.03.2020;22:00;134
29.03.2020;23:00;138
30.03.2020;00:00;144
30.03.2020;01:00;142
30.03.2020;02:00;142
30.03.2020;03:00;141
30.03.2020;04:00;140
30.03.2020;05:00;144
30.03.2020;06:00;149
30.03.2020;07:00;151
30.03.2020;08:00;151
30.03.2020;09:00;156
30.03.2020;10:00;141
30.03.2020;11:00;139
30.03.2020;12:00;137
30.03.2020;13:00;116
30.03.2020;14:00;116
30.03.2020;15:00;119
30.03.2020;16:00;122
30.03.2020;17:00;137
30.03.2020;18:00;137
30.03.2020;19:00;157
30.03.2020;20:00;158
30.03.2020;21:00;141
30.03.2020;22:00;142
30.03.2020;23:00;139
31.03.2020;00:00;122
31.03.2020;01:00;123
31.03.2020;02:00;124
31.03.2020;03:00;123
31.03.2020;04:00;123
31.03.2020;05:00;127
31.03.2020;06:00;135
31.03.2020;07:00;133
31.03.2020;08:00;145
31.03.2020;09:00;145
31.03.2020;10:00;145
31.03.2020;11:00;139
31.03.2020;12:00;139
31.03.2020;13:00;139
31.03.2020;14:00;134
31.03.2020;15:00;131
31.03.2020;16:00;131
31.03.2020;17:00;141
31.03.2020;18:00;151
31.03.2020;19:00;155
31.03.2020;20:00;137
31.03.2020;21:00;132
31.03.2020;22:00;130
31.03.2020;23:00;125
01.04.2020;00:00;144
01.04.2020;01:00;145
01.04.2020;02:00;145
01.04.2020;03:00;150
01.04.2020;04:00;147
01.04.2020;05:00;149
01.04.2020;06:00;158
01.04.2020;07:00;156
01.04.2020;08:00;154
01.04.2020;09:00;150
01.04.2020;10:00;148
01.04.2020;11:00;146
01.04.2020;12:00;145
01.04.2020;13:00;141
01.04.2020;14:00;157
01.04.2020;15:00;159
01.04.2020;16:00;157
01.04.2020;17:00;156
01.04.2020;18:00;156
01.04.2020;19:00;158
01.04.2020;20:00;157
01.04.2020;21:00;155
01.04.2020;22:00;154
01.04.2020;23:00;156
02.04.2020;00:00;165
02.04.2020;01:00;166
02.04.2020;02:00;166
02.04.2020;03:00;168
02.04.2020;04:00;169
02.04.2020;05:00;172
02.04.2020;06:00;174
02.04.2020;07:00;167
02.04.2020;08:00;163
02.04.2020;09:00;161
02.04.2020;10:00;155
02.04.2020;11:00;157
02.04.2020;12:00;153
02.04.2020;13:00;158
02.04.2020;14:00;160
02.04.2020;15:00;160
02.04.2020;16:00;155
02.04.2020;17:00;156
02.04.2020;18:00;152
02.04.2020;19:00;152
02.04.2020;20:00;156
02.04.2020;21:00;157
02.04.2020;22:00;157
02.04.2020;23:00;163
03.04.2020;00:00;159
03.04.2020;01:00;158
03.04.2020;02:00;157
03.04.2020;03:00;154
03.04.2020;04:00;166
03.04.2020;05:00;166
03.04.2020;06:00;167
03.04.2020;07:00;163
03.04.2020;08:00;159
03.04.2020;09:00;157
03.04.2020;10:00;160
03.04.2020;11:00;162
03.04.2020;12:00;162
03.04.2020;13:00;157
03.04.2020;14:00;159
03.04.2020;15:00;158
03.04.2020;16:00;153
03.04.2020;17:00;155
03.04.2020;18:00;158
03.04.2020;19:00;158
03.04.2020;20:00;159
03.04.2020;21:00;160
03.04.2020;22:00;160
03.04.2020;23:00;158
04.04.2020;00:00;158
04.04.2020;01:00;158
04.04.2020;02:00;164
04.04.2020;03:00;162
04.04.2020;04:00;161
04.04.2020;05:00;159
04.04.2020;06:00;163
04.04.2020;07:00;162
04.04.2020;08:00;162
04.04.2020;09:00;161
04.04.2020;10:00;160
04.04.2020;11:00;157
04.04.2020;12:00;157
04.04.2020;13:00;158
04.04.2020;14:00;160
04.04.2020;15:00;159
04.04.2020;16:00;159
04.04.2020;17:00;156
04.04.2020;18:00;154
04.04.2020;19:00;156
04.04.2020;20:00;156
04.04.2020;21:00;155
04.04.2020;22:00;156
04.04.2020;23:00;159
05.04.2020;00:00;160
05.04.2020;01:00;160
05.04.2020;02:00;159
05.04.2020;03:00;156
05.04.2020;04:00;157
05.04.2020;05:00;156
05.04.2020;06:00;155
05.04.2020;07:00;159
05.04.2020;08:00;158
05.04.2020;09:00;159
05.04.2020;10:00;155
05.04.2020;11:00;155
05.04.2020;12:00;156
05.04.2020;13:00;125
05.04.2020;14:00;116
05.04.2020;15:00;116
05.04.2020;16:00;140
05.04.2020;17:00;138
05.04.2020;18:00;139
05.04.2020;19:00;139
05.04.2020;20:00;136
05.04.2020;21:00;136
05.04.2020;22:00;138
05.04.2020;23:00;131
06.04.2020;00:00;146
06.04.2020;01:00;145
06.04.2020;02:00;143
06.04.2020;03:00;142
06.04.2020;04:00;142
06.04.2020;05:00;142
06.04.2020;06:00;144
06.04.2020;07:00;157
06.04.2020;08:00;153
06.04.2020;09:00;145
06.04.2020;10:00;145
06.04.2020;11:00;141
06.04.2020;12:00;142
06.04.2020;13:00;143
06.04.2020;14:00;144
06.04.2020;15:00;137
06.04.2020;16:00;136
06.04.2020;17:00;137
06.04.2020;18:00;138
06.04.2020;19:00;138
06.04.2020;20:00;147
06.04.2020;21:00;142
06.04.2020;22:00;144
06.04.2020;23:00;145
07.04.2020;00:00;155
07.04.2020;01:00;157
07.04.2020;02:00;152
07.04.2020;03:00;152
07.04.2020;04:00;157
07.04.2020;05:00;151
07.04.2020;06:00;156
07.04.2020;07:00;159
07.04.2020;08:00;157
07.04.2020;09:00;159
07.04.2020;10:00;151
07.04.2020;11:00;151
07.04.2020;12:00;152
07.04.2020;13:00;150
07.04.2020;14:00;148
07.04.2020;15:00;149
07.04.2020;16:00;128
07.04.2020;17:00;134
07.04.2020;18:00;135
07.04.2020;19:00;133
07.04.2020;20:00;137
07.04.2020;21:00;137
07.04.2020;22:00;140
07.04.2020;23:00;140
08.04.2020;00:00;137
08.04.2020;01:00;129
08.04.2020;02:00;123
08.04.2020;03:00;130
08.04.2020;04:00;121
08.04.2020;05:00;129
08.04.2020;06:00;133
08.04.2020;07:00;135
08.04.2020;08:00;135
08.04.2020;09:00;135
08.04.2020;10:00;125
08.04.2020;11:00;125
08.04.2020;12:00;128
08.04.2020;13:00;127
08.04.2020;14:00;131
08.04.2020;15:00;130
08.04.2020;16:00;127
08.04.2020;17:00;141
08.04.2020;18:00;143
08.04.2020;19:00;137
08.04.2020;20:00;135
08.04.2020;21:00;131
08.04.2020;22:00;139
08.04.2020;23:00;136
09.04.2020;00:00;135
09.04.2020;01:00;125
09.04.2020;02:00;126
09.04.2020;03:00;127
09.04.2020;04:00;126
09.04.2020;05:00;144
09.04.2020;06:00;146
09.04.2020;07:00;147
09.04.2020;08:00;153
09.04.2020;09:00;154
09.04.2020;10:00;122
09.04.2020;11:00;124
09.04.2020;12:00;123
09.04.2020;13:00;124
09.04.2020;14:00;124
09.04.2020;15:00;118
09.04.2020;16:00;123
09.04.2020;17:00;130
09.04.2020;18:00;152
09.04.2020;19:00;150
09.04.2020;20:00;161
09.04.2020;21:00;157
09.04.2020;22:00;155
09.04.2020;23:00;156
10.04.2020;00:00;154
10.04.2020;01:00;148
10.04.2020;02:00;144
10.04.2020;03:00;145
10.04.2020;04:00;146
10.04.2020;05:00;144
10.04.2020;06:00;134
10.04.2020;07:00;137
10.04.2020;08:00;139
10.04.2020;09:00;137
10.04.2020;10:00;128
10.04.2020;11:00;128
10.04.2020;12:00;127
10.04.2020;13:00;127
10.04.2020;14:00;128
10.04.2020;15:00;131
10.04.2020;16:00;124
10.04.2020;17:00;119
10.04.2020;18:00;140
10.04.2020;19:00;140
10.04.2020;20:00;139
10.04.2020;21:00;135
10.04.2020;22:00;135
10.04.2020;23:00;138
11.04.2020;00:00;129
11.04.2020;01:00;126
11.04.2020;02:00;130
11.04.2020;03:00;125
11.04.2020;04:00;124
11.04.2020;05:00;134
11.04.2020;06:00;136
11.04.2020;07:00;139
11.04.2020;08:00;134
11.04.2020;09:00;128
11.04.2020;10:00;123
11.04.2020;11:00;119
11.04.2020;12:00;123
11.04.2020;13:00;122
11.04.2020;14:00;121
11.04.2020;15:00;120
11.04.2020;16:00;123
11.04.2020;17:00;125
11.04.2020;18:00;136
11.04.2020;19:00;135
11.04.2020;20:00;136
11.04.2020;21:00;136
11.04.2020;22:00;119
11.04.2020;23:00;125
12.04.2020;00:00;124
12.04.2020;01:00;123
12.04.2020;02:00;122
12.04.2020;03:00;124
12.04.2020;04:00;125
12.04.2020;05:00;125
12.04.2020;06:00;122
12.04.2020;07:00;120
12.04.2020;08:00;122
12.04.2020;09:00;123
12.04.2020;10:00;122
12.04.2020;11:00;122
12.04.2020;12:00;125
12.04.2020;13:00;125
12.04.2020;14:00;119
12.04.2020;15:00;120
12.04.2020;16:00;123
12.04.2020;17:00;120
12.04.2020;18:00;124
12.04.2020;19:00;122
12.04.2020;20:00;124
12.04.2020;21:00;119
12.04.2020;22:00;119
12.04.2020;23:00;119
13.04.2020;00:00;120
13.04.2020;01:00;122
13.04.2020;02:00;126
13.04.2020;03:00;126
13.04.2020;04:00;124
13.04.2020;05:00;123
13.04.2020;06:00;122
13.04.2020;07:00;119
13.04.2020;08:00;120
13.04.2020;09:00;120
13.04.2020;10:00;116
13.04.2020;11:00;120
13.04.2020;12:00;117
13.04.2020;13:00;117
13.04.2020;14:00;116
13.04.2020;15:00;116
13.04.2020;16:00;120
13.04.2020;17:00;124
13.04.2020;18:00;128
13.04.2020;19:00;120
13.04.2020;20:00;125
13.04.2020;21:00;125
13.04.2020;22:00;124
13.04.2020;23:00;125
14.04.2020;00:00;130
14.04.2020;01:00;126
14.04.2020;02:00;118
14.04.2020;03:00;116
14.04.2020;04:00;116
14.04.2020;05:00;116
14.04.2020;06:00;146
14.04.2020;07:00;142
14.04.2020;08:00;151
14.04.2020;09:00;142
14.04.2020;10:00;121
14.04.2020;11:00;133
14.04.2020;12:00;128
14.04.2020;13:00;124
14.04.2020;14:00;126
14.04.2020;15:00;125
14.04.2020;16:00;124
14.04.2020;17:00;130
14.04.2020;18:00;155
14.04.2020;19:00;157
14.04.2020;20:00;149
14.04.2020;21:00;147
14.04.2020;22:00;146
14.04.2020;23:00;121
15.04.2020;00:00;118
15.04.2020;01:00;133
15.04.2020;02:00;132
15.04.2020;03:00;130
15.04.2020;04:00;147
15.04.2020;05:00;144
15.04.2020;06:00;150
15.04.2020;07:00;145
15.04.2020;08:00;142
15.04.2020;09:00;144
15.04.2020;10:00;144
15.04.2020;11:00;129
15.04.2020;12:00;126
15.04.2020;13:00;134
15.04.2020;14:00;129
15.04.2020;15:00;147
15.04.2020;16:00;144
15.04.2020;17:00;144
15.04.2020;18:00;146
15.04.2020;19:00;144
15.04.2020;20:00;143
15.04.2020;21:00;145
15.04.2020;22:00;145
15.04.2020;23:00;132
16.04.2020;00:00;134
16.04.2020;01:00;135
16.04.2020;02:00;135
16.04.2020;03:00;132
16.04.2020;04:00;138
16.04.2020;05:00;134
16.04.2020;06:00;137
16.04.2020;07:00;147
16.04.2020;08:00;159
16.04.2020;09:00;128
16.04.2020;10:00;119
16.04.2020;11:00;116
16.04.2020;12:00;118
16.04.2020;13:00;116
16.04.2020;14:00;116
16.04.2020;15:00;116
16.04.2020;16:00;128
16.04.2020;17:00;127
16.04.2020;18:00;148
16.04.2020;19:00;147
16.04.2020;20:00;144
16.04.2020;21:00;139
16.04.2020;22:00;142
16.04.2020;23:00;133
17.04.2020;00:00;132
17.04.2020;01:00;134
17.04.2020;02:00;134
17.04.2020;03:00;133
17.04.2020;04:00;132
17.04.2020;05:00;130
17.04.2020;06:00;141
17.04.2020;07:00;142
17.04.2020;08:00;153
17.04.2020;09:00;151
17.04.2020;10:00;151
17.04.2020;11:00;122
17.04.2020;12:00;122
17.04.2020;13:00;123
17.04.2020;14:00;122
17.04.2020;15:00;121
17.04.2020;16:00;121
17.04.2020;17:00;136
17.04.2020;18:00;156
17.04.2020;19:00;148
17.04.2020;20:00;148
17.04.2020;21:00;149
17.04.2020;22:00;149
17.04.2020;23:00;122
18.04.2020;00:00;126
18.04.2020;01:00;126
18.04.2020;02:00;126
18.04.2020;03:00;122
18.04.2020;04:00;124
18.04.2020;05:00;126
18.04.2020;06:00;128
18.04.2020;07:00;126
18.04.2020;08:00;127
18.04.2020;09:00;125
18.04.2020;10:00;122
18.04.2020;11:00;123
18.04.2020;12:00;123
18.04.2020;13:00;123
18.04.2020;14:00;121
18.04.2020;15:00;121
18.04.2020;16:00;125
18.04.2020;17:00;124
18.04.2020;18:00;124
18.04.2020;19:00;125
18.04.2020;20:00;120
18.04.2020;21:00;116
18.04.2020;22:00;117
18.04.2020;23:00;117
19.04.2020;00:00;116
19.04.2020;01:00;116
19.04.2020;02:00;116
19.04.2020;03:00;116
19.04.2020;04:00;116
19.04.2020;05:00;117
19.04.2020;06:00;118
19.04.2020;07:00;121
19.04.2020;08:00;122
19.04.2020;09:00;116
19.04.2020;10:00;116
19.04.2020;11:00;119
19.04.2020;12:00;118
19.04.2020;13:00;117
19.04.2020;14:00;116
19.04.2020;15:00;117
19.04.2020;16:00;118
19.04.2020;17:00;118
19.04.2020;18:00;126
19.04.2020;19:00;124
19.04.2020;20:00;123
19.04.2020;21:00;123
19.04.2020;22:00;122
19.04.2020;23:00;123
20.04.2020;00:00;120
20.04.2020;01:00;123
20.04.2020;02:00;123
20.04.2020;03:00;123
20.04.2020;04:00;123
20.04.2020;05:00;123
20.04.2020;06:00;123
20.04.2020;07:00;118
20.04.2020;08:00;120
20.04.2020;09:00;124
20.04.2020;10:00;124
20.04.2020;11:00;121
20.04.2020;12:00;118
20.04.2020;13:00;122
20.04.2020;14:00;126
20.04.2020;15:00;116
20.04.2020;16:00;116
20.04.2020;17:00;121
20.04.2020;18:00;122
20.04.2020;19:00;122
20.04.2020;20:00;120
20.04.2020;21:00;121
20.04.2020;22:00;123
20.04.2020;23:00;123
21.04.2020;00:00;122
21.04.2020;01:00;124
21.04.2020;02:00;122
21.04.2020;03:00;124
21.04.2020;04:00;123
21.04.2020;05:00;124
21.04.2020;06:00;131
21.04.2020;07:00;128
21.04.2020;08:00;120
21.04.2020;09:00;122
21.04.2020;10:00;122
21.04.2020;11:00;120
21.04.2020;12:00;120
21.04.2020;13:00;122
21.04.2020;14:00;121
21.04.2020;15:00;119
21.04.2020;16:00;118
21.04.2020;17:00;117
21.04.2020;18:00;117
21.04.2020;19:00;129
21.04.2020;20:00;129
21.04.2020;21:00;125
21.04.2020;22:00;126
21.04.2020;23:00;126
22.04.2020;00:00;124
22.04.2020;01:00;125
22.04.2020;02:00;125
22.04.2020;03:00;122
22.04.2020;04:00;123
22.04.2020;05:00;129
22.04.2020;06:00;127
22.04.2020;07:00;126
22.04.2020;08:00;122
22.04.2020;09:00;118
22.04.2020;10:00;124
22.04.2020;11:00;125
22.04.2020;12:00;123
22.04.2020;13:00;128
22.04.2020;14:00;127
22.04.2020;15:00;123
22.04.2020;16:00;120
22.04.2020;17:00;121
22.04.2020;18:00;124
22.04.2020;19:00;123
22.04.2020;20:00;124
22.04.2020;21:00;126
22.04.2020;22:00;126
22.04.2020;23:00;128
23.04.2020;00:00;129
23.04.2020;01:00;129
23.04.2020;02:00;126
23.04.2020;03:00;125
23.04.2020;04:00;123
23.04.2020;05:00;121
23.04.2020;06:00;158
23.04.2020;07:00;157
23.04.2020;08:00;156
23.04.2020;09:00;121
23.04.2020;10:00;121
23.04.2020;11:00;117
23.04.2020;12:00;123
23.04.2020;13:00;122
23.04.2020;14:00;120
23.04.2020;15:00;119
23.04.2020;16:00;122
23.04.2020;17:00;124
23.04.2020;18:00;142
23.04.2020;19:00;151
23.04.2020;20:00;157
23.04.2020;21:00;155
23.04.2020;22:00;155
23.04.2020;23:00;156
24.04.2020;00:00;133
24.04.2020;01:00;134
24.04.2020;02:00;133
24.04.2020;03:00;133
24.04.2020;04:00;134
24.04.2020;05:00;134
24.04.2020;06:00;146
24.04.2020;07:00;143
24.04.2020;08:00;145
24.04.2020;09:00;128
24.04.2020;10:00;129
24.04.2020;11:00;127
24.04.2020;12:00;129
24.04.2020;13:00;130
24.04.2020;14:00;128
24.04.2020;15:00;128
24.04.2020;16:00;130
24.04.2020;17:00;128
24.04.2020;18:00;129
24.04.2020;19:00;128
24.04.2020;20:00;128
24.04.2020;21:00;129
24.04.2020;22:00;131
24.04.2020;23:00;131
25.04.2020;00:00;131
25.04.2020;01:00;131
25.04.2020;02:00;131
25.04.2020;03:00;131
25.04.2020;04:00;131
25.04.2020;05:00;132
25.04.2020;06:00;133
25.04.2020;07:00;127
25.04.2020;08:00;127
25.04.2020;09:00;126
25.04.2020;10:00;126
25.04.2020;11:00;126
25.04.2020;12:00;127
25.04.2020;13:00;127
25.04.2020;14:00;124
25.04.2020;15:00;126
25.04.2020;16:00;126
25.04.2020;17:00;124
25.04.2020;18:00;125
25.04.2020;19:00;138
25.04.2020;20:00;140
25.04.2020;21:00;140
25.04.2020;22:00;139
25.04.2020;23:00;118
26.04.2020;00:00;120
26.04.2020;01:00;122
26.04.2020;02:00;125
26.04.2020;03:00;122
26.04.2020;04:00;123
26.04.2020;05:00;121
26.04.2020;06:00;119
26.04.2020;07:00;118
26.04.2020;08:00;121
26.04.2020;09:00;125
26.04.2020;10:00;124
26.04.2020;11:00;123
26.04.2020;12:00;120
26.04.2020;13:00;122
26.04.2020;14:00;124
26.04.2020;15:00;124
26.04.2020;16:00;122
26.04.2020;17:00;123
26.04.2020;18:00;124
26.04.2020;19:00;142
26.04.2020;20:00;143
26.04.2020;21:00;145
26.04.2020;22:00;145
26.04.2020;23:00;124
27.04.2020;00:00;118
27.04.2020;01:00;122
27.04.2020;02:00;127
27.04.2020;03:00;125
27.04.2020;04:00;125
27.04.2020;05:00;126
27.04.2020;06:00;131
27.04.2020;07:00;147
27.04.2020;08:00;126
27.04.2020;09:00;130
27.04.2020;10:00;126
27.04.2020;11:00;120
27.04.2020;12:00;125
27.04.2020;13:00;123
27.04.2020;14:00;124
27.04.2020;15:00;122
27.04.2020;16:00;123
27.04.2020;17:00;125
27.04.2020;18:00;138
27.04.2020;19:00;140
27.04.2020;20:00;149
27.04.2020;21:00;142
27.04.2020;22:00;143
27.04.2020;23:00;120
28.04.2020;00:00;121
28.04.2020;01:00;117
28.04.2020;02:00;124
28.04.2020;03:00;124
28.04.2020;04:00;130
28.04.2020;05:00;131
28.04.2020;06:00;128
28.04.2020;07:00;122
28.04.2020;08:00;122
28.04.2020;09:00;127
28.04.2020;10:00;123
28.04.2020;11:00;124
28.04.2020;12:00;126
28.04.2020;13:00;128
28.04.2020;14:00;125
28.04.2020;15:00;125
28.04.2020;16:00;125
28.04.2020;17:00;121
28.04.2020;18:00;136
28.04.2020;19:00;147
28.04.2020;20:00;146
28.04.2020;21:00;147
28.04.2020;22:00;134
28.04.2020;23:00;133
29.04.2020;00:00;126
29.04.2020;01:00;119
29.04.2020;02:00;120
29.04.2020;03:00;117
29.04.2020;04:00;116
29.04.2020;05:00;117
29.04.2020;06:00;131
29.04.2020;07:00;131
29.04.2020;08:00;141
29.04.2020;09:00;141
29.04.2020;10:00;131
29.04.2020;11:00;130
29.04.2020;12:00;119
29.04.2020;13:00;118
29.04.2020;14:00;118
29.04.2020;15:00;116
29.04.2020;16:00;117
29.04.2020;17:00;117
29.04.2020;18:00;117
29.04.2020;19:00;118
29.04.2020;20:00;116
29.04.2020;21:00;117
29.04.2020;22:00;117
29.04.2020;23:00;116
30.04.2020;00:00;116
30.04.2020;01:00;117
30.04.2020;02:00;118
30.04.2020;03:00;120
30.04.2020;04:00;119
30.04.2020;05:00;119
30.04.2020;06:00;127
30.04.2020;07:00;124
30.04.2020;08:00;124
30.04.2020;09:00;123
30.04.2020;10:00;124
30.04.2020;11:00;126
30.04.2020;12:00;124
30.04.2020;13:00;122
30.04.2020;14:00;123
30.04.2020;15:00;119
30.04.2020;16:00;123
30.04.2020;17:00;126
30.04.2020;18:00;134
30.04.2020;19:00;147
30.04.2020;20:00;146
30.04.2020;21:00;151
30.04.2020;22:00;122
30.04.2020;23:00;125
