Datum;Uhrzeit;Generation_DE Block2[MW];Generation_DE Block1[MW]
25.04.2020;21:00;50;0
25.04.2020;22:00;51;0
25.04.2020;23:00;50;0
26.04.2020;00:00;50;0
26.04.2020;01:00;50;0
26.04.2020;02:00;50;0
26.04.2020;03:00;51;0
26.04.2020;04:00;51;0
26.04.2020;05:00;50;0
26.04.2020;06:00;49;0
26.04.2020;07:00;49;0
26.04.2020;08:00;48;0
26.04.2020;09:00;48;0
26.04.2020;10:00;50;0
26.04.2020;11:00;50;0
26.04.2020;12:00;51;0
26.04.2020;13:00;51;0
26.04.2020;14:00;51;0
26.04.2020;15:00;51;0
26.04.2020;16:00;51;0
26.04.2020;17:00;52;0
26.04.2020;18:00;51;0
26.04.2020;19:00;50;0
26.04.2020;20:00;49;0
26.04.2020;21:00;50;0
26.04.2020;22:00;50;0
26.04.2020;23:00;50;0
27.04.2020;00:00;50;0
27.04.2020;01:00;49;0
27.04.2020;02:00;50;0
27.04.2020;03:00;50;0
27.04.2020;04:00;50;0
27.04.2020;05:00;50;0
27.04.2020;06:00;50;0
27.04.2020;07:00;50;0
27.04.2020;08:00;50;0
27.04.2020;09:00;51;0
27.04.2020;10:00;51;0
27.04.2020;11:00;50;0
27.04.2020;12:00;50;0
27.04.2020;13:00;51;0
27.04.2020;14:00;52;0
27.04.2020;15:00;50;0
27.04.2020;16:00;50;0
27.04.2020;17:00;51;0
27.04.2020;18:00;51;0
27.04.2020;19:00;63;0
27.04.2020;20:00;106;0
27.04.2020;21:00;88;0
27.04.2020;22:00;70;0
27.04.2020;23:00;53;0
28.04.2020;00:00;50;0
28.04.2020;01:00;50;0
28.04.2020;02:00;51;0
28.04.2020;03:00;50;0
28.04.2020;04:00;49;0
28.04.2020;05:00;48;0
28.04.2020;06:00;48;0
28.04.2020;07:00;49;0
28.04.2020;08:00;49;0
28.04.2020;09:00;55;0
28.04.2020;10:00;64;0
28.04.2020;11:00;65;0
28.04.2020;12:00;65;0
28.04.2020;13:00;64;0
28.04.2020;14:00;65;0
28.04.2020;15:00;65;0
28.04.2020;16:00;65;0
28.04.2020;17:00;87;0
28.04.2020;18:00;80;0
28.04.2020;19:00;89;0
28.04.2020;20:00;89;0
28.04.2020;21:00;68;0
28.04.2020;22:00;51;0
28.04.2020;23:00;51;0
29.04.2020;00:00;51;0
29.04.2020;01:00;50;0
29.04.2020;02:00;49;0
29.04.2020;03:00;50;0
29.04.2020;04:00;50;0
29.04.2020;05:00;50;0
29.04.2020;06:00;49;0
29.04.2020;07:00;57;0
29.04.2020;08:00;85;0
29.04.2020;09:00;90;0
29.04.2020;10:00;69;0
29.04.2020;11:00;66;0
29.04.2020;12:00;66;0
29.04.2020;13:00;66;0
29.04.2020;14:00;66;0
29.04.2020;15:00;66;0
29.04.2020;16:00;53;0
29.04.2020;17:00;51;0
29.04.2020;18:00;51;0
29.04.2020;19:00;50;0
29.04.2020;20:00;50;0
29.04.2020;21:00;49;0
29.04.2020;22:00;51;0
29.04.2020;23:00;51;0
30.04.2020;00:00;50;0
30.04.2020;01:00;51;0
30.04.2020;02:00;50;0
30.04.2020;03:00;49;0
30.04.2020;04:00;48;0
30.04.2020;05:00;50;0
30.04.2020;06:00;64;0
30.04.2020;07:00;51;0
30.04.2020;08:00;51;0
30.04.2020;09:00;50;0
30.04.2020;10:00;50;0
30.04.2020;11:00;50;0
30.04.2020;12:00;51;0
30.04.2020;13:00;51;0
30.04.2020;14:00;51;0
30.04.2020;15:00;51;0
30.04.2020;16:00;51;0
30.04.2020;17:00;51;0
30.04.2020;18:00;51;0
30.04.2020;19:00;51;0
30.04.2020;20:00;50;0
30.04.2020;21:00;49;0
30.04.2020;22:00;49;0
30.04.2020;23:00;51;0
