Datum;Uhrzeit;Generation_DE Gas-und-Dampfturbinen Mitte[MW]
29.03.2020;16:00;136
29.03.2020;17:00;136
29.03.2020;18:00;218
29.03.2020;19:00;364
29.03.2020;20:00;384
29.03.2020;21:00;422
29.03.2020;22:00;422
29.03.2020;23:00;422
30.03.2020;00:00;422
30.03.2020;01:00;422
30.03.2020;02:00;422
30.03.2020;03:00;422
30.03.2020;04:00;422
30.03.2020;05:00;424
30.03.2020;06:00;439
30.03.2020;07:00;439
30.03.2020;08:00;437
30.03.2020;09:00;436
30.03.2020;10:00;398
30.03.2020;11:00;383
30.03.2020;12:00;331
30.03.2020;13:00;324
30.03.2020;14:00;353
30.03.2020;15:00;426
30.03.2020;16:00;426
30.03.2020;17:00;427
30.03.2020;18:00;427
30.03.2020;19:00;427
30.03.2020;20:00;427
30.03.2020;21:00;409
30.03.2020;22:00;400
30.03.2020;23:00;416
31.03.2020;00:00;379
31.03.2020;01:00;378
31.03.2020;02:00;378
31.03.2020;03:00;378
31.03.2020;04:00;383
31.03.2020;05:00;432
31.03.2020;06:00;435
31.03.2020;07:00;436
31.03.2020;08:00;435
31.03.2020;09:00;435
31.03.2020;10:00;435
31.03.2020;11:00;389
31.03.2020;12:00;338
31.03.2020;13:00;329
31.03.2020;14:00;329
31.03.2020;15:00;337
31.03.2020;16:00;397
31.03.2020;17:00;397
31.03.2020;18:00;421
31.03.2020;19:00;431
31.03.2020;20:00;432
31.03.2020;21:00;433
31.03.2020;22:00;432
31.03.2020;23:00;403
01.04.2020;00:00;378
01.04.2020;01:00;378
01.04.2020;02:00;378
01.04.2020;03:00;378
01.04.2020;04:00;401
01.04.2020;05:00;437
01.04.2020;06:00;446
01.04.2020;07:00;444
01.04.2020;08:00;444
01.04.2020;09:00;432
01.04.2020;10:00;383
01.04.2020;11:00;328
01.04.2020;12:00;250
01.04.2020;13:00;201
01.04.2020;14:00;201
01.04.2020;15:00;201
01.04.2020;16:00;246
01.04.2020;17:00;251
01.04.2020;18:00;250
01.04.2020;19:00;289
01.04.2020;20:00;339
01.04.2020;21:00;344
01.04.2020;22:00;309
01.04.2020;23:00;285
02.04.2020;00:00;271
02.04.2020;01:00;271
02.04.2020;02:00;261
02.04.2020;03:00;261
02.04.2020;04:00;282
02.04.2020;05:00;328
02.04.2020;06:00;376
02.04.2020;07:00;407
02.04.2020;08:00;406
02.04.2020;09:00;406
02.04.2020;10:00;406
02.04.2020;11:00;387
02.04.2020;12:00;350
02.04.2020;13:00;348
02.04.2020;14:00;348
02.04.2020;15:00;337
02.04.2020;16:00;329
02.04.2020;17:00;332
02.04.2020;18:00;354
02.04.2020;19:00;353
02.04.2020;20:00;400
02.04.2020;21:00;403
02.04.2020;22:00;403
02.04.2020;23:00;327
03.04.2020;00:00;284
03.04.2020;01:00;264
03.04.2020;02:00;251
03.04.2020;03:00;250
03.04.2020;04:00;257
03.04.2020;05:00;315
03.04.2020;06:00;344
03.04.2020;07:00;365
03.04.2020;08:00;402
03.04.2020;09:00;402
03.04.2020;10:00;402
03.04.2020;11:00;401
03.04.2020;12:00;363
03.04.2020;13:00;305
03.04.2020;14:00;289
03.04.2020;15:00;274
03.04.2020;16:00;246
03.04.2020;17:00;246
03.04.2020;18:00;246
03.04.2020;19:00;337
03.04.2020;20:00;399
03.04.2020;21:00;364
03.04.2020;22:00;377
03.04.2020;23:00;341
04.04.2020;00:00;291
04.04.2020;01:00;266
04.04.2020;02:00;233
04.04.2020;03:00;236
04.04.2020;04:00;236
04.04.2020;05:00;265
04.04.2020;06:00;275
04.04.2020;07:00;344
04.04.2020;08:00;372
04.04.2020;09:00;370
04.04.2020;10:00;260
04.04.2020;11:00;171
04.04.2020;12:00;125
04.04.2020;13:00;63
04.04.2020;14:00;146
04.04.2020;15:00;161
04.04.2020;16:00;163
04.04.2020;17:00;224
04.04.2020;18:00;230
04.04.2020;19:00;230
04.04.2020;20:00;229
04.04.2020;21:00;229
04.04.2020;22:00;222
04.04.2020;23:00;211
05.04.2020;00:00;210
05.04.2020;01:00;211
05.04.2020;02:00;176
05.04.2020;03:00;110
05.04.2020;04:00;65
05.04.2020;05:00;56
05.04.2020;06:00;64
05.04.2020;07:00;65
05.04.2020;08:00;65
05.04.2020;09:00;66
05.04.2020;10:00;66
05.04.2020;11:00;66
05.04.2020;12:00;66
05.04.2020;13:00;66
05.04.2020;14:00;66
05.04.2020;15:00;66
05.04.2020;16:00;66
05.04.2020;17:00;66
05.04.2020;18:00;67
05.04.2020;19:00;110
05.04.2020;20:00;202
05.04.2020;21:00;213
05.04.2020;22:00;132
05.04.2020;23:00;74
06.04.2020;00:00;144
06.04.2020;01:00;158
06.04.2020;02:00;151
06.04.2020;03:00;151
06.04.2020;04:00;153
06.04.2020;05:00;199
06.04.2020;06:00;210
06.04.2020;07:00;210
06.04.2020;08:00;210
06.04.2020;09:00;207
06.04.2020;10:00;162
06.04.2020;11:00;139
06.04.2020;12:00;131
06.04.2020;13:00;131
06.04.2020;14:00;131
06.04.2020;15:00;104
06.04.2020;16:00;101
06.04.2020;17:00;101
06.04.2020;18:00;101
06.04.2020;19:00;101
06.04.2020;20:00;129
06.04.2020;21:00;131
06.04.2020;22:00;132
06.04.2020;23:00;162
07.04.2020;00:00;186
07.04.2020;01:00;186
07.04.2020;02:00;205
07.04.2020;03:00;205
07.04.2020;04:00;206
07.04.2020;05:00;221
07.04.2020;06:00;225
07.04.2020;07:00;225
07.04.2020;08:00;224
07.04.2020;09:00;224
07.04.2020;10:00;220
07.04.2020;11:00;195
07.04.2020;12:00;170
07.04.2020;13:00;132
07.04.2020;14:00;126
07.04.2020;15:00;111
07.04.2020;16:00;82
07.04.2020;17:00;81
07.04.2020;18:00;81
07.04.2020;19:00;83
07.04.2020;20:00;129
07.04.2020;21:00;131
07.04.2020;22:00;134
07.04.2020;23:00;184
08.04.2020;00:00;188
08.04.2020;01:00;205
08.04.2020;02:00;205
08.04.2020;03:00;205
08.04.2020;04:00;220
08.04.2020;05:00;220
08.04.2020;06:00;220
08.04.2020;07:00;220
08.04.2020;08:00;220
08.04.2020;09:00;221
08.04.2020;10:00;219
08.04.2020;11:00;175
08.04.2020;12:00;144
08.04.2020;13:00;123
08.04.2020;14:00;111
08.04.2020;15:00;79
08.04.2020;16:00;62
08.04.2020;17:00;61
08.04.2020;18:00;62
08.04.2020;19:00;61
08.04.2020;20:00;78
08.04.2020;21:00;83
08.04.2020;22:00;116
08.04.2020;23:00;116
09.04.2020;00:00;116
09.04.2020;01:00;94
09.04.2020;02:00;81
09.04.2020;03:00;82
09.04.2020;04:00;110
09.04.2020;05:00;139
09.04.2020;06:00;183
09.04.2020;07:00;224
09.04.2020;08:00;225
09.04.2020;09:00;223
09.04.2020;10:00;184
09.04.2020;11:00;153
09.04.2020;12:00;151
09.04.2020;13:00;151
09.04.2020;14:00;147
09.04.2020;15:00;141
09.04.2020;16:00;141
09.04.2020;17:00;141
09.04.2020;18:00;141
09.04.2020;19:00;141
09.04.2020;20:00;150
09.04.2020;21:00;166
09.04.2020;22:00;166
09.04.2020;23:00;194
10.04.2020;00:00;200
10.04.2020;01:00;201
10.04.2020;02:00;202
10.04.2020;03:00;220
10.04.2020;04:00;220
10.04.2020;05:00;220
10.04.2020;06:00;220
10.04.2020;07:00;220
10.04.2020;08:00;220
10.04.2020;09:00;220
10.04.2020;10:00;185
10.04.2020;11:00;170
10.04.2020;12:00;159
10.04.2020;13:00;151
10.04.2020;14:00;137
10.04.2020;15:00;133
10.04.2020;16:00;106
10.04.2020;17:00;107
10.04.2020;18:00;106
10.04.2020;19:00;106
10.04.2020;20:00;106
10.04.2020;21:00;106
10.04.2020;22:00;119
10.04.2020;23:00;166
11.04.2020;00:00;173
11.04.2020;01:00;220
11.04.2020;02:00;220
11.04.2020;03:00;220
11.04.2020;04:00;220
11.04.2020;05:00;220
11.04.2020;06:00;220
11.04.2020;07:00;220
11.04.2020;08:00;220
11.04.2020;09:00;220
11.04.2020;10:00;220
11.04.2020;11:00;220
11.04.2020;12:00;215
11.04.2020;13:00;101
11.04.2020;14:00;61
11.04.2020;15:00;62
11.04.2020;16:00;62
11.04.2020;17:00;61
11.04.2020;18:00;62
11.04.2020;19:00;62
11.04.2020;20:00;62
11.04.2020;21:00;62
11.04.2020;22:00;69
11.04.2020;23:00;147
12.04.2020;00:00;151
12.04.2020;01:00;166
12.04.2020;02:00;171
12.04.2020;03:00;173
12.04.2020;04:00;208
12.04.2020;05:00;220
12.04.2020;06:00;211
12.04.2020;07:00;195
12.04.2020;08:00;141
12.04.2020;09:00;119
12.04.2020;10:00;73
12.04.2020;11:00;67
12.04.2020;12:00;67
12.04.2020;13:00;67
12.04.2020;14:00;67
12.04.2020;15:00;59
12.04.2020;16:00;56
12.04.2020;17:00;56
12.04.2020;18:00;56
12.04.2020;19:00;56
12.04.2020;20:00;55
12.04.2020;21:00;55
12.04.2020;22:00;55
12.04.2020;23:00;55
13.04.2020;00:00;56
13.04.2020;01:00;55
13.04.2020;02:00;56
13.04.2020;03:00;56
13.04.2020;04:00;56
13.04.2020;05:00;56
13.04.2020;06:00;54
13.04.2020;07:00;54
13.04.2020;08:00;54
13.04.2020;09:00;54
13.04.2020;10:00;54
13.04.2020;11:00;54
13.04.2020;12:00;54
13.04.2020;13:00;54
13.04.2020;14:00;54
13.04.2020;15:00;72
13.04.2020;16:00;74
13.04.2020;17:00;86
13.04.2020;18:00;143
13.04.2020;19:00;143
13.04.2020;20:00;103
13.04.2020;21:00;89
13.04.2020;22:00;101
13.04.2020;23:00;60
14.04.2020;00:00;56
14.04.2020;01:00;65
14.04.2020;02:00;76
14.04.2020;03:00;77
14.04.2020;04:00;90
14.04.2020;05:00;212
14.04.2020;06:00;233
14.04.2020;07:00;233
14.04.2020;08:00;230
14.04.2020;09:00;230
14.04.2020;10:00;228
14.04.2020;11:00;192
14.04.2020;12:00;191
14.04.2020;13:00;218
14.04.2020;14:00;229
14.04.2020;15:00;230
14.04.2020;16:00;229
14.04.2020;17:00;229
14.04.2020;18:00;230
14.04.2020;19:00;230
14.04.2020;20:00;231
14.04.2020;21:00;232
14.04.2020;22:00;232
14.04.2020;23:00;224
15.04.2020;00:00;224
15.04.2020;01:00;224
15.04.2020;02:00;224
15.04.2020;03:00;227
15.04.2020;04:00;234
15.04.2020;05:00;232
15.04.2020;06:00;229
15.04.2020;07:00;221
15.04.2020;08:00;220
15.04.2020;09:00;220
15.04.2020;10:00;220
15.04.2020;11:00;220
15.04.2020;12:00;219
15.04.2020;13:00;205
15.04.2020;14:00;197
15.04.2020;15:00;196
15.04.2020;16:00;196
15.04.2020;17:00;196
15.04.2020;18:00;200
15.04.2020;19:00;220
15.04.2020;20:00;220
15.04.2020;21:00;217
15.04.2020;22:00;181
15.04.2020;23:00;176
16.04.2020;00:00;143
16.04.2020;01:00;158
16.04.2020;02:00;161
16.04.2020;03:00;202
16.04.2020;04:00;229
16.04.2020;05:00;229
16.04.2020;06:00;230
16.04.2020;07:00;229
16.04.2020;08:00;223
16.04.2020;09:00;220
16.04.2020;10:00;208
16.04.2020;11:00;190
16.04.2020;12:00;162
16.04.2020;13:00;159
16.04.2020;14:00;122
16.04.2020;15:00;122
16.04.2020;16:00;121
16.04.2020;17:00;121
16.04.2020;18:00;121
16.04.2020;19:00;122
16.04.2020;20:00;156
16.04.2020;21:00;104
16.04.2020;22:00;101
16.04.2020;23:00;101
17.04.2020;00:00;88
17.04.2020;01:00;86
17.04.2020;02:00;86
17.04.2020;03:00;95
17.04.2020;04:00;158
17.04.2020;05:00;187
17.04.2020;06:00;215
17.04.2020;07:00;215
17.04.2020;08:00;215
17.04.2020;09:00;215
17.04.2020;10:00;215
17.04.2020;11:00;194
17.04.2020;12:00;166
17.04.2020;13:00;166
17.04.2020;14:00;166
17.04.2020;15:00;165
17.04.2020;16:00;110
17.04.2020;17:00;106
17.04.2020;18:00;106
17.04.2020;19:00;107
17.04.2020;20:00;131
17.04.2020;21:00;131
17.04.2020;22:00;131
17.04.2020;23:00;134
18.04.2020;00:00;180
18.04.2020;01:00;202
18.04.2020;02:00;222
18.04.2020;03:00;231
18.04.2020;04:00;232
18.04.2020;05:00;233
18.04.2020;06:00;234
18.04.2020;07:00;233
18.04.2020;08:00;230
18.04.2020;09:00;220
18.04.2020;10:00;204
18.04.2020;11:00;171
18.04.2020;12:00;158
18.04.2020;13:00;136
18.04.2020;14:00;136
18.04.2020;15:00;136
18.04.2020;16:00;134
18.04.2020;17:00;106
18.04.2020;18:00;106
18.04.2020;19:00;108
18.04.2020;20:00;136
18.04.2020;21:00;136
18.04.2020;22:00;166
18.04.2020;23:00;205
19.04.2020;00:00;170
19.04.2020;01:00;85
19.04.2020;02:00;85
19.04.2020;03:00;97
19.04.2020;04:00;124
19.04.2020;05:00;94
19.04.2020;06:00;48
19.04.2020;07:00;49
19.04.2020;08:00;49
19.04.2020;09:00;49
19.04.2020;10:00;49
19.04.2020;11:00;83
19.04.2020;12:00;49
19.04.2020;13:00;49
19.04.2020;14:00;49
19.04.2020;15:00;50
19.04.2020;16:00;49
19.04.2020;17:00;67
19.04.2020;18:00;152
19.04.2020;19:00;137
19.04.2020;20:00;132
19.04.2020;21:00;126
19.04.2020;22:00;66
19.04.2020;23:00;55
20.04.2020;00:00;52
20.04.2020;01:00;92
20.04.2020;02:00;107
20.04.2020;03:00;62
20.04.2020;04:00;68
20.04.2020;05:00;197
20.04.2020;06:00;231
20.04.2020;07:00;232
20.04.2020;08:00;232
20.04.2020;09:00;231
20.04.2020;10:00;228
20.04.2020;11:00;199
20.04.2020;12:00;128
20.04.2020;13:00;71
20.04.2020;14:00;49
20.04.2020;15:00;48
20.04.2020;16:00;48
20.04.2020;17:00;48
20.04.2020;18:00;48
20.04.2020;19:00;48
20.04.2020;20:00;48
20.04.2020;21:00;48
20.04.2020;22:00;48
20.04.2020;23:00;49
21.04.2020;00:00;50
21.04.2020;01:00;50
21.04.2020;02:00;50
21.04.2020;03:00;50
21.04.2020;04:00;50
21.04.2020;05:00;51
21.04.2020;06:00;50
21.04.2020;07:00;55
21.04.2020;08:00;66
21.04.2020;09:00;66
21.04.2020;10:00;51
21.04.2020;11:00;51
21.04.2020;12:00;51
21.04.2020;13:00;51
21.04.2020;14:00;51
21.04.2020;15:00;51
21.04.2020;16:00;51
21.04.2020;17:00;56
21.04.2020;18:00;127
21.04.2020;19:00;131
21.04.2020;20:00;131
21.04.2020;21:00;131
21.04.2020;22:00;131
21.04.2020;23:00;131
22.04.2020;00:00;63
22.04.2020;01:00;51
22.04.2020;02:00;51
22.04.2020;03:00;52
22.04.2020;04:00;52
22.04.2020;05:00;86
22.04.2020;06:00;194
22.04.2020;07:00;201
22.04.2020;08:00;200
22.04.2020;09:00;196
22.04.2020;10:00;85
22.04.2020;11:00;55
22.04.2020;12:00;52
22.04.2020;13:00;52
22.04.2020;14:00;52
22.04.2020;15:00;62
22.04.2020;16:00;89
22.04.2020;17:00;131
22.04.2020;18:00;107
22.04.2020;19:00;104
22.04.2020;20:00;101
22.04.2020;21:00;101
22.04.2020;22:00;101
22.04.2020;23:00;101
23.04.2020;00:00;92
23.04.2020;01:00;91
23.04.2020;02:00;93
23.04.2020;03:00;93
23.04.2020;04:00;94
23.04.2020;05:00;152
23.04.2020;06:00;187
23.04.2020;07:00;197
23.04.2020;08:00;201
23.04.2020;09:00;172
23.04.2020;10:00;130
23.04.2020;11:00;81
23.04.2020;12:00;75
23.04.2020;13:00;67
23.04.2020;14:00;53
23.04.2020;15:00;53
23.04.2020;16:00;52
23.04.2020;17:00;52
23.04.2020;18:00;52
23.04.2020;19:00;52
23.04.2020;20:00;52
23.04.2020;21:00;52
23.04.2020;22:00;52
23.04.2020;23:00;52
24.04.2020;00:00;52
24.04.2020;01:00;52
24.04.2020;02:00;53
24.04.2020;03:00;76
24.04.2020;04:00;128
24.04.2020;05:00;132
24.04.2020;06:00;165
24.04.2020;07:00;166
24.04.2020;08:00;166
24.04.2020;09:00;147
24.04.2020;10:00;146
24.04.2020;11:00;132
24.04.2020;12:00;95
24.04.2020;13:00;65
24.04.2020;14:00;52
24.04.2020;15:00;52
24.04.2020;16:00;52
24.04.2020;17:00;52
24.04.2020;18:00;52
24.04.2020;19:00;52
24.04.2020;20:00;52
24.04.2020;21:00;52
24.04.2020;22:00;51
24.04.2020;23:00;52
25.04.2020;00:00;58
25.04.2020;01:00;71
25.04.2020;02:00;77
25.04.2020;03:00;153
25.04.2020;04:00;201
25.04.2020;05:00;225
25.04.2020;06:00;225
25.04.2020;07:00;220
25.04.2020;08:00;215
25.04.2020;09:00;215
25.04.2020;10:00;206
25.04.2020;11:00;191
25.04.2020;12:00;185
25.04.2020;13:00;177
25.04.2020;14:00;168
25.04.2020;15:00;153
25.04.2020;16:00;151
25.04.2020;17:00;151
25.04.2020;18:00;151
25.04.2020;19:00;151
25.04.2020;20:00;151
25.04.2020;21:00;152
25.04.2020;22:00;156
25.04.2020;23:00;156
26.04.2020;00:00;156
26.04.2020;01:00;147
26.04.2020;02:00;146
26.04.2020;03:00;147
26.04.2020;04:00;175
26.04.2020;05:00;195
26.04.2020;06:00;208
26.04.2020;07:00;225
26.04.2020;08:00;223
26.04.2020;09:00;201
26.04.2020;10:00;200
26.04.2020;11:00;166
26.04.2020;12:00;139
26.04.2020;13:00;125
26.04.2020;14:00;73
26.04.2020;15:00;63
26.04.2020;16:00;64
26.04.2020;17:00;123
26.04.2020;18:00;126
26.04.2020;19:00;126
26.04.2020;20:00;126
26.04.2020;21:00;126
26.04.2020;22:00;126
26.04.2020;23:00;126
27.04.2020;00:00;126
27.04.2020;01:00;126
27.04.2020;02:00;131
27.04.2020;03:00;160
27.04.2020;04:00;218
27.04.2020;05:00;227
27.04.2020;06:00;222
27.04.2020;07:00;220
27.04.2020;08:00;208
27.04.2020;09:00;196
27.04.2020;10:00;162
27.04.2020;11:00;129
27.04.2020;12:00;100
27.04.2020;13:00;82
27.04.2020;14:00;81
27.04.2020;15:00;78
27.04.2020;16:00;67
27.04.2020;17:00;67
27.04.2020;18:00;67
27.04.2020;19:00;67
27.04.2020;20:00;67
27.04.2020;21:00;66
27.04.2020;22:00;59
27.04.2020;23:00;59
28.04.2020;00:00;59
28.04.2020;01:00;59
28.04.2020;02:00;61
28.04.2020;03:00;63
28.04.2020;04:00;67
28.04.2020;05:00;83
28.04.2020;06:00;93
28.04.2020;07:00;76
28.04.2020;08:00;73
28.04.2020;09:00;79
28.04.2020;10:00;74
28.04.2020;11:00;73
28.04.2020;12:00;62
28.04.2020;13:00;56
28.04.2020;14:00;54
28.04.2020;15:00;57
28.04.2020;16:00;57
28.04.2020;17:00;57
28.04.2020;18:00;57
28.04.2020;19:00;57
28.04.2020;20:00;58
28.04.2020;21:00;57
28.04.2020;22:00;54
28.04.2020;23:00;54
29.04.2020;00:00;54
29.04.2020;01:00;58
29.04.2020;02:00;75
29.04.2020;03:00;78
29.04.2020;04:00;111
29.04.2020;05:00;162
29.04.2020;06:00;209
29.04.2020;07:00;211
29.04.2020;08:00;211
29.04.2020;09:00;211
29.04.2020;10:00;211
29.04.2020;11:00;211
29.04.2020;12:00;198
29.04.2020;13:00;211
29.04.2020;14:00;211
29.04.2020;15:00;210
29.04.2020;16:00;210
29.04.2020;17:00;210
29.04.2020;18:00;210
29.04.2020;19:00;210
29.04.2020;20:00;210
29.04.2020;21:00;209
29.04.2020;22:00;147
29.04.2020;23:00;103
30.04.2020;00:00;57
30.04.2020;01:00;81
30.04.2020;02:00;82
30.04.2020;03:00;86
30.04.2020;04:00;102
30.04.2020;05:00;102
30.04.2020;06:00;118
30.04.2020;07:00;126
30.04.2020;08:00;127
30.04.2020;09:00;127
30.04.2020;10:00;126
30.04.2020;11:00;126
30.04.2020;12:00;127
30.04.2020;13:00;127
30.04.2020;14:00;135
30.04.2020;15:00;146
30.04.2020;16:00;147
30.04.2020;17:00;132
30.04.2020;18:00;114
30.04.2020;19:00;97
30.04.2020;20:00;97
30.04.2020;21:00;97
30.04.2020;22:00;97
30.04.2020;23:00;97
