Datum,Uhrzeit,Generation_DE Reuter West D[MW],Generation_DE Reuter West E[MW]
08.02.2020,18:00,115,152
08.02.2020,19:00,115,142
08.02.2020,20:00,115,142
08.02.2020,21:00,115,142
08.02.2020,22:00,116,142
08.02.2020,23:00,116,142
09.02.2020,00:00,116,142
09.02.2020,01:00,116,142
09.02.2020,02:00,115,143
09.02.2020,03:00,116,146
09.02.2020,04:00,116,145
09.02.2020,05:00,116,146
09.02.2020,06:00,115,143
09.02.2020,07:00,116,141
09.02.2020,08:00,116,141
09.02.2020,09:00,116,141
09.02.2020,10:00,116,141
09.02.2020,11:00,114,129
09.02.2020,12:00,103,108
09.02.2020,13:00,103,110
09.02.2020,14:00,103,111
09.02.2020,15:00,103,110
09.02.2020,16:00,103,109
09.02.2020,17:00,103,109
09.02.2020,18:00,103,109
09.02.2020,19:00,103,108
09.02.2020,20:00,103,109
09.02.2020,21:00,103,109
09.02.2020,22:00,104,109
09.02.2020,23:00,104,110
10.02.2020,00:00,104,108
10.02.2020,01:00,104,109
10.02.2020,02:00,104,108
10.02.2020,03:00,104,112
10.02.2020,04:00,104,109
10.02.2020,05:00,104,109
10.02.2020,06:00,104,109
10.02.2020,07:00,104,109
10.02.2020,08:00,104,109
10.02.2020,09:00,104,109
10.02.2020,10:00,104,109
10.02.2020,11:00,104,109
10.02.2020,12:00,104,109
10.02.2020,13:00,104,108
10.02.2020,14:00,104,109
10.02.2020,15:00,104,111
10.02.2020,16:00,104,108
10.02.2020,17:00,104,108
10.02.2020,18:00,104,110
10.02.2020,19:00,103,108
10.02.2020,20:00,103,109
10.02.2020,21:00,103,108
10.02.2020,22:00,104,108
10.02.2020,23:00,104,108
11.02.2020,00:00,103,132
11.02.2020,01:00,103,158
11.02.2020,02:00,104,158
11.02.2020,03:00,104,158
11.02.2020,04:00,104,158
11.02.2020,05:00,105,166
11.02.2020,06:00,104,201
11.02.2020,07:00,104,207
11.02.2020,08:00,105,241
11.02.2020,09:00,103,251
11.02.2020,10:00,103,252
11.02.2020,11:00,104,250
11.02.2020,12:00,104,250
11.02.2020,13:00,103,250
11.02.2020,14:00,103,219
11.02.2020,15:00,103,205
11.02.2020,16:00,103,204
11.02.2020,17:00,105,200
11.02.2020,18:00,103,200
11.02.2020,19:00,103,200
11.02.2020,20:00,103,159
11.02.2020,21:00,104,151
11.02.2020,22:00,104,153
11.02.2020,23:00,103,155
12.02.2020,00:00,103,154
12.02.2020,01:00,105,155
12.02.2020,02:00,103,155
12.02.2020,03:00,103,155
12.02.2020,04:00,103,155
12.02.2020,05:00,104,155
12.02.2020,06:00,104,187
12.02.2020,07:00,103,205
12.02.2020,08:00,104,206
12.02.2020,09:00,103,209
12.02.2020,10:00,103,209
12.02.2020,11:00,103,209
12.02.2020,12:00,103,216
12.02.2020,13:00,103,221
12.02.2020,14:00,103,221
12.02.2020,15:00,103,221
12.02.2020,16:00,103,205
12.02.2020,17:00,103,205
12.02.2020,18:00,103,205
12.02.2020,19:00,103,205
12.02.2020,20:00,104,166
12.02.2020,21:00,104,150
12.02.2020,22:00,103,147
12.02.2020,23:00,103,146
13.02.2020,00:00,103,148
13.02.2020,01:00,103,146
13.02.2020,02:00,104,146
13.02.2020,03:00,103,146
13.02.2020,04:00,104,146
13.02.2020,05:00,104,146
13.02.2020,06:00,104,146
13.02.2020,07:00,104,138
13.02.2020,08:00,104,98
13.02.2020,09:00,104,89
13.02.2020,10:00,104,89
13.02.2020,11:00,104,89
13.02.2020,12:00,104,94
13.02.2020,13:00,106,102
13.02.2020,14:00,105,102
13.02.2020,15:00,105,102
13.02.2020,16:00,105,109
13.02.2020,17:00,105,111
13.02.2020,18:00,103,132
13.02.2020,19:00,106,206
13.02.2020,20:00,104,211
13.02.2020,21:00,105,174
13.02.2020,22:00,105,154
13.02.2020,23:00,105,154
14.02.2020,00:00,103,154
14.02.2020,01:00,106,154
14.02.2020,02:00,106,154
14.02.2020,03:00,105,154
14.02.2020,04:00,104,154
14.02.2020,05:00,106,154
14.02.2020,06:00,105,174
14.02.2020,07:00,103,199
14.02.2020,08:00,103,208
14.02.2020,09:00,104,207
14.02.2020,10:00,105,208
14.02.2020,11:00,104,207
14.02.2020,12:00,103,150
14.02.2020,13:00,106,135
14.02.2020,14:00,105,135
14.02.2020,15:00,105,135
