Datum,Uhrzeit,Generation_DE Gas0und0Dampfturbinen[MW],Generation_DE Niehl 3[MW]
08.02.2020,17:00,264,144
08.02.2020,18:00,255,288
08.02.2020,19:00,187,110
08.02.2020,20:00,261,208
08.02.2020,21:00,247,294
08.02.2020,22:00,231,320
08.02.2020,23:00,118,300
09.02.2020,00:00,0,197
09.02.2020,01:00,0,133
09.02.2020,02:00,0,138
09.02.2020,03:00,0,49
09.02.2020,04:00,0,31
09.02.2020,05:00,0,31
09.02.2020,06:00,0,38
09.02.2020,07:00,0,33
09.02.2020,08:00,0,31
09.02.2020,09:00,0,31
09.02.2020,10:00,0,37
09.02.2020,11:00,0,30
09.02.2020,12:00,0,35
09.02.2020,13:00,0,36
09.02.2020,14:00,0,39
09.02.2020,15:00,0,39
09.02.2020,16:00,0,39
09.02.2020,17:00,0,34
09.02.2020,18:00,0,100
09.02.2020,19:00,0,35
09.02.2020,20:00,0,39
09.02.2020,21:00,0,44
09.02.2020,22:00,0,83
09.02.2020,23:00,0,124
10.02.2020,00:00,0,32
10.02.2020,01:00,0,35
10.02.2020,02:00,0,36
10.02.2020,03:00,0,35
10.02.2020,04:00,0,34
10.02.2020,05:00,0,66
10.02.2020,06:00,0,289
10.02.2020,07:00,0,272
10.02.2020,08:00,0,270
10.02.2020,09:00,0,224
10.02.2020,10:00,0,269
10.02.2020,11:00,0,265
10.02.2020,12:00,0,208
10.02.2020,13:00,0,256
10.02.2020,14:00,0,268
10.02.2020,15:00,0,162
10.02.2020,16:00,0,250
10.02.2020,17:00,0,279
10.02.2020,18:00,0,277
10.02.2020,19:00,0,286
10.02.2020,20:00,0,274
10.02.2020,21:00,0,216
10.02.2020,22:00,0,249
10.02.2020,23:00,0,144
11.02.2020,00:00,0,54
11.02.2020,01:00,0,29
11.02.2020,02:00,0,30
11.02.2020,03:00,0,31
11.02.2020,04:00,0,35
11.02.2020,05:00,0,53
11.02.2020,06:00,0,138
11.02.2020,07:00,0,143
11.02.2020,08:00,0,135
11.02.2020,09:00,0,125
11.02.2020,10:00,0,136
11.02.2020,11:00,0,109
11.02.2020,12:00,0,137
11.02.2020,13:00,0,167
11.02.2020,14:00,0,173
11.02.2020,15:00,0,161
11.02.2020,16:00,0,99
11.02.2020,17:00,0,108
11.02.2020,18:00,0,169
11.02.2020,19:00,0,252
11.02.2020,20:00,0,258
11.02.2020,21:00,0,272
11.02.2020,22:00,0,245
11.02.2020,23:00,0,262
12.02.2020,00:00,0,289
12.02.2020,01:00,0,205
12.02.2020,02:00,0,146
12.02.2020,03:00,0,143
12.02.2020,04:00,0,160
12.02.2020,05:00,0,137
12.02.2020,06:00,0,224
12.02.2020,07:00,0,286
12.02.2020,08:00,0,287
12.02.2020,09:00,0,291
12.02.2020,10:00,0,280
12.02.2020,11:00,0,291
12.02.2020,12:00,0,290
12.02.2020,13:00,0,290
12.02.2020,14:00,0,227
12.02.2020,15:00,0,284
12.02.2020,16:00,0,279
12.02.2020,17:00,0,276
12.02.2020,18:00,0,280
12.02.2020,19:00,0,282
12.02.2020,20:00,0,286
12.02.2020,21:00,0,278
12.02.2020,22:00,0,295
12.02.2020,23:00,0,180
13.02.2020,00:00,125,118
13.02.2020,01:00,124,110
13.02.2020,02:00,125,121
13.02.2020,03:00,125,117
13.02.2020,04:00,125,160
13.02.2020,05:00,149,165
13.02.2020,06:00,264,280
13.02.2020,07:00,265,279
13.02.2020,08:00,265,274
13.02.2020,09:00,265,284
13.02.2020,10:00,264,288
13.02.2020,11:00,263,290
13.02.2020,12:00,263,283
13.02.2020,13:00,221,187
13.02.2020,14:00,260,282
13.02.2020,15:00,259,272
13.02.2020,16:00,259,268
13.02.2020,17:00,259,267
13.02.2020,18:00,259,269
13.02.2020,19:00,259,268
13.02.2020,20:00,260,272
13.02.2020,21:00,261,277
13.02.2020,22:00,261,292
13.02.2020,23:00,261,275
14.02.2020,00:00,261,0
14.02.2020,01:00,261,0
14.02.2020,02:00,261,0
14.02.2020,03:00,261,0
14.02.2020,04:00,262,0
14.02.2020,05:00,265,0
14.02.2020,06:00,265,0
14.02.2020,07:00,265,0
14.02.2020,08:00,266,0
14.02.2020,09:00,266,0
14.02.2020,10:00,266,0
14.02.2020,11:00,266,0
14.02.2020,12:00,266,0
14.02.2020,13:00,255,0
14.02.2020,14:00,240,0
14.02.2020,15:00,243,0
14.02.2020,16:00,242,0
14.02.2020,17:00,244,0
14.02.2020,18:00,260,0
14.02.2020,19:00,266,0
14.02.2020,20:00,266,0
14.02.2020,21:00,266,0
14.02.2020,22:00,266,0
14.02.2020,23:00,228,0
15.02.2020,00:00,0,0
15.02.2020,01:00,0,0
15.02.2020,02:00,0,0
15.02.2020,03:00,0,0
15.02.2020,04:00,0,0
15.02.2020,05:00,0,0
15.02.2020,06:00,0,0
15.02.2020,07:00,0,0
15.02.2020,08:00,0,0
15.02.2020,09:00,0,0
15.02.2020,10:00,0,0
15.02.2020,11:00,0,0
15.02.2020,12:00,0,0
15.02.2020,13:00,0,0
15.02.2020,14:00,0,0
15.02.2020,15:00,0,0
15.02.2020,16:00,0,0
15.02.2020,17:00,0,0
15.02.2020,18:00,0,0
15.02.2020,19:00,0,0
15.02.2020,20:00,0,0
15.02.2020,21:00,0,0
15.02.2020,22:00,0,0
15.02.2020,23:00,0,0
16.02.2020,00:00,0,40
16.02.2020,01:00,0,39
16.02.2020,02:00,0,40
16.02.2020,03:00,0,41
16.02.2020,04:00,0,42
16.02.2020,05:00,0,41
16.02.2020,06:00,0,41
16.02.2020,07:00,0,36
16.02.2020,08:00,0,33
16.02.2020,09:00,0,31
16.02.2020,10:00,0,34
16.02.2020,11:00,0,30
16.02.2020,12:00,0,36
16.02.2020,13:00,0,41
16.02.2020,14:00,0,38
16.02.2020,15:00,0,38
16.02.2020,16:00,0,38
16.02.2020,17:00,0,33
16.02.2020,18:00,0,40
16.02.2020,19:00,0,38
16.02.2020,20:00,0,36
16.02.2020,21:00,0,35
16.02.2020,22:00,0,35
16.02.2020,23:00,0,35
17.02.2020,00:00,0,37
17.02.2020,01:00,0,34
17.02.2020,02:00,0,35
17.02.2020,03:00,0,34
17.02.2020,04:00,0,83
17.02.2020,05:00,0,118
17.02.2020,06:00,0,205
17.02.2020,07:00,0,287
17.02.2020,08:00,0,284
17.02.2020,09:00,0,286
17.02.2020,10:00,0,294
17.02.2020,11:00,0,296
17.02.2020,12:00,0,297
17.02.2020,13:00,0,297
17.02.2020,14:00,0,289
17.02.2020,15:00,0,291
17.02.2020,16:00,0,289
17.02.2020,17:00,0,289
17.02.2020,18:00,0,292
17.02.2020,19:00,0,294
17.02.2020,20:00,0,271
17.02.2020,21:00,0,303
17.02.2020,22:00,0,286
17.02.2020,23:00,0,301
18.02.2020,00:00,0,221
18.02.2020,01:00,0,98
18.02.2020,02:00,0,94
18.02.2020,03:00,0,130
18.02.2020,04:00,0,117
18.02.2020,05:00,0,229
18.02.2020,06:00,0,296
18.02.2020,07:00,0,267
18.02.2020,08:00,0,206
18.02.2020,09:00,0,285
18.02.2020,10:00,0,284
18.02.2020,11:00,0,184
18.02.2020,12:00,0,167
18.02.2020,13:00,0,167
18.02.2020,14:00,0,295
18.02.2020,15:00,0,295
18.02.2020,16:00,0,297
18.02.2020,17:00,0,298
18.02.2020,18:00,0,292
18.02.2020,19:00,0,288
18.02.2020,20:00,0,186
18.02.2020,21:00,0,278
18.02.2020,22:00,0,159
18.02.2020,23:00,0,144
19.02.2020,00:00,0,238
19.02.2020,01:00,0,240
19.02.2020,02:00,0,181
19.02.2020,03:00,0,139
19.02.2020,04:00,0,179
19.02.2020,05:00,0,234
19.02.2020,06:00,0,296
19.02.2020,07:00,0,275
19.02.2020,08:00,0,206
19.02.2020,09:00,0,274
19.02.2020,10:00,0,280
19.02.2020,11:00,0,286
19.02.2020,12:00,0,272
19.02.2020,13:00,0,127
19.02.2020,14:00,0,197
19.02.2020,15:00,0,123
19.02.2020,16:00,0,290
19.02.2020,17:00,0,289
19.02.2020,18:00,0,284
19.02.2020,19:00,0,287
19.02.2020,20:00,0,287
19.02.2020,21:00,0,171
19.02.2020,22:00,0,118
19.02.2020,23:00,0,235
20.02.2020,00:00,266,307
20.02.2020,01:00,263,175
20.02.2020,02:00,204,86
20.02.2020,03:00,235,306
20.02.2020,04:00,265,316
20.02.2020,05:00,175,163
20.02.2020,06:00,167,239
20.02.2020,07:00,258,291
20.02.2020,08:00,264,282
20.02.2020,09:00,264,283
20.02.2020,10:00,264,285
20.02.2020,11:00,264,284
20.02.2020,12:00,264,269
20.02.2020,13:00,261,254
20.02.2020,14:00,261,288
20.02.2020,15:00,261,289
20.02.2020,16:00,261,288
20.02.2020,17:00,261,286
20.02.2020,18:00,261,284
20.02.2020,19:00,262,285
20.02.2020,20:00,263,272
20.02.2020,21:00,262,283
20.02.2020,22:00,263,293
20.02.2020,23:00,246,213
21.02.2020,00:00,0,214
21.02.2020,01:00,0,131
21.02.2020,02:00,0,133
21.02.2020,03:00,0,165
21.02.2020,04:00,0,182
21.02.2020,05:00,0,196
21.02.2020,06:00,0,302
21.02.2020,07:00,0,293
21.02.2020,08:00,0,228
21.02.2020,09:00,0,287
21.02.2020,10:00,0,221
21.02.2020,11:00,0,299
21.02.2020,12:00,0,303
21.02.2020,13:00,0,185
21.02.2020,14:00,0,196
21.02.2020,15:00,0,179
21.02.2020,16:00,0,301
21.02.2020,17:00,0,301
21.02.2020,18:00,0,297
21.02.2020,19:00,0,295
21.02.2020,20:00,0,191
21.02.2020,21:00,0,304
21.02.2020,22:00,0,295
21.02.2020,23:00,0,120
22.02.2020,00:00,0,65
22.02.2020,01:00,0,31
22.02.2020,02:00,0,33
22.02.2020,03:00,0,35
22.02.2020,04:00,0,39
22.02.2020,05:00,0,52
22.02.2020,06:00,0,78
22.02.2020,07:00,0,30
22.02.2020,08:00,0,30
22.02.2020,09:00,0,30
22.02.2020,10:00,0,28
22.02.2020,11:00,0,31
22.02.2020,12:00,0,30
22.02.2020,13:00,0,34
22.02.2020,14:00,0,36
22.02.2020,15:00,0,28
22.02.2020,16:00,0,33
22.02.2020,17:00,0,58
22.02.2020,18:00,0,55
22.02.2020,19:00,0,29
22.02.2020,20:00,0,36
22.02.2020,21:00,0,35
22.02.2020,22:00,0,35
22.02.2020,23:00,0,34
23.02.2020,00:00,0,36
23.02.2020,01:00,0,35
23.02.2020,02:00,0,36
23.02.2020,03:00,0,36
23.02.2020,04:00,0,37
23.02.2020,05:00,0,36
23.02.2020,06:00,0,35
23.02.2020,07:00,0,35
23.02.2020,08:00,0,234
23.02.2020,09:00,0,143
23.02.2020,10:00,0,279
23.02.2020,11:00,0,277
23.02.2020,12:00,0,283
23.02.2020,13:00,0,252
23.02.2020,14:00,0,137
23.02.2020,15:00,0,138
23.02.2020,16:00,0,144
23.02.2020,17:00,0,146
23.02.2020,18:00,0,221
23.02.2020,19:00,0,158
23.02.2020,20:00,0,164
23.02.2020,21:00,0,165
23.02.2020,22:00,0,161
23.02.2020,23:00,0,181
24.02.2020,00:00,0,123
24.02.2020,01:00,0,123
24.02.2020,02:00,0,126
24.02.2020,03:00,0,172
24.02.2020,04:00,0,152
24.02.2020,05:00,0,234
24.02.2020,06:00,0,304
24.02.2020,07:00,0,243
24.02.2020,08:00,0,313
24.02.2020,09:00,0,298
24.02.2020,10:00,0,288
24.02.2020,11:00,0,241
24.02.2020,12:00,0,289
24.02.2020,13:00,0,282
24.02.2020,14:00,0,204
24.02.2020,15:00,0,203
24.02.2020,16:00,0,260
24.02.2020,17:00,0,236
24.02.2020,18:00,0,278
24.02.2020,19:00,0,206
24.02.2020,20:00,0,74
24.02.2020,21:00,0,79
24.02.2020,22:00,0,87
24.02.2020,23:00,0,91
25.02.2020,00:00,0,98
25.02.2020,01:00,0,98
25.02.2020,02:00,0,99
25.02.2020,03:00,0,102
25.02.2020,04:00,0,115
25.02.2020,05:00,0,137
25.02.2020,06:00,0,169
25.02.2020,07:00,0,278
25.02.2020,08:00,0,272
25.02.2020,09:00,0,270
25.02.2020,10:00,0,202
25.02.2020,11:00,0,186
25.02.2020,12:00,0,281
25.02.2020,13:00,0,275
25.02.2020,14:00,0,129
25.02.2020,15:00,0,136
25.02.2020,16:00,0,274
25.02.2020,17:00,0,277
25.02.2020,18:00,0,278
25.02.2020,19:00,0,281
25.02.2020,20:00,0,288
25.02.2020,21:00,0,290
25.02.2020,22:00,0,288
25.02.2020,23:00,0,289
26.02.2020,00:00,0,235
26.02.2020,01:00,0,306
26.02.2020,02:00,0,258
26.02.2020,03:00,0,208
26.02.2020,04:00,0,233
26.02.2020,05:00,0,299
26.02.2020,06:00,0,276
26.02.2020,07:00,0,263
26.02.2020,08:00,0,261
26.02.2020,09:00,0,262
26.02.2020,10:00,0,263
26.02.2020,11:00,0,264
26.02.2020,12:00,0,256
26.02.2020,13:00,0,271
26.02.2020,14:00,0,273
26.02.2020,15:00,0,270
26.02.2020,16:00,0,273
26.02.2020,17:00,0,272
26.02.2020,18:00,0,269
26.02.2020,19:00,0,272
26.02.2020,20:00,0,279
26.02.2020,21:00,0,288
26.02.2020,22:00,0,302
26.02.2020,23:00,0,313
27.02.2020,00:00,0,240
27.02.2020,01:00,0,324
27.02.2020,02:00,0,323
27.02.2020,03:00,0,240
27.02.2020,04:00,0,315
27.02.2020,05:00,0,314
27.02.2020,06:00,0,289
27.02.2020,07:00,0,287
27.02.2020,08:00,0,279
27.02.2020,09:00,0,273
27.02.2020,10:00,0,259
27.02.2020,11:00,0,276
27.02.2020,12:00,0,264
27.02.2020,13:00,0,270
27.02.2020,14:00,0,264
27.02.2020,15:00,0,257
27.02.2020,16:00,0,265
27.02.2020,17:00,0,279
27.02.2020,18:00,0,287
27.02.2020,19:00,0,258
27.02.2020,20:00,0,263
27.02.2020,21:00,0,252
27.02.2020,22:00,0,286
27.02.2020,23:00,0,302
28.02.2020,00:00,260,298
28.02.2020,01:00,259,300
28.02.2020,02:00,241,298
28.02.2020,03:00,258,163
28.02.2020,04:00,261,238
28.02.2020,05:00,265,302
28.02.2020,06:00,266,275
28.02.2020,07:00,266,276
28.02.2020,08:00,264,279
28.02.2020,09:00,251,245
28.02.2020,10:00,245,268
28.02.2020,11:00,248,241
28.02.2020,12:00,227,176
28.02.2020,13:00,136,187
28.02.2020,14:00,144,191
28.02.2020,15:00,232,216
28.02.2020,16:00,254,269
28.02.2020,17:00,213,281
28.02.2020,18:00,195,147
28.02.2020,19:00,182,190
28.02.2020,20:00,118,274
28.02.2020,21:00,118,264
28.02.2020,22:00,118,283
28.02.2020,23:00,118,288
29.02.2020,00:00,0,283
29.02.2020,01:00,0,116
29.02.2020,02:00,0,113
29.02.2020,03:00,0,116
29.02.2020,04:00,0,126
29.02.2020,05:00,0,142
29.02.2020,06:00,0,159
29.02.2020,07:00,0,160
29.02.2020,08:00,0,145
29.02.2020,09:00,0,129
29.02.2020,10:00,0,137
29.02.2020,11:00,0,124
29.02.2020,12:00,0,115
29.02.2020,13:00,0,121
29.02.2020,14:00,0,263
29.02.2020,15:00,0,167
29.02.2020,16:00,0,152
29.02.2020,17:00,0,133
29.02.2020,18:00,0,145
29.02.2020,19:00,0,180
29.02.2020,20:00,0,166
29.02.2020,21:00,0,126
29.02.2020,22:00,0,183
29.02.2020,23:00,0,32
01.03.2020,00:00,0,37
01.03.2020,01:00,0,34
01.03.2020,02:00,0,35
01.03.2020,03:00,0,35
01.03.2020,04:00,0,36
01.03.2020,05:00,0,36
01.03.2020,06:00,0,51
01.03.2020,07:00,0,46
01.03.2020,08:00,0,47
01.03.2020,09:00,0,94
01.03.2020,10:00,0,50
01.03.2020,11:00,0,38
01.03.2020,12:00,0,31
01.03.2020,13:00,0,31
01.03.2020,14:00,0,32
01.03.2020,15:00,0,54
01.03.2020,16:00,0,297
01.03.2020,17:00,0,267
01.03.2020,18:00,0,269
01.03.2020,19:00,0,222
01.03.2020,20:00,0,160
01.03.2020,21:00,0,281
01.03.2020,22:00,0,288
01.03.2020,23:00,0,291
02.03.2020,00:00,0,189
02.03.2020,01:00,0,282
02.03.2020,02:00,0,188
02.03.2020,03:00,0,230
02.03.2020,04:00,0,249
02.03.2020,05:00,0,242
02.03.2020,06:00,0,279
02.03.2020,07:00,0,281
02.03.2020,08:00,0,246
02.03.2020,09:00,0,267
02.03.2020,10:00,0,292
02.03.2020,11:00,0,253
02.03.2020,12:00,0,266
02.03.2020,13:00,0,270
02.03.2020,14:00,0,256
02.03.2020,15:00,0,234
02.03.2020,16:00,0,274
02.03.2020,17:00,0,270
02.03.2020,18:00,0,274
02.03.2020,19:00,0,277
02.03.2020,20:00,0,283
02.03.2020,21:00,0,292
02.03.2020,22:00,0,269
02.03.2020,23:00,0,244
03.03.2020,00:00,0,297
03.03.2020,01:00,0,221
03.03.2020,02:00,0,234
03.03.2020,03:00,0,234
03.03.2020,04:00,0,281
03.03.2020,05:00,0,282
03.03.2020,06:00,0,281
03.03.2020,07:00,0,280
03.03.2020,08:00,0,284
03.03.2020,09:00,0,298
03.03.2020,10:00,0,297
03.03.2020,11:00,0,298
03.03.2020,12:00,0,296
03.03.2020,13:00,0,293
03.03.2020,14:00,0,279
03.03.2020,15:00,0,277
03.03.2020,16:00,0,278
03.03.2020,17:00,0,272
03.03.2020,18:00,0,272
03.03.2020,19:00,0,286
03.03.2020,20:00,0,284
03.03.2020,21:00,0,290
03.03.2020,22:00,0,270
03.03.2020,23:00,0,281
04.03.2020,00:00,266,317
04.03.2020,01:00,266,316
04.03.2020,02:00,267,325
04.03.2020,03:00,266,254
04.03.2020,04:00,240,241
04.03.2020,05:00,265,299
04.03.2020,06:00,265,289
04.03.2020,07:00,265,285
04.03.2020,08:00,265,294
04.03.2020,09:00,264,273
04.03.2020,10:00,264,268
04.03.2020,11:00,263,285
04.03.2020,12:00,247,284
04.03.2020,13:00,227,284
04.03.2020,14:00,261,293
04.03.2020,15:00,262,293
04.03.2020,16:00,264,277
04.03.2020,17:00,263,264
04.03.2020,18:00,263,288
04.03.2020,19:00,264,296
04.03.2020,20:00,264,298
04.03.2020,21:00,265,287
04.03.2020,22:00,265,279
04.03.2020,23:00,265,275
05.03.2020,00:00,265,333
05.03.2020,01:00,264,341
05.03.2020,02:00,264,336
05.03.2020,03:00,264,328
05.03.2020,04:00,264,321
05.03.2020,05:00,263,309
05.03.2020,06:00,263,294
05.03.2020,07:00,263,286
05.03.2020,08:00,248,264
05.03.2020,09:00,243,273
05.03.2020,10:00,251,282
05.03.2020,11:00,245,272
05.03.2020,12:00,238,252
05.03.2020,13:00,255,276
05.03.2020,14:00,235,203
05.03.2020,15:00,233,185
05.03.2020,16:00,255,281
05.03.2020,17:00,258,287
05.03.2020,18:00,254,277
05.03.2020,19:00,251,271
05.03.2020,20:00,241,243
05.03.2020,21:00,241,197
05.03.2020,22:00,243,253
05.03.2020,23:00,237,268
06.03.2020,00:00,160,160
06.03.2020,01:00,213,223
06.03.2020,02:00,149,152
06.03.2020,03:00,172,219
06.03.2020,04:00,183,216
06.03.2020,05:00,247,292
06.03.2020,06:00,255,291
06.03.2020,07:00,256,283
06.03.2020,08:00,257,284
06.03.2020,09:00,257,280
06.03.2020,10:00,258,281
06.03.2020,11:00,258,282
06.03.2020,12:00,259,279
06.03.2020,13:00,260,283
06.03.2020,14:00,260,289
06.03.2020,15:00,259,293
06.03.2020,16:00,260,295
06.03.2020,17:00,260,296
06.03.2020,18:00,260,294
06.03.2020,19:00,261,298
06.03.2020,20:00,262,299
06.03.2020,21:00,263,311
06.03.2020,22:00,264,318
06.03.2020,23:00,264,319
07.03.2020,00:00,265,254
07.03.2020,01:00,265,332
07.03.2020,02:00,265,328
07.03.2020,03:00,265,256
07.03.2020,04:00,266,281
07.03.2020,05:00,266,240
07.03.2020,06:00,265,327
07.03.2020,07:00,266,321
07.03.2020,08:00,266,313
07.03.2020,09:00,265,308
07.03.2020,10:00,265,308
07.03.2020,11:00,265,314
07.03.2020,12:00,262,310
07.03.2020,13:00,216,224
07.03.2020,14:00,263,287
07.03.2020,15:00,263,314
07.03.2020,16:00,263,267
07.03.2020,17:00,264,313
07.03.2020,18:00,264,308
07.03.2020,19:00,264,293
07.03.2020,20:00,228,238
07.03.2020,21:00,121,338
07.03.2020,22:00,121,368
07.03.2020,23:00,111,298
08.03.2020,00:00,0,181
08.03.2020,01:00,0,222
08.03.2020,02:00,0,178
08.03.2020,03:00,0,178
08.03.2020,04:00,0,188
08.03.2020,05:00,0,204
08.03.2020,06:00,0,224
08.03.2020,07:00,0,200
08.03.2020,08:00,0,159
08.03.2020,09:00,0,151
08.03.2020,10:00,0,146
08.03.2020,11:00,0,136
08.03.2020,12:00,0,124
08.03.2020,13:00,0,112
08.03.2020,14:00,0,105
08.03.2020,15:00,0,104
08.03.2020,16:00,0,122
08.03.2020,17:00,0,299
08.03.2020,18:00,0,297
08.03.2020,19:00,0,298
08.03.2020,20:00,0,307
08.03.2020,21:00,0,312
08.03.2020,22:00,0,322
08.03.2020,23:00,0,317
09.03.2020,00:00,0,194
09.03.2020,01:00,0,278
09.03.2020,02:00,0,151
09.03.2020,03:00,0,267
09.03.2020,04:00,0,268
09.03.2020,05:00,0,344
09.03.2020,06:00,0,323
09.03.2020,07:00,0,310
09.03.2020,08:00,0,307
09.03.2020,09:00,0,308
09.03.2020,10:00,0,229
09.03.2020,11:00,0,164
09.03.2020,12:00,0,298
09.03.2020,13:00,0,292
09.03.2020,14:00,0,291
09.03.2020,15:00,0,291
09.03.2020,16:00,0,290
09.03.2020,17:00,0,264
09.03.2020,18:00,0,290
09.03.2020,19:00,0,292
09.03.2020,20:00,0,292
09.03.2020,21:00,0,296
09.03.2020,22:00,0,277
09.03.2020,23:00,0,127
10.03.2020,00:00,0,218
10.03.2020,01:00,0,122
10.03.2020,02:00,0,124
10.03.2020,03:00,0,125
10.03.2020,04:00,0,139
10.03.2020,05:00,0,166
10.03.2020,06:00,0,197
10.03.2020,07:00,0,219
10.03.2020,08:00,0,279
10.03.2020,09:00,0,278
10.03.2020,10:00,0,264
10.03.2020,11:00,0,280
10.03.2020,12:00,0,282
10.03.2020,13:00,0,295
10.03.2020,14:00,0,302
10.03.2020,15:00,0,294
10.03.2020,16:00,0,277
10.03.2020,17:00,0,210
10.03.2020,18:00,0,270
10.03.2020,19:00,0,283
10.03.2020,20:00,0,301
10.03.2020,21:00,0,291
10.03.2020,22:00,0,86
10.03.2020,23:00,0,74
11.03.2020,00:00,0,76
11.03.2020,01:00,0,69
11.03.2020,02:00,0,96
11.03.2020,03:00,0,99
11.03.2020,04:00,0,170
11.03.2020,05:00,0,98
11.03.2020,06:00,0,289
11.03.2020,07:00,0,290
11.03.2020,08:00,0,253
11.03.2020,09:00,0,266
11.03.2020,10:00,0,166
11.03.2020,11:00,0,213
11.03.2020,12:00,0,291
11.03.2020,13:00,0,289
11.03.2020,14:00,0,291
11.03.2020,15:00,0,294
11.03.2020,16:00,0,307
11.03.2020,17:00,0,310
11.03.2020,18:00,0,306
11.03.2020,19:00,0,304
11.03.2020,20:00,0,200
11.03.2020,21:00,0,110
11.03.2020,22:00,0,269
11.03.2020,23:00,0,133
12.03.2020,00:00,0,71
12.03.2020,01:00,0,268
12.03.2020,02:00,0,45
12.03.2020,03:00,0,46
12.03.2020,04:00,0,51
12.03.2020,05:00,0,93
12.03.2020,06:00,0,293
12.03.2020,07:00,0,295
12.03.2020,08:00,0,264
12.03.2020,09:00,0,135
12.03.2020,10:00,0,140
12.03.2020,11:00,0,100
12.03.2020,12:00,0,95
12.03.2020,13:00,0,81
12.03.2020,14:00,0,88
12.03.2020,15:00,0,100
12.03.2020,16:00,0,223
12.03.2020,17:00,0,278
12.03.2020,18:00,0,299
12.03.2020,19:00,0,301
12.03.2020,20:00,0,304
12.03.2020,21:00,0,195
12.03.2020,22:00,0,300
12.03.2020,23:00,0,120
13.03.2020,00:00,0,319
13.03.2020,01:00,0,298
13.03.2020,02:00,0,123
13.03.2020,03:00,0,99
13.03.2020,04:00,0,300
13.03.2020,05:00,0,250
13.03.2020,06:00,0,307
13.03.2020,07:00,0,297
13.03.2020,08:00,0,228
13.03.2020,09:00,0,211
13.03.2020,10:00,0,259
13.03.2020,11:00,0,278
13.03.2020,12:00,0,151
13.03.2020,13:00,0,114
13.03.2020,14:00,0,47
13.03.2020,15:00,0,54
13.03.2020,16:00,0,242
13.03.2020,17:00,0,292
13.03.2020,18:00,0,144
13.03.2020,19:00,0,224
13.03.2020,20:00,0,301
13.03.2020,21:00,0,301
13.03.2020,22:00,0,308
13.03.2020,23:00,0,315
14.03.2020,00:00,266,0
14.03.2020,01:00,267,0
14.03.2020,02:00,267,0
14.03.2020,03:00,267,0
14.03.2020,04:00,267,0
14.03.2020,05:00,268,0
14.03.2020,06:00,268,0
14.03.2020,07:00,265,0
14.03.2020,08:00,183,0
14.03.2020,09:00,128,0
14.03.2020,10:00,205,0
14.03.2020,11:00,124,0
14.03.2020,12:00,155,0
14.03.2020,13:00,122,0
14.03.2020,14:00,146,0
14.03.2020,15:00,237,0
14.03.2020,16:00,147,0
14.03.2020,17:00,262,0
14.03.2020,18:00,257,0
14.03.2020,19:00,252,0
14.03.2020,20:00,252,0
14.03.2020,21:00,252,0
14.03.2020,22:00,253,0
14.03.2020,23:00,252,0
15.03.2020,00:00,215,0
15.03.2020,01:00,136,0
15.03.2020,02:00,160,0
15.03.2020,03:00,109,0
15.03.2020,04:00,108,0
15.03.2020,05:00,122,0
15.03.2020,06:00,144,0
15.03.2020,07:00,151,0
15.03.2020,08:00,142,0
15.03.2020,09:00,131,0
15.03.2020,10:00,117,0
15.03.2020,11:00,107,0
15.03.2020,12:00,108,0
15.03.2020,13:00,109,0
15.03.2020,14:00,109,0
15.03.2020,15:00,109,0
15.03.2020,16:00,109,0
15.03.2020,17:00,110,0
15.03.2020,18:00,225,0
15.03.2020,19:00,245,0
15.03.2020,20:00,251,0
15.03.2020,21:00,258,0
15.03.2020,22:00,263,0
15.03.2020,23:00,248,0
16.03.2020,00:00,196,102
16.03.2020,01:00,192,81
16.03.2020,02:00,150,80
16.03.2020,03:00,151,56
16.03.2020,04:00,159,131
16.03.2020,05:00,240,133
16.03.2020,06:00,203,201
16.03.2020,07:00,239,222
16.03.2020,08:00,239,195
16.03.2020,09:00,257,228
16.03.2020,10:00,251,284
16.03.2020,11:00,245,276
16.03.2020,12:00,246,266
16.03.2020,13:00,232,85
16.03.2020,14:00,148,67
16.03.2020,15:00,239,74
16.03.2020,16:00,246,129
16.03.2020,17:00,234,217
16.03.2020,18:00,244,242
16.03.2020,19:00,246,270
16.03.2020,20:00,239,226
16.03.2020,21:00,248,272
16.03.2020,22:00,250,292
16.03.2020,23:00,251,305
17.03.2020,00:00,265,332
17.03.2020,01:00,265,327
17.03.2020,02:00,265,270
17.03.2020,03:00,265,265
17.03.2020,04:00,262,258
17.03.2020,05:00,257,332
17.03.2020,06:00,240,314
17.03.2020,07:00,263,252
17.03.2020,08:00,265,311
17.03.2020,09:00,265,303
17.03.2020,10:00,265,299
17.03.2020,11:00,265,294
17.03.2020,12:00,265,294
17.03.2020,13:00,265,303
17.03.2020,14:00,263,271
17.03.2020,15:00,262,304
17.03.2020,16:00,259,302
17.03.2020,17:00,256,293
17.03.2020,18:00,260,303
17.03.2020,19:00,256,284
17.03.2020,20:00,242,225
17.03.2020,21:00,258,302
17.03.2020,22:00,261,319
17.03.2020,23:00,264,301
18.03.2020,00:00,0,320
18.03.2020,01:00,0,324
18.03.2020,02:00,0,249
18.03.2020,03:00,0,288
18.03.2020,04:00,0,354
18.03.2020,05:00,0,345
18.03.2020,06:00,0,317
18.03.2020,07:00,0,240
18.03.2020,08:00,0,172
18.03.2020,09:00,0,111
