Datum,Uhrzeit,Generation_DE [MW]
30.03.2020,09:00,166
30.03.2020,10:00,166
30.03.2020,11:00,166
30.03.2020,12:00,159
30.03.2020,13:00,118
30.03.2020,14:00,106
30.03.2020,15:00,130
30.03.2020,16:00,147
30.03.2020,17:00,157
30.03.2020,18:00,165
30.03.2020,19:00,166
30.03.2020,20:00,166
30.03.2020,21:00,166
30.03.2020,22:00,166
30.03.2020,23:00,162
31.03.2020,00:00,160
31.03.2020,01:00,160
31.03.2020,02:00,160
31.03.2020,03:00,162
31.03.2020,04:00,167
31.03.2020,05:00,167
31.03.2020,06:00,167
31.03.2020,07:00,167
31.03.2020,08:00,166
31.03.2020,09:00,165
31.03.2020,10:00,165
31.03.2020,11:00,160
31.03.2020,12:00,152
31.03.2020,13:00,152
31.03.2020,14:00,148
31.03.2020,15:00,144
31.03.2020,16:00,151
31.03.2020,17:00,158
31.03.2020,18:00,165
31.03.2020,19:00,165
31.03.2020,20:00,166
31.03.2020,21:00,166
31.03.2020,22:00,166
31.03.2020,23:00,160
01.04.2020,00:00,160
01.04.2020,01:00,159
01.04.2020,02:00,160
01.04.2020,03:00,162
01.04.2020,04:00,167
01.04.2020,05:00,167
01.04.2020,06:00,167
01.04.2020,07:00,167
01.04.2020,08:00,165
01.04.2020,09:00,164
01.04.2020,10:00,164
01.04.2020,11:00,155
01.04.2020,12:00,148
01.04.2020,13:00,146
01.04.2020,14:00,147
01.04.2020,15:00,142
01.04.2020,16:00,147
01.04.2020,17:00,151
01.04.2020,18:00,158
01.04.2020,19:00,161
01.04.2020,20:00,161
01.04.2020,21:00,162
01.04.2020,22:00,162
01.04.2020,23:00,154
02.04.2020,00:00,149
02.04.2020,01:00,148
02.04.2020,02:00,150
02.04.2020,03:00,151
02.04.2020,04:00,152
02.04.2020,05:00,158
02.04.2020,06:00,164
02.04.2020,07:00,164
02.04.2020,08:00,164
02.04.2020,09:00,163
02.04.2020,10:00,162
02.04.2020,11:00,154
02.04.2020,12:00,146
02.04.2020,13:00,133
02.04.2020,14:00,128
02.04.2020,15:00,136
02.04.2020,16:00,143
02.04.2020,17:00,152
02.04.2020,18:00,158
02.04.2020,19:00,158
02.04.2020,20:00,160
02.04.2020,21:00,154
02.04.2020,22:00,147
02.04.2020,23:00,144
03.04.2020,00:00,131
03.04.2020,01:00,132
03.04.2020,02:00,135
03.04.2020,03:00,128
03.04.2020,04:00,140
03.04.2020,05:00,153
03.04.2020,06:00,160
03.04.2020,07:00,160
03.04.2020,08:00,159
03.04.2020,09:00,159
03.04.2020,10:00,159
03.04.2020,11:00,152
03.04.2020,12:00,135
03.04.2020,13:00,140
03.04.2020,14:00,144
03.04.2020,15:00,144
03.04.2020,16:00,143
03.04.2020,17:00,150
03.04.2020,18:00,158
03.04.2020,19:00,158
03.04.2020,20:00,159
03.04.2020,21:00,159
03.04.2020,22:00,151
03.04.2020,23:00,147
04.04.2020,00:00,148
04.04.2020,01:00,147
04.04.2020,02:00,147
04.04.2020,03:00,148
04.04.2020,04:00,150
04.04.2020,05:00,156
04.04.2020,06:00,159
04.04.2020,07:00,158
04.04.2020,08:00,159
04.04.2020,09:00,158
04.04.2020,10:00,158
04.04.2020,11:00,150
04.04.2020,12:00,145
04.04.2020,13:00,145
04.04.2020,14:00,116
04.04.2020,15:00,98
04.04.2020,16:00,131
04.04.2020,17:00,145
04.04.2020,18:00,145
04.04.2020,19:00,146
04.04.2020,20:00,146
04.04.2020,21:00,147
04.04.2020,22:00,147
04.04.2020,23:00,148
05.04.2020,00:00,119
05.04.2020,01:00,74
05.04.2020,02:00,40
05.04.2020,03:00,31
05.04.2020,04:00,30
05.04.2020,05:00,29
05.04.2020,06:00,29
05.04.2020,07:00,29
05.04.2020,08:00,30
05.04.2020,09:00,29
05.04.2020,10:00,28
05.04.2020,11:00,28
05.04.2020,12:00,28
05.04.2020,13:00,27
05.04.2020,14:00,28
05.04.2020,15:00,28
05.04.2020,16:00,29
05.04.2020,17:00,40
05.04.2020,18:00,59
05.04.2020,19:00,66
05.04.2020,20:00,66
05.04.2020,21:00,67
05.04.2020,22:00,67
05.04.2020,23:00,68
06.04.2020,00:00,56
06.04.2020,01:00,37
06.04.2020,02:00,29
06.04.2020,03:00,29
06.04.2020,04:00,32
06.04.2020,05:00,50
06.04.2020,06:00,72
06.04.2020,07:00,99
06.04.2020,08:00,120
06.04.2020,09:00,142
06.04.2020,10:00,133
06.04.2020,11:00,94
06.04.2020,12:00,78
06.04.2020,13:00,76
06.04.2020,14:00,57
06.04.2020,15:00,56
06.04.2020,16:00,73
06.04.2020,17:00,116
06.04.2020,18:00,120
06.04.2020,19:00,138
06.04.2020,20:00,142
06.04.2020,21:00,141
06.04.2020,22:00,141
06.04.2020,23:00,113
07.04.2020,00:00,124
07.04.2020,01:00,139
07.04.2020,02:00,134
07.04.2020,03:00,91
07.04.2020,04:00,94
07.04.2020,05:00,122
07.04.2020,06:00,148
07.04.2020,07:00,147
07.04.2020,08:00,141
07.04.2020,09:00,136
07.04.2020,10:00,119
07.04.2020,11:00,117
07.04.2020,12:00,117
07.04.2020,13:00,106
07.04.2020,14:00,76
07.04.2020,15:00,58
07.04.2020,16:00,68
07.04.2020,17:00,115
07.04.2020,18:00,141
07.04.2020,19:00,142
07.04.2020,20:00,137
07.04.2020,21:00,136
07.04.2020,22:00,142
07.04.2020,23:00,142
08.04.2020,00:00,135
08.04.2020,01:00,124
08.04.2020,02:00,89
08.04.2020,03:00,97
08.04.2020,04:00,125
08.04.2020,05:00,145
08.04.2020,06:00,139
08.04.2020,07:00,141
08.04.2020,08:00,140
08.04.2020,09:00,147
08.04.2020,10:00,142
08.04.2020,11:00,143
08.04.2020,12:00,113
08.04.2020,13:00,74
08.04.2020,14:00,58
08.04.2020,15:00,58
08.04.2020,16:00,65
08.04.2020,17:00,95
08.04.2020,18:00,134
08.04.2020,19:00,140
08.04.2020,20:00,142
08.04.2020,21:00,143
08.04.2020,22:00,144
08.04.2020,23:00,145
09.04.2020,00:00,146
09.04.2020,01:00,147
09.04.2020,02:00,147
09.04.2020,03:00,145
09.04.2020,04:00,147
09.04.2020,05:00,148
09.04.2020,06:00,143
09.04.2020,07:00,140
09.04.2020,08:00,141
09.04.2020,09:00,139
09.04.2020,10:00,139
09.04.2020,11:00,140
09.04.2020,12:00,112
09.04.2020,13:00,72
09.04.2020,14:00,58
09.04.2020,15:00,58
09.04.2020,16:00,72
09.04.2020,17:00,109
09.04.2020,18:00,143
09.04.2020,19:00,143
09.04.2020,20:00,144
09.04.2020,21:00,145
09.04.2020,22:00,145
09.04.2020,23:00,146
10.04.2020,00:00,115
10.04.2020,01:00,76
10.04.2020,02:00,59
10.04.2020,03:00,69
10.04.2020,04:00,84
10.04.2020,05:00,87
10.04.2020,06:00,99
10.04.2020,07:00,124
10.04.2020,08:00,145
10.04.2020,09:00,138
10.04.2020,10:00,126
10.04.2020,11:00,94
10.04.2020,12:00,71
10.04.2020,13:00,58
10.04.2020,14:00,58
10.04.2020,15:00,58
10.04.2020,16:00,67
10.04.2020,17:00,110
10.04.2020,18:00,140
10.04.2020,19:00,146
10.04.2020,20:00,146
10.04.2020,21:00,147
10.04.2020,22:00,148
10.04.2020,23:00,148
11.04.2020,00:00,129
11.04.2020,01:00,102
11.04.2020,02:00,97
11.04.2020,03:00,102
11.04.2020,04:00,128
11.04.2020,05:00,142
11.04.2020,06:00,146
11.04.2020,07:00,146
11.04.2020,08:00,146
11.04.2020,09:00,136
11.04.2020,10:00,107
11.04.2020,11:00,92
11.04.2020,12:00,92
11.04.2020,13:00,77
11.04.2020,14:00,58
11.04.2020,15:00,60
11.04.2020,16:00,71
11.04.2020,17:00,103
11.04.2020,18:00,138
11.04.2020,19:00,145
11.04.2020,20:00,146
11.04.2020,21:00,146
11.04.2020,22:00,131
11.04.2020,23:00,99
12.04.2020,00:00,86
12.04.2020,01:00,69
12.04.2020,02:00,68
12.04.2020,03:00,68
12.04.2020,04:00,68
12.04.2020,05:00,68
12.04.2020,06:00,68
12.04.2020,07:00,68
12.04.2020,08:00,68
12.04.2020,09:00,63
12.04.2020,10:00,59
12.04.2020,11:00,40
12.04.2020,12:00,40
12.04.2020,13:00,31
12.04.2020,14:00,46
12.04.2020,15:00,29
12.04.2020,16:00,50
12.04.2020,17:00,56
12.04.2020,18:00,67
12.04.2020,19:00,67
12.04.2020,20:00,68
12.04.2020,21:00,68
12.04.2020,22:00,68
12.04.2020,23:00,67
13.04.2020,00:00,46
13.04.2020,01:00,27
13.04.2020,02:00,26
13.04.2020,03:00,27
13.04.2020,04:00,27
13.04.2020,05:00,27
13.04.2020,06:00,27
13.04.2020,07:00,27
13.04.2020,08:00,28
13.04.2020,09:00,28
13.04.2020,10:00,28
13.04.2020,11:00,28
13.04.2020,12:00,29
13.04.2020,13:00,29
13.04.2020,14:00,28
13.04.2020,15:00,28
13.04.2020,16:00,28
13.04.2020,17:00,32
13.04.2020,18:00,48
13.04.2020,19:00,60
13.04.2020,20:00,87
13.04.2020,21:00,97
13.04.2020,22:00,97
13.04.2020,23:00,97
14.04.2020,00:00,97
14.04.2020,01:00,97
14.04.2020,02:00,97
14.04.2020,03:00,90
14.04.2020,04:00,90
14.04.2020,05:00,122
14.04.2020,06:00,147
14.04.2020,07:00,148
14.04.2020,08:00,147
14.04.2020,09:00,145
14.04.2020,10:00,145
14.04.2020,11:00,147
14.04.2020,12:00,144
14.04.2020,13:00,100
14.04.2020,14:00,74
14.04.2020,15:00,58
14.04.2020,16:00,72
14.04.2020,17:00,113
14.04.2020,18:00,145
14.04.2020,19:00,146
14.04.2020,20:00,147
14.04.2020,21:00,148
14.04.2020,22:00,148
14.04.2020,23:00,148
15.04.2020,00:00,151
15.04.2020,01:00,151
15.04.2020,02:00,130
15.04.2020,03:00,107
15.04.2020,04:00,135
15.04.2020,05:00,151
15.04.2020,06:00,151
15.04.2020,07:00,151
15.04.2020,08:00,150
15.04.2020,09:00,149
15.04.2020,10:00,134
15.04.2020,11:00,97
15.04.2020,12:00,71
15.04.2020,13:00,58
15.04.2020,14:00,58
15.04.2020,15:00,76
15.04.2020,16:00,76
15.04.2020,17:00,93
15.04.2020,18:00,126
15.04.2020,19:00,142
15.04.2020,20:00,145
15.04.2020,21:00,146
15.04.2020,22:00,147
15.04.2020,23:00,147
16.04.2020,00:00,146
16.04.2020,01:00,130
16.04.2020,02:00,101
16.04.2020,03:00,88
16.04.2020,04:00,93
16.04.2020,05:00,116
16.04.2020,06:00,140
16.04.2020,07:00,137
16.04.2020,08:00,140
16.04.2020,09:00,143
16.04.2020,10:00,137
16.04.2020,11:00,138
16.04.2020,12:00,125
16.04.2020,13:00,93
16.04.2020,14:00,85
16.04.2020,15:00,86
16.04.2020,16:00,88
16.04.2020,17:00,120
16.04.2020,18:00,135
16.04.2020,19:00,137
16.04.2020,20:00,140
16.04.2020,21:00,138
16.04.2020,22:00,139
16.04.2020,23:00,142
17.04.2020,00:00,143
17.04.2020,01:00,134
17.04.2020,02:00,109
17.04.2020,03:00,111
17.04.2020,04:00,136
17.04.2020,05:00,142
17.04.2020,06:00,141
17.04.2020,07:00,140
17.04.2020,08:00,148
17.04.2020,09:00,147
17.04.2020,10:00,146
17.04.2020,11:00,145
17.04.2020,12:00,144
17.04.2020,13:00,133
17.04.2020,14:00,121
17.04.2020,15:00,121
17.04.2020,16:00,131
17.04.2020,17:00,141
17.04.2020,18:00,140
17.04.2020,19:00,142
17.04.2020,20:00,136
17.04.2020,21:00,138
17.04.2020,22:00,143
17.04.2020,23:00,144
18.04.2020,00:00,146
18.04.2020,01:00,147
18.04.2020,02:00,147
18.04.2020,03:00,148
18.04.2020,04:00,144
18.04.2020,05:00,147
18.04.2020,06:00,143
18.04.2020,07:00,146
18.04.2020,08:00,148
18.04.2020,09:00,132
18.04.2020,10:00,104
18.04.2020,11:00,83
18.04.2020,12:00,68
18.04.2020,13:00,51
18.04.2020,14:00,38
18.04.2020,15:00,38
18.04.2020,16:00,52
18.04.2020,17:00,68
18.04.2020,18:00,70
18.04.2020,19:00,74
18.04.2020,20:00,74
18.04.2020,21:00,74
18.04.2020,22:00,74
18.04.2020,23:00,70
19.04.2020,00:00,68
19.04.2020,01:00,26
19.04.2020,02:00,1
19.04.2020,03:00,6
19.04.2020,04:00,27
19.04.2020,05:00,38
19.04.2020,06:00,38
19.04.2020,07:00,38
19.04.2020,08:00,43
19.04.2020,09:00,36
19.04.2020,10:00,30
19.04.2020,11:00,32
19.04.2020,12:00,29
19.04.2020,13:00,28
19.04.2020,14:00,28
19.04.2020,15:00,28
19.04.2020,16:00,28
19.04.2020,17:00,35
19.04.2020,18:00,55
19.04.2020,19:00,67
19.04.2020,20:00,68
19.04.2020,21:00,69
19.04.2020,22:00,69
19.04.2020,23:00,69
20.04.2020,00:00,62
20.04.2020,01:00,48
20.04.2020,02:00,34
20.04.2020,03:00,31
20.04.2020,04:00,42
20.04.2020,05:00,56
20.04.2020,06:00,67
20.04.2020,07:00,70
20.04.2020,08:00,69
20.04.2020,09:00,67
20.04.2020,10:00,57
20.04.2020,11:00,37
20.04.2020,12:00,29
20.04.2020,13:00,28
20.04.2020,14:00,27
20.04.2020,15:00,27
20.04.2020,16:00,28
20.04.2020,17:00,40
20.04.2020,18:00,54
20.04.2020,19:00,67
20.04.2020,20:00,68
20.04.2020,21:00,69
20.04.2020,22:00,62
20.04.2020,23:00,47
21.04.2020,00:00,34
21.04.2020,01:00,8
21.04.2020,02:00,1
21.04.2020,03:00,1
21.04.2020,04:00,1
21.04.2020,05:00,1
21.04.2020,06:00,1
21.04.2020,07:00,1
21.04.2020,08:00,1
21.04.2020,09:00,1
21.04.2020,10:00,1
21.04.2020,11:00,1
21.04.2020,12:00,1
21.04.2020,13:00,1
21.04.2020,14:00,1
21.04.2020,15:00,1
21.04.2020,16:00,1
21.04.2020,17:00,1
21.04.2020,18:00,1
21.04.2020,19:00,1
21.04.2020,20:00,1
21.04.2020,21:00,1
21.04.2020,22:00,1
21.04.2020,23:00,1
22.04.2020,00:00,1
22.04.2020,01:00,1
22.04.2020,02:00,1
22.04.2020,03:00,1
22.04.2020,04:00,1
22.04.2020,05:00,1
22.04.2020,06:00,1
22.04.2020,07:00,1
22.04.2020,08:00,1
22.04.2020,09:00,1
22.04.2020,10:00,1
22.04.2020,11:00,1
22.04.2020,12:00,1
22.04.2020,13:00,1
22.04.2020,14:00,1
22.04.2020,15:00,3
22.04.2020,16:00,7
22.04.2020,17:00,18
22.04.2020,18:00,38
22.04.2020,19:00,38
22.04.2020,20:00,56
22.04.2020,21:00,70
22.04.2020,22:00,70
22.04.2020,23:00,70
23.04.2020,00:00,70
23.04.2020,01:00,70
23.04.2020,02:00,70
23.04.2020,03:00,70
23.04.2020,04:00,70
23.04.2020,05:00,71
23.04.2020,06:00,77
23.04.2020,07:00,92
23.04.2020,08:00,114
23.04.2020,09:00,137
23.04.2020,10:00,147
23.04.2020,11:00,146
23.04.2020,12:00,127
23.04.2020,13:00,97
23.04.2020,14:00,97
23.04.2020,15:00,97
23.04.2020,16:00,98
23.04.2020,17:00,127
23.04.2020,18:00,142
23.04.2020,19:00,143
23.04.2020,20:00,143
23.04.2020,21:00,144
23.04.2020,22:00,145
23.04.2020,23:00,146
24.04.2020,00:00,126
24.04.2020,01:00,90
24.04.2020,02:00,88
24.04.2020,03:00,90
24.04.2020,04:00,127
24.04.2020,05:00,146
24.04.2020,06:00,148
24.04.2020,07:00,147
24.04.2020,08:00,147
24.04.2020,09:00,141
24.04.2020,10:00,125
24.04.2020,11:00,89
24.04.2020,12:00,58
24.04.2020,13:00,38
24.04.2020,14:00,31
24.04.2020,15:00,31
24.04.2020,16:00,31
24.04.2020,17:00,38
24.04.2020,18:00,57
24.04.2020,19:00,65
24.04.2020,20:00,65
24.04.2020,21:00,66
24.04.2020,22:00,66
24.04.2020,23:00,67
25.04.2020,00:00,68
25.04.2020,01:00,67
25.04.2020,02:00,69
25.04.2020,03:00,69
25.04.2020,04:00,68
25.04.2020,05:00,68
25.04.2020,06:00,69
25.04.2020,07:00,69
25.04.2020,08:00,70
25.04.2020,09:00,69
25.04.2020,10:00,67
25.04.2020,11:00,67
25.04.2020,12:00,66
25.04.2020,13:00,66
25.04.2020,14:00,66
25.04.2020,15:00,65
25.04.2020,16:00,65
25.04.2020,17:00,65
25.04.2020,18:00,67
25.04.2020,19:00,69
25.04.2020,20:00,69
25.04.2020,21:00,68
25.04.2020,22:00,69
25.04.2020,23:00,69
26.04.2020,00:00,68
26.04.2020,01:00,67
26.04.2020,02:00,68
26.04.2020,03:00,68
26.04.2020,04:00,68
26.04.2020,05:00,68
26.04.2020,06:00,68
26.04.2020,07:00,68
26.04.2020,08:00,67
26.04.2020,09:00,68
26.04.2020,10:00,67
26.04.2020,11:00,60
26.04.2020,12:00,53
26.04.2020,13:00,59
26.04.2020,14:00,67
26.04.2020,15:00,73
26.04.2020,16:00,93
26.04.2020,17:00,99
26.04.2020,18:00,124
26.04.2020,19:00,141
26.04.2020,20:00,144
26.04.2020,21:00,144
26.04.2020,22:00,143
26.04.2020,23:00,144
27.04.2020,00:00,144
27.04.2020,01:00,143
27.04.2020,02:00,144
27.04.2020,03:00,146
27.04.2020,04:00,147
27.04.2020,05:00,146
27.04.2020,06:00,148
27.04.2020,07:00,147
27.04.2020,08:00,146
27.04.2020,09:00,143
27.04.2020,10:00,141
27.04.2020,11:00,125
27.04.2020,12:00,93
27.04.2020,13:00,87
27.04.2020,14:00,87
27.04.2020,15:00,89
27.04.2020,16:00,89
27.04.2020,17:00,89
27.04.2020,18:00,118
27.04.2020,19:00,139
27.04.2020,20:00,140
27.04.2020,21:00,141
27.04.2020,22:00,137
27.04.2020,23:00,132
28.04.2020,00:00,109
28.04.2020,01:00,72
28.04.2020,02:00,69
28.04.2020,03:00,69
28.04.2020,04:00,70
28.04.2020,05:00,70
28.04.2020,06:00,70
28.04.2020,07:00,70
28.04.2020,08:00,71
28.04.2020,09:00,71
28.04.2020,10:00,70
28.04.2020,11:00,69
28.04.2020,12:00,68
28.04.2020,13:00,50
28.04.2020,14:00,35
28.04.2020,15:00,35
28.04.2020,16:00,49
28.04.2020,17:00,68
28.04.2020,18:00,70
28.04.2020,19:00,70
28.04.2020,20:00,70
28.04.2020,21:00,69
28.04.2020,22:00,69
28.04.2020,23:00,69
29.04.2020,00:00,49
29.04.2020,01:00,30
29.04.2020,02:00,30
29.04.2020,03:00,31
29.04.2020,04:00,47
29.04.2020,05:00,68
29.04.2020,06:00,68
29.04.2020,07:00,70
29.04.2020,08:00,71
29.04.2020,09:00,71
29.04.2020,10:00,70
29.04.2020,11:00,70
29.04.2020,12:00,69
29.04.2020,13:00,67
29.04.2020,14:00,67
29.04.2020,15:00,67
29.04.2020,16:00,67
29.04.2020,17:00,69
29.04.2020,18:00,64
29.04.2020,19:00,64
29.04.2020,20:00,69
29.04.2020,21:00,69
29.04.2020,22:00,68
29.04.2020,23:00,68
30.04.2020,00:00,51
30.04.2020,01:00,30
30.04.2020,02:00,30
30.04.2020,03:00,30
30.04.2020,04:00,31
30.04.2020,05:00,49
30.04.2020,06:00,69
30.04.2020,07:00,69
30.04.2020,08:00,69
30.04.2020,09:00,68
30.04.2020,10:00,49
30.04.2020,11:00,48
30.04.2020,12:00,47
30.04.2020,13:00,48
30.04.2020,14:00,48
30.04.2020,15:00,47
30.04.2020,16:00,56
30.04.2020,17:00,68
30.04.2020,18:00,69
30.04.2020,19:00,70
30.04.2020,20:00,70
30.04.2020,21:00,70
30.04.2020,22:00,48
30.04.2020,23:00,23
