Datum,Uhrzeit,Generation_DE E[MW],Generation_DE D[MW],Generation_DE C[MW],Generation_DE F[MW],Generation_DE B[MW],Generation_DE A[MW]
19.02.2020,17:00,0,475,0,0,451,0
19.02.2020,18:00,0,477,0,0,470,0
19.02.2020,19:00,0,488,0,0,469,0
19.02.2020,20:00,0,479,0,0,464,0
19.02.2020,21:00,0,426,0,0,405,0
19.02.2020,22:00,0,344,0,0,413,0
19.02.2020,23:00,0,299,0,0,411,0
20.02.2020,00:00,0,310,0,0,398,0
20.02.2020,01:00,0,302,0,0,392,0
20.02.2020,02:00,0,310,0,0,398,0
20.02.2020,03:00,0,307,0,0,399,0
20.02.2020,04:00,0,299,0,0,395,0
20.02.2020,05:00,0,299,0,0,390,0
20.02.2020,06:00,0,419,0,0,432,0
20.02.2020,07:00,0,469,0,0,418,0
20.02.2020,08:00,0,454,0,0,415,0
20.02.2020,09:00,0,448,0,0,421,0
20.02.2020,10:00,0,480,0,0,416,0
20.02.2020,11:00,0,458,0,0,395,0
20.02.2020,12:00,0,359,0,0,410,0
20.02.2020,13:00,0,415,0,0,440,0
20.02.2020,14:00,0,319,0,0,396,0
20.02.2020,15:00,0,304,0,0,387,0
20.02.2020,16:00,0,304,0,0,385,0
20.02.2020,17:00,0,405,0,0,424,0
20.02.2020,18:00,0,473,0,0,457,0
20.02.2020,19:00,0,387,0,0,433,0
20.02.2020,20:00,0,304,0,0,380,0
20.02.2020,21:00,0,301,0,0,378,0
20.02.2020,22:00,0,302,0,0,377,0
20.02.2020,23:00,0,299,0,0,377,0
21.02.2020,00:00,0,298,0,0,376,0
21.02.2020,01:00,0,297,0,0,377,0
21.02.2020,02:00,0,296,0,0,377,0
21.02.2020,03:00,0,303,0,0,376,0
21.02.2020,04:00,0,295,0,0,390,0
21.02.2020,05:00,0,295,0,0,394,0
21.02.2020,06:00,0,315,0,0,398,0
21.02.2020,07:00,0,299,0,0,394,0
21.02.2020,08:00,0,302,0,0,392,0
21.02.2020,09:00,0,335,0,0,380,0
21.02.2020,10:00,0,300,0,0,367,0
21.02.2020,11:00,0,296,0,0,367,0
21.02.2020,12:00,0,295,0,0,367,0
21.02.2020,13:00,0,295,0,0,369,0
21.02.2020,14:00,0,294,0,0,368,0
21.02.2020,15:00,0,295,0,0,367,0
21.02.2020,16:00,0,304,0,0,385,0
21.02.2020,17:00,0,480,0,0,451,0
21.02.2020,18:00,0,480,0,0,459,0
21.02.2020,19:00,0,491,0,0,455,0
21.02.2020,20:00,0,393,0,0,417,0
21.02.2020,21:00,0,344,0,0,394,0
21.02.2020,22:00,0,297,0,0,374,0
21.02.2020,23:00,0,298,0,0,374,0
22.02.2020,00:00,0,297,0,0,379,0
22.02.2020,01:00,0,298,0,0,382,0
22.02.2020,02:00,0,296,0,0,377,0
22.02.2020,03:00,0,299,0,0,378,0
22.02.2020,04:00,0,299,0,0,387,0
22.02.2020,05:00,0,298,0,0,376,0
22.02.2020,06:00,0,298,0,0,375,0
22.02.2020,07:00,0,298,0,0,375,0
22.02.2020,08:00,0,297,0,0,374,0
22.02.2020,09:00,0,297,0,0,375,0
22.02.2020,10:00,0,298,0,0,376,0
22.02.2020,11:00,0,298,0,0,376,0
22.02.2020,12:00,0,298,0,0,377,0
22.02.2020,13:00,0,299,0,0,379,0
22.02.2020,14:00,0,298,0,0,383,0
22.02.2020,15:00,0,297,0,0,391,0
22.02.2020,16:00,0,299,0,0,395,0
22.02.2020,17:00,0,297,0,0,362,0
22.02.2020,18:00,0,297,0,0,362,0
22.02.2020,19:00,0,296,0,0,360,0
22.02.2020,20:00,0,297,0,0,360,0
22.02.2020,21:00,0,297,0,0,361,0
22.02.2020,22:00,0,297,0,0,360,0
22.02.2020,23:00,0,297,0,0,359,0
23.02.2020,00:00,0,297,0,0,359,0
23.02.2020,01:00,0,307,0,0,359,0
23.02.2020,02:00,0,302,0,0,360,0
23.02.2020,03:00,0,298,0,0,359,0
23.02.2020,04:00,0,298,0,0,360,0
23.02.2020,05:00,0,300,0,0,359,0
23.02.2020,06:00,0,307,0,0,360,0
23.02.2020,07:00,0,313,0,0,367,0
23.02.2020,08:00,0,306,0,0,372,0
23.02.2020,09:00,0,318,0,0,384,0
23.02.2020,10:00,0,313,0,0,378,0
23.02.2020,11:00,0,330,0,0,389,0
23.02.2020,12:00,0,369,0,0,385,0
23.02.2020,13:00,0,325,0,0,374,0
23.02.2020,14:00,0,299,0,0,368,0
23.02.2020,15:00,0,298,0,0,364,0
23.02.2020,16:00,0,306,0,0,364,0
23.02.2020,17:00,0,319,0,0,370,0
23.02.2020,18:00,0,305,0,0,363,0
23.02.2020,19:00,0,302,0,0,363,0
23.02.2020,20:00,0,300,0,0,362,0
23.02.2020,21:00,0,298,0,0,362,0
23.02.2020,22:00,0,306,0,0,369,0
23.02.2020,23:00,0,298,0,0,361,0
24.02.2020,00:00,0,309,0,0,368,0
24.02.2020,01:00,0,306,0,0,367,0
24.02.2020,02:00,0,313,0,0,372,0
24.02.2020,03:00,0,308,0,0,367,0
24.02.2020,04:00,0,303,0,0,360,0
24.02.2020,05:00,0,362,0,0,387,0
24.02.2020,06:00,0,463,0,0,440,0
24.02.2020,07:00,0,436,0,0,443,0
24.02.2020,08:00,0,484,0,0,440,0
24.02.2020,09:00,0,473,0,0,434,0
24.02.2020,10:00,0,464,0,0,445,0
24.02.2020,11:00,0,427,0,0,445,0
24.02.2020,12:00,0,418,0,0,445,0
24.02.2020,13:00,0,416,0,0,445,0
24.02.2020,14:00,0,371,0,0,445,0
24.02.2020,15:00,0,307,0,0,445,0
24.02.2020,16:00,0,329,0,0,445,0
24.02.2020,17:00,0,329,0,0,445,0
24.02.2020,18:00,0,459,0,0,445,0
24.02.2020,19:00,0,492,0,0,445,0
24.02.2020,20:00,0,328,0,0,445,0
24.02.2020,21:00,0,297,0,0,445,0
24.02.2020,22:00,0,297,0,0,445,0
24.02.2020,23:00,0,297,0,0,445,0
25.02.2020,00:00,0,298,0,0,445,0
25.02.2020,01:00,0,297,0,0,445,0
25.02.2020,02:00,0,297,0,0,445,0
25.02.2020,03:00,0,296,0,0,445,0
25.02.2020,04:00,0,300,0,0,445,0
25.02.2020,05:00,0,297,0,0,445,0
25.02.2020,06:00,0,305,0,0,445,0
25.02.2020,07:00,0,303,0,0,445,0
25.02.2020,08:00,0,301,0,0,445,0
25.02.2020,09:00,0,298,0,0,445,0
25.02.2020,10:00,0,296,0,0,445,0
25.02.2020,11:00,0,306,0,0,358,0
25.02.2020,12:00,0,297,0,0,365,0
25.02.2020,13:00,0,297,0,0,361,0
25.02.2020,14:00,0,298,0,0,346,0
25.02.2020,15:00,0,297,2,0,345,0
25.02.2020,16:00,0,355,75,0,361,0
25.02.2020,17:00,0,437,103,0,412,0
25.02.2020,18:00,0,477,125,0,429,0
25.02.2020,19:00,0,478,137,0,410,0
25.02.2020,20:00,0,482,160,0,412,0
25.02.2020,21:00,0,470,173,0,422,0
25.02.2020,22:00,0,429,166,0,417,0
25.02.2020,23:00,0,303,161,0,367,0
26.02.2020,00:00,0,314,158,0,372,0
26.02.2020,01:00,0,325,153,0,367,0
26.02.2020,02:00,0,314,153,0,374,0
26.02.2020,03:00,0,305,148,0,383,0
26.02.2020,04:00,0,367,154,0,389,0
26.02.2020,05:00,0,302,279,0,369,0
26.02.2020,06:00,0,437,414,0,407,0
26.02.2020,07:00,0,468,428,0,412,0
26.02.2020,08:00,0,481,450,0,425,0
26.02.2020,09:00,0,478,469,0,423,0
26.02.2020,10:00,0,466,473,0,432,0
26.02.2020,11:00,0,489,489,0,432,0
26.02.2020,12:00,0,493,497,0,432,0
26.02.2020,13:00,0,453,486,0,422,0
26.02.2020,14:00,0,426,484,0,416,68
26.02.2020,15:00,0,482,504,0,435,115
26.02.2020,16:00,0,478,503,0,432,139
26.02.2020,17:00,0,483,502,0,439,158
26.02.2020,18:00,0,482,501,0,438,171
26.02.2020,19:00,0,469,489,0,424,197
26.02.2020,20:00,0,480,500,0,443,203
26.02.2020,21:00,0,486,498,0,445,214
26.02.2020,22:00,0,488,499,0,437,215
26.02.2020,23:00,0,487,496,0,436,217
27.02.2020,00:00,0,451,470,0,433,193
27.02.2020,01:00,0,438,467,0,426,198
27.02.2020,02:00,0,394,457,0,388,175
27.02.2020,03:00,0,322,347,0,380,173
27.02.2020,04:00,0,315,375,0,367,156
27.02.2020,05:00,0,468,491,0,425,201
27.02.2020,06:00,0,491,489,0,427,212
27.02.2020,07:00,0,495,494,0,422,212
27.02.2020,08:00,0,492,493,0,430,212
27.02.2020,09:00,0,493,492,0,420,213
27.02.2020,10:00,0,493,492,0,415,211
27.02.2020,11:00,0,497,487,0,425,213
27.02.2020,12:00,0,497,485,0,437,212
27.02.2020,13:00,0,494,486,0,441,220
27.02.2020,14:00,0,494,499,0,448,217
27.02.2020,15:00,0,495,501,0,436,208
27.02.2020,16:00,0,496,498,0,432,215
27.02.2020,17:00,0,481,229,0,420,218
27.02.2020,18:00,0,488,235,0,440,211
27.02.2020,19:00,0,471,230,0,430,265
27.02.2020,20:00,0,414,164,0,411,412
27.02.2020,21:00,0,478,234,0,440,478
27.02.2020,22:00,0,490,230,0,449,490
27.02.2020,23:00,0,489,232,0,449,492
28.02.2020,00:00,0,465,201,0,445,477
28.02.2020,01:00,0,322,195,0,372,349
28.02.2020,02:00,0,320,198,0,376,336
28.02.2020,03:00,0,315,198,0,376,333
28.02.2020,04:00,0,306,198,0,369,327
28.02.2020,05:00,0,352,198,0,363,405
28.02.2020,06:00,0,453,236,0,427,484
28.02.2020,07:00,0,483,238,0,411,487
28.02.2020,08:00,0,494,244,0,418,497
28.02.2020,09:00,0,487,240,0,414,487
28.02.2020,10:00,0,492,236,0,426,494
28.02.2020,11:00,0,427,209,0,417,461
28.02.2020,12:00,0,305,159,0,345,313
28.02.2020,13:00,0,303,158,0,346,316
28.02.2020,14:00,0,321,159,0,337,354
28.02.2020,15:00,0,341,158,0,339,375
28.02.2020,16:00,0,482,226,0,430,489
28.02.2020,17:00,0,487,239,0,441,493
28.02.2020,18:00,0,467,223,0,422,468
28.02.2020,19:00,0,411,185,0,398,440
28.02.2020,20:00,0,384,163,0,384,395
28.02.2020,21:00,0,306,114,0,350,322
28.02.2020,22:00,0,380,0,0,389,364
28.02.2020,23:00,0,323,0,0,351,316
29.02.2020,00:00,0,343,0,0,340,295
29.02.2020,01:00,0,300,0,0,331,144
29.02.2020,02:00,0,299,0,0,333,0
29.02.2020,03:00,0,303,0,0,326,0
29.02.2020,04:00,0,298,0,0,363,0
29.02.2020,05:00,0,301,0,0,367,0
29.02.2020,06:00,0,303,0,0,367,0
29.02.2020,07:00,0,297,0,0,362,0
29.02.2020,08:00,0,297,0,0,371,0
29.02.2020,09:00,0,297,0,0,368,0
29.02.2020,10:00,0,298,0,0,377,0
29.02.2020,11:00,0,299,0,0,378,0
29.02.2020,12:00,0,306,0,0,364,0
29.02.2020,13:00,0,311,0,0,358,0
29.02.2020,14:00,0,366,0,0,383,0
29.02.2020,15:00,0,311,0,0,360,0
29.02.2020,16:00,0,297,0,0,362,0
29.02.2020,17:00,0,296,0,0,365,0
29.02.2020,18:00,0,303,0,0,367,0
29.02.2020,19:00,0,302,0,0,365,0
29.02.2020,20:00,0,297,0,0,367,0
29.02.2020,21:00,0,297,0,0,368,0
29.02.2020,22:00,0,367,0,0,386,0
29.02.2020,23:00,0,298,0,0,369,0
01.03.2020,00:00,0,296,0,0,368,0
01.03.2020,01:00,0,297,0,0,368,0
01.03.2020,02:00,0,297,0,0,370,0
01.03.2020,03:00,0,297,0,0,370,0
01.03.2020,04:00,0,296,0,0,372,0
01.03.2020,05:00,0,296,0,0,380,0
01.03.2020,06:00,0,297,0,0,373,0
01.03.2020,07:00,0,298,0,0,369,0
01.03.2020,08:00,0,296,0,0,369,0
01.03.2020,09:00,0,294,0,0,368,0
01.03.2020,10:00,0,294,0,0,376,0
01.03.2020,11:00,0,296,0,0,373,0
01.03.2020,12:00,0,297,0,0,374,0
01.03.2020,13:00,0,296,0,0,378,0
01.03.2020,14:00,0,298,0,0,373,0
01.03.2020,15:00,0,307,0,0,375,0
01.03.2020,16:00,0,315,0,0,384,0
01.03.2020,17:00,0,467,0,0,465,0
01.03.2020,18:00,0,472,0,0,470,0
01.03.2020,19:00,0,473,0,0,472,0
01.03.2020,20:00,0,381,0,0,406,0
01.03.2020,21:00,0,410,0,0,428,0
01.03.2020,22:00,0,355,0,0,392,0
01.03.2020,23:00,0,296,1,0,397,0
02.03.2020,00:00,0,298,108,0,397,0
02.03.2020,01:00,0,297,132,0,392,111
02.03.2020,02:00,0,298,150,0,392,162
02.03.2020,03:00,0,300,152,0,393,162
02.03.2020,04:00,0,326,157,0,404,162
02.03.2020,05:00,0,376,158,0,408,186
02.03.2020,06:00,0,408,279,0,416,383
02.03.2020,07:00,0,466,421,0,435,424
02.03.2020,08:00,0,478,471,0,466,462
02.03.2020,09:00,0,492,500,0,465,482
02.03.2020,10:00,0,492,504,0,468,493
02.03.2020,11:00,0,491,505,0,461,497
02.03.2020,12:00,0,488,505,0,462,499
02.03.2020,13:00,0,487,505,0,466,501
02.03.2020,14:00,0,487,505,0,462,500
02.03.2020,15:00,0,490,504,0,438,496
02.03.2020,16:00,0,492,504,0,429,498
02.03.2020,17:00,0,494,504,0,430,499
02.03.2020,18:00,0,452,504,0,431,498
02.03.2020,19:00,0,202,503,0,437,489
02.03.2020,20:00,0,219,504,0,429,496
02.03.2020,21:00,0,233,504,0,378,493
02.03.2020,22:00,0,233,504,0,378,492
02.03.2020,23:00,0,234,503,0,378,487
03.03.2020,00:00,0,232,426,0,367,396
03.03.2020,01:00,0,165,341,0,357,325
03.03.2020,02:00,0,158,338,0,359,324
03.03.2020,03:00,0,159,341,0,362,320
03.03.2020,04:00,0,229,420,0,365,385
03.03.2020,05:00,0,232,488,0,382,473
03.03.2020,06:00,0,232,495,0,371,476
03.03.2020,07:00,0,233,495,0,425,479
03.03.2020,08:00,0,235,495,0,447,482
03.03.2020,09:00,0,232,491,0,450,479
03.03.2020,10:00,0,232,492,0,454,479
03.03.2020,11:00,0,233,492,0,456,481
03.03.2020,12:00,0,233,492,0,457,480
03.03.2020,13:00,0,233,494,0,465,481
03.03.2020,14:00,0,234,492,0,451,481
03.03.2020,15:00,0,234,493,0,451,479
03.03.2020,16:00,0,234,492,0,452,479
03.03.2020,17:00,0,233,494,0,446,479
03.03.2020,18:00,0,233,494,0,442,481
03.03.2020,19:00,0,232,493,0,446,478
03.03.2020,20:00,0,232,493,0,449,479
03.03.2020,21:00,0,233,491,0,444,478
03.03.2020,22:00,0,229,479,0,449,478
03.03.2020,23:00,0,230,473,0,426,460
04.03.2020,00:00,0,232,488,0,445,473
04.03.2020,01:00,0,230,485,0,422,468
04.03.2020,02:00,0,233,419,0,381,388
04.03.2020,03:00,0,224,380,0,354,342
04.03.2020,04:00,0,226,382,0,359,342
04.03.2020,05:00,0,231,480,0,409,455
04.03.2020,06:00,0,230,485,0,410,465
04.03.2020,07:00,0,232,494,0,424,479
04.03.2020,08:00,0,233,499,0,431,498
04.03.2020,09:00,0,228,486,0,432,481
04.03.2020,10:00,0,228,486,0,431,478
04.03.2020,11:00,0,232,498,0,443,492
04.03.2020,12:00,0,233,499,0,455,490
04.03.2020,13:00,0,234,498,0,451,492
04.03.2020,14:00,0,233,498,0,443,491
04.03.2020,15:00,0,234,500,0,450,493
04.03.2020,16:00,0,233,495,0,441,486
04.03.2020,17:00,0,234,491,0,449,481
04.03.2020,18:00,0,232,498,0,445,488
04.03.2020,19:00,0,232,502,0,438,493
04.03.2020,20:00,0,233,500,0,437,489
04.03.2020,21:00,0,233,495,0,437,484
04.03.2020,22:00,0,233,492,0,449,481
04.03.2020,23:00,0,232,487,0,437,477
05.03.2020,00:00,0,221,499,0,446,486
05.03.2020,01:00,0,221,499,0,439,482
05.03.2020,02:00,0,221,499,0,437,484
05.03.2020,03:00,0,222,500,0,443,487
05.03.2020,04:00,0,222,497,0,451,483
05.03.2020,05:00,0,222,498,0,455,494
05.03.2020,06:00,0,222,498,0,442,495
05.03.2020,07:00,0,222,480,0,416,468
05.03.2020,08:00,0,222,488,0,438,442
05.03.2020,09:00,0,221,490,0,441,454
05.03.2020,10:00,0,223,497,0,448,492
05.03.2020,11:00,0,222,494,0,437,488
05.03.2020,12:00,0,222,490,0,425,482
05.03.2020,13:00,0,221,498,0,439,488
05.03.2020,14:00,0,221,483,0,420,472
05.03.2020,15:00,0,227,474,0,406,470
05.03.2020,16:00,0,230,498,0,438,491
05.03.2020,17:00,0,228,500,0,439,486
05.03.2020,18:00,0,230,491,0,419,286
05.03.2020,19:00,0,231,487,0,418,217
05.03.2020,20:00,0,232,492,0,428,217
05.03.2020,21:00,0,231,480,0,430,161
05.03.2020,22:00,0,235,433,0,363,165
05.03.2020,23:00,0,175,315,0,340,168
06.03.2020,00:00,0,151,307,0,351,161
06.03.2020,01:00,0,157,302,0,343,159
06.03.2020,02:00,0,155,311,0,353,161
06.03.2020,03:00,0,154,336,0,346,159
06.03.2020,04:00,0,154,300,0,340,159
06.03.2020,05:00,0,165,424,0,349,162
06.03.2020,06:00,0,287,475,0,425,200
06.03.2020,07:00,0,442,483,0,429,184
06.03.2020,08:00,0,474,482,0,442,209
06.03.2020,09:00,0,483,496,0,461,215
06.03.2020,10:00,0,483,496,0,461,218
06.03.2020,11:00,0,487,495,0,456,237
06.03.2020,12:00,0,495,496,0,458,233
06.03.2020,13:00,0,495,497,0,456,231
06.03.2020,14:00,0,496,500,0,467,227
06.03.2020,15:00,0,496,500,0,459,224
06.03.2020,16:00,0,495,499,0,457,225
06.03.2020,17:00,0,495,498,0,444,228
06.03.2020,18:00,0,494,498,0,446,228
06.03.2020,19:00,0,493,497,0,437,226
06.03.2020,20:00,0,491,496,0,387,225
06.03.2020,21:00,0,495,500,0,406,224
06.03.2020,22:00,0,495,498,0,418,222
06.03.2020,23:00,0,402,462,0,398,180
07.03.2020,00:00,0,325,379,0,377,161
07.03.2020,01:00,0,316,337,0,369,161
07.03.2020,02:00,0,302,326,0,372,161
07.03.2020,03:00,0,303,328,0,383,161
07.03.2020,04:00,0,303,313,0,397,160
07.03.2020,05:00,0,332,395,0,392,160
07.03.2020,06:00,0,409,469,0,419,161
07.03.2020,07:00,0,497,497,0,462,208
07.03.2020,08:00,0,498,499,0,457,233
07.03.2020,09:00,0,499,499,0,458,231
07.03.2020,10:00,0,499,499,0,458,232
07.03.2020,11:00,0,482,496,0,448,223
07.03.2020,12:00,0,321,389,0,380,184
07.03.2020,13:00,0,297,307,0,353,181
07.03.2020,14:00,0,299,313,0,390,159
07.03.2020,15:00,0,331,316,0,408,156
07.03.2020,16:00,0,363,429,0,414,172
07.03.2020,17:00,0,488,501,0,457,226
07.03.2020,18:00,0,499,496,0,466,230
07.03.2020,19:00,0,469,467,0,433,212
07.03.2020,20:00,0,366,441,0,384,159
07.03.2020,21:00,0,184,325,0,400,152
07.03.2020,22:00,0,40,311,0,385,73
07.03.2020,23:00,0,0,317,0,411,0
08.03.2020,00:00,0,0,303,0,386,0
08.03.2020,01:00,0,0,303,0,386,0
08.03.2020,02:00,0,0,302,0,384,0
08.03.2020,03:00,0,0,301,0,383,0
08.03.2020,04:00,0,0,299,0,377,0
08.03.2020,05:00,0,0,298,0,379,0
08.03.2020,06:00,0,0,298,0,372,0
08.03.2020,07:00,0,0,298,0,371,0
08.03.2020,08:00,0,0,298,0,371,0
08.03.2020,09:00,0,0,298,0,372,0
08.03.2020,10:00,0,0,298,0,372,0
08.03.2020,11:00,0,0,298,0,374,0
08.03.2020,12:00,0,0,299,0,372,0
08.03.2020,13:00,0,0,298,0,379,0
08.03.2020,14:00,0,0,298,0,373,0
08.03.2020,15:00,0,0,298,0,381,0
08.03.2020,16:00,0,0,303,0,390,0
08.03.2020,17:00,0,0,320,0,393,0
08.03.2020,18:00,0,0,467,0,426,22
08.03.2020,19:00,0,0,484,0,439,126
08.03.2020,20:00,0,0,497,0,455,151
08.03.2020,21:00,0,0,492,0,448,178
08.03.2020,22:00,0,0,502,0,472,177
08.03.2020,23:00,0,0,476,0,436,169
09.03.2020,00:00,0,0,387,0,387,169
09.03.2020,01:00,0,0,360,0,386,291
09.03.2020,02:00,0,0,318,0,385,283
09.03.2020,03:00,0,0,313,0,386,296
09.03.2020,04:00,0,0,314,0,415,289
09.03.2020,05:00,0,0,425,0,423,388
09.03.2020,06:00,0,0,494,0,457,491
09.03.2020,07:00,0,0,499,0,453,492
09.03.2020,08:00,0,0,499,0,457,491
09.03.2020,09:00,0,0,499,0,459,493
09.03.2020,10:00,0,0,490,0,451,488
09.03.2020,11:00,0,0,498,0,459,497
09.03.2020,12:00,0,0,491,0,459,492
09.03.2020,13:00,0,0,481,0,429,449
09.03.2020,14:00,0,0,501,0,456,496
09.03.2020,15:00,0,0,489,0,426,490
09.03.2020,16:00,0,0,493,0,433,497
09.03.2020,17:00,0,0,494,0,429,496
09.03.2020,18:00,0,0,496,0,436,497
09.03.2020,19:00,0,0,489,0,430,494
09.03.2020,20:00,0,0,490,0,438,495
09.03.2020,21:00,0,0,484,0,432,487
09.03.2020,22:00,0,0,469,0,396,447
09.03.2020,23:00,0,0,399,0,376,377
10.03.2020,00:00,0,0,317,0,347,272
10.03.2020,01:00,0,0,314,0,351,136
10.03.2020,02:00,0,0,305,0,350,0
10.03.2020,03:00,0,0,305,0,337,0
10.03.2020,04:00,0,0,305,0,345,0
10.03.2020,05:00,0,0,304,0,342,0
10.03.2020,06:00,0,0,303,0,348,0
10.03.2020,07:00,0,0,304,0,352,0
10.03.2020,08:00,0,0,349,0,371,0
10.03.2020,09:00,0,0,345,0,363,0
10.03.2020,10:00,0,0,361,0,381,0
10.03.2020,11:00,0,0,363,0,375,0
10.03.2020,12:00,0,0,317,0,345,0
10.03.2020,13:00,0,0,323,0,348,0
10.03.2020,14:00,0,0,322,0,341,0
10.03.2020,15:00,0,0,320,0,343,0
10.03.2020,16:00,0,0,304,0,369,0
10.03.2020,17:00,0,0,303,0,375,0
10.03.2020,18:00,0,0,413,0,385,0
10.03.2020,19:00,0,0,372,0,379,0
10.03.2020,20:00,0,0,305,0,388,0
10.03.2020,21:00,0,0,299,0,356,0
10.03.2020,22:00,0,0,300,0,354,0
10.03.2020,23:00,0,0,300,0,354,0
11.03.2020,00:00,0,0,317,0,349,0
11.03.2020,01:00,0,0,316,0,349,0
11.03.2020,02:00,0,0,317,0,356,0
11.03.2020,03:00,0,0,321,0,369,0
11.03.2020,04:00,0,0,327,0,378,0
11.03.2020,05:00,0,0,343,0,363,0
11.03.2020,06:00,0,0,464,0,386,0
11.03.2020,07:00,0,0,478,0,397,0
11.03.2020,08:00,0,0,452,0,376,0
11.03.2020,09:00,0,0,474,0,397,0
11.03.2020,10:00,0,0,472,0,394,0
11.03.2020,11:00,0,0,471,0,406,0
11.03.2020,12:00,0,0,424,0,377,0
11.03.2020,13:00,0,0,392,0,387,0
11.03.2020,14:00,0,0,459,0,403,0
11.03.2020,15:00,0,0,498,0,455,0
11.03.2020,16:00,0,0,501,0,445,0
11.03.2020,17:00,0,0,499,0,439,0
11.03.2020,18:00,0,0,488,0,443,0
11.03.2020,19:00,0,0,490,0,424,0
11.03.2020,20:00,0,0,468,0,418,0
11.03.2020,21:00,0,0,326,0,351,0
11.03.2020,22:00,0,0,310,0,331,0
11.03.2020,23:00,0,0,310,0,343,0
12.03.2020,00:00,0,0,306,0,342,0
12.03.2020,01:00,0,0,306,0,331,0
12.03.2020,02:00,0,0,306,0,342,0
12.03.2020,03:00,0,0,306,0,334,0
12.03.2020,04:00,0,0,304,0,344,0
12.03.2020,05:00,0,0,305,0,349,0
12.03.2020,06:00,0,0,308,0,343,0
12.03.2020,07:00,0,0,325,0,337,0
12.03.2020,08:00,0,0,329,0,340,0
12.03.2020,09:00,0,0,321,0,349,0
12.03.2020,10:00,0,0,327,0,347,0
12.03.2020,11:00,0,0,328,0,342,0
12.03.2020,12:00,0,0,324,0,352,0
12.03.2020,13:00,0,0,307,0,351,0
12.03.2020,14:00,0,0,311,0,351,0
12.03.2020,15:00,0,0,308,0,349,0
12.03.2020,16:00,0,0,300,0,353,0
12.03.2020,17:00,0,0,305,0,347,0
12.03.2020,18:00,0,0,413,0,363,0
12.03.2020,19:00,0,0,436,0,370,0
12.03.2020,20:00,0,0,433,0,371,0
12.03.2020,21:00,0,0,304,0,353,0
12.03.2020,22:00,0,0,299,0,350,0
12.03.2020,23:00,0,0,300,0,349,0
13.03.2020,00:00,0,0,300,0,360,0
13.03.2020,01:00,0,0,300,0,358,0
13.03.2020,02:00,0,0,342,0,356,0
13.03.2020,03:00,0,0,299,0,358,0
13.03.2020,04:00,0,0,301,0,362,0
13.03.2020,05:00,0,0,358,0,365,0
13.03.2020,06:00,0,0,345,0,353,0
13.03.2020,07:00,0,0,427,0,373,0
13.03.2020,08:00,0,0,394,0,359,0
13.03.2020,09:00,0,0,302,0,362,0
13.03.2020,10:00,0,0,299,0,360,0
13.03.2020,11:00,0,0,378,0,363,0
13.03.2020,12:00,0,0,305,0,369,0
13.03.2020,13:00,0,0,298,0,370,0
13.03.2020,14:00,0,0,300,0,356,0
13.03.2020,15:00,0,0,298,0,346,0
13.03.2020,16:00,0,0,299,0,347,0
13.03.2020,17:00,0,0,464,0,415,0
13.03.2020,18:00,0,0,490,0,432,0
13.03.2020,19:00,0,0,501,0,428,0
13.03.2020,20:00,0,0,503,0,428,0
13.03.2020,21:00,0,0,503,0,437,0
13.03.2020,22:00,0,0,503,0,432,0
13.03.2020,23:00,0,0,501,0,439,0
14.03.2020,00:00,0,0,491,0,428,0
14.03.2020,01:00,0,0,498,0,439,0
14.03.2020,02:00,0,0,496,0,444,0
14.03.2020,03:00,0,0,462,0,398,0
14.03.2020,04:00,0,0,482,0,431,0
14.03.2020,05:00,0,0,495,0,451,0
14.03.2020,06:00,0,0,496,0,457,0
14.03.2020,07:00,0,0,471,0,430,0
14.03.2020,08:00,0,0,442,0,378,0
14.03.2020,09:00,0,0,483,0,439,0
14.03.2020,10:00,0,0,337,0,382,0
14.03.2020,11:00,0,0,339,0,393,0
14.03.2020,12:00,0,0,309,0,365,0
14.03.2020,13:00,0,0,304,0,370,0
14.03.2020,14:00,0,0,305,0,367,0
14.03.2020,15:00,0,0,306,0,366,0
14.03.2020,16:00,0,0,339,0,378,0
14.03.2020,17:00,0,0,484,0,459,0
14.03.2020,18:00,0,0,495,0,461,0
14.03.2020,19:00,0,0,491,0,460,0
14.03.2020,20:00,0,0,499,0,458,0
14.03.2020,21:00,0,0,500,0,458,0
14.03.2020,22:00,0,0,449,0,377,0
14.03.2020,23:00,0,0,319,0,366,0
15.03.2020,00:00,0,0,304,0,364,0
15.03.2020,01:00,0,0,300,0,363,0
15.03.2020,02:00,0,0,298,0,364,0
15.03.2020,03:00,0,0,298,0,364,0
15.03.2020,04:00,0,0,299,0,365,0
15.03.2020,05:00,0,0,298,0,375,0
15.03.2020,06:00,0,0,299,0,372,0
15.03.2020,07:00,0,0,298,0,369,0
15.03.2020,08:00,0,0,298,0,368,0
15.03.2020,09:00,0,0,298,0,369,0
15.03.2020,10:00,0,0,298,0,370,0
15.03.2020,11:00,0,0,298,0,374,0
15.03.2020,12:00,0,0,298,0,372,0
15.03.2020,13:00,0,0,298,0,377,0
15.03.2020,14:00,0,0,298,0,376,0
15.03.2020,15:00,0,0,299,0,375,0
15.03.2020,16:00,0,0,303,0,398,0
15.03.2020,17:00,0,0,303,0,422,0
15.03.2020,18:00,0,0,461,0,477,0
15.03.2020,19:00,0,0,492,0,476,0
15.03.2020,20:00,0,0,488,0,471,0
15.03.2020,21:00,0,0,487,0,466,0
