Datum,Uhrzeit,Generation_DE Block 2 Tiefstack[MW],Generation_DE Gas0und0Dampfturbinen Tiefstack[MW]
25.04.2020,06:00,65,0
25.04.2020,07:00,68,0
25.04.2020,08:00,71,0
25.04.2020,09:00,69,0
25.04.2020,10:00,63,0
25.04.2020,11:00,64,0
25.04.2020,12:00,64,0
25.04.2020,13:00,65,0
25.04.2020,14:00,66,0
25.04.2020,15:00,68,0
25.04.2020,16:00,67,0
25.04.2020,17:00,69,0
25.04.2020,18:00,68,0
25.04.2020,19:00,64,0
25.04.2020,20:00,61,0
25.04.2020,21:00,62,0
25.04.2020,22:00,63,0
25.04.2020,23:00,63,0
26.04.2020,00:00,62,0
26.04.2020,01:00,62,0
26.04.2020,02:00,62,0
26.04.2020,03:00,62,0
26.04.2020,04:00,63,0
26.04.2020,05:00,66,0
26.04.2020,06:00,70,0
26.04.2020,07:00,66,0
26.04.2020,08:00,59,0
26.04.2020,09:00,59,0
26.04.2020,10:00,60,0
26.04.2020,11:00,61,0
26.04.2020,12:00,61,0
26.04.2020,13:00,64,0
26.04.2020,14:00,67,0
26.04.2020,15:00,68,0
26.04.2020,16:00,68,0
26.04.2020,17:00,68,0
26.04.2020,18:00,65,0
26.04.2020,19:00,62,0
26.04.2020,20:00,30,0
26.04.2020,21:00,60,0
26.04.2020,22:00,60,0
26.04.2020,23:00,60,0
27.04.2020,00:00,60,0
27.04.2020,01:00,60,0
27.04.2020,02:00,61,0
27.04.2020,03:00,62,0
27.04.2020,04:00,63,0
27.04.2020,05:00,69,0
27.04.2020,06:00,71,0
27.04.2020,07:00,72,0
27.04.2020,08:00,69,0
27.04.2020,09:00,63,0
27.04.2020,10:00,61,0
27.04.2020,11:00,63,0
27.04.2020,12:00,68,0
27.04.2020,13:00,71,0
27.04.2020,14:00,72,0
27.04.2020,15:00,74,0
27.04.2020,16:00,75,0
27.04.2020,17:00,74,0
27.04.2020,18:00,114,0
27.04.2020,19:00,163,0
27.04.2020,20:00,165,0
27.04.2020,21:00,156,0
27.04.2020,22:00,94,0
27.04.2020,23:00,75,0
28.04.2020,00:00,76,0
28.04.2020,01:00,75,0
28.04.2020,02:00,73,0
28.04.2020,03:00,71,0
28.04.2020,04:00,71,0
28.04.2020,05:00,69,0
28.04.2020,06:00,67,0
28.04.2020,07:00,70,0
28.04.2020,08:00,70,0
28.04.2020,09:00,71,0
28.04.2020,10:00,65,0
28.04.2020,11:00,64,0
28.04.2020,12:00,64,0
28.04.2020,13:00,65,0
28.04.2020,14:00,68,0
28.04.2020,15:00,69,0
28.04.2020,16:00,66,0
28.04.2020,17:00,65,0
28.04.2020,18:00,67,0
28.04.2020,19:00,67,0
28.04.2020,20:00,70,0
28.04.2020,21:00,65,0
28.04.2020,22:00,63,0
28.04.2020,23:00,65,0
29.04.2020,00:00,66,0
29.04.2020,01:00,64,0
29.04.2020,02:00,64,0
29.04.2020,03:00,64,0
29.04.2020,04:00,63,0
29.04.2020,05:00,67,0
29.04.2020,06:00,75,0
29.04.2020,07:00,91,0
29.04.2020,08:00,149,0
29.04.2020,09:00,157,0
29.04.2020,10:00,151,0
29.04.2020,11:00,90,0
29.04.2020,12:00,83,0
29.04.2020,13:00,67,0
29.04.2020,14:00,58,0
29.04.2020,15:00,60,0
29.04.2020,16:00,61,0
29.04.2020,17:00,58,0
29.04.2020,18:00,77,0
29.04.2020,19:00,88,0
29.04.2020,20:00,89,0
29.04.2020,21:00,87,0
29.04.2020,22:00,79,0
29.04.2020,23:00,40,0
30.04.2020,00:00,31,0
30.04.2020,01:00,30,0
30.04.2020,02:00,9,0
30.04.2020,03:00,0,0
30.04.2020,04:00,0,0
30.04.2020,05:00,0,0
30.04.2020,06:00,0,0
30.04.2020,07:00,0,0
30.04.2020,08:00,0,0
30.04.2020,09:00,0,0
30.04.2020,10:00,0,0
30.04.2020,11:00,0,0
30.04.2020,12:00,0,0
30.04.2020,13:00,0,0
30.04.2020,14:00,0,0
30.04.2020,15:00,0,0
30.04.2020,16:00,0,0
30.04.2020,17:00,0,0
30.04.2020,18:00,0,0
30.04.2020,19:00,0,0
30.04.2020,20:00,0,0
30.04.2020,21:00,0,0
30.04.2020,22:00,0,0
30.04.2020,23:00,0,0
