Datum,Uhrzeit,Generation_DE MÜN GT17[MW],Generation_DE MÜN GT18[MW],Generation_DE MÜN GT16[MW],Generation_DE MÜN DT15[MW],Generation_DE MÜN DT12[MW],Generation_DE MÜN DT19 neu[MW]
10.01.2020,09:00,0,0,0,0,0,48
10.01.2020,10:00,0,0,0,0,0,48
10.01.2020,11:00,0,0,0,0,0,46
10.01.2020,12:00,0,0,0,0,0,46
10.01.2020,13:00,0,0,0,0,0,49
10.01.2020,14:00,0,0,0,0,0,47
10.01.2020,15:00,0,0,0,0,0,48
10.01.2020,16:00,0,0,0,0,0,49
10.01.2020,17:00,0,0,0,0,0,51
10.01.2020,18:00,0,0,0,0,0,49
10.01.2020,19:00,0,0,0,0,0,48
10.01.2020,20:00,0,0,0,0,0,49
10.01.2020,21:00,0,0,0,0,0,50
10.01.2020,22:00,0,0,0,0,0,54
10.01.2020,23:00,0,0,0,0,0,55
11.01.2020,00:00,0,0,0,0,0,55
11.01.2020,01:00,0,0,0,0,0,55
11.01.2020,02:00,0,0,0,0,0,56
11.01.2020,03:00,0,0,0,0,0,55
11.01.2020,04:00,0,0,0,0,0,54
11.01.2020,05:00,0,0,0,0,0,53
11.01.2020,06:00,0,0,0,0,0,53
11.01.2020,07:00,0,0,0,0,0,53
11.01.2020,08:00,0,0,0,0,0,52
11.01.2020,09:00,0,0,0,0,0,45
11.01.2020,10:00,0,0,0,0,0,45
11.01.2020,11:00,0,0,0,0,0,44
11.01.2020,12:00,0,0,0,0,0,44
11.01.2020,13:00,0,0,0,0,0,47
11.01.2020,14:00,0,0,0,0,0,46
11.01.2020,15:00,0,0,0,0,0,46
11.01.2020,16:00,0,0,0,0,0,45
11.01.2020,17:00,0,0,0,0,0,48
11.01.2020,18:00,0,0,0,0,0,50
11.01.2020,19:00,0,0,0,0,0,49
11.01.2020,20:00,0,0,0,0,0,49
11.01.2020,21:00,0,0,0,0,0,49
11.01.2020,22:00,0,0,0,0,0,49
11.01.2020,23:00,0,0,0,0,0,51
12.01.2020,00:00,0,0,0,0,0,51
12.01.2020,01:00,0,0,0,0,0,51
12.01.2020,02:00,0,0,0,0,0,50
12.01.2020,03:00,0,0,0,0,0,51
12.01.2020,04:00,0,0,0,0,0,50
12.01.2020,05:00,0,0,0,0,0,50
12.01.2020,06:00,0,0,0,0,0,50
12.01.2020,07:00,0,0,0,0,0,49
12.01.2020,08:00,0,0,0,0,0,53
12.01.2020,09:00,0,0,0,0,0,55
12.01.2020,10:00,0,0,0,0,0,56
12.01.2020,11:00,0,0,0,0,0,52
12.01.2020,12:00,0,0,0,0,0,49
12.01.2020,13:00,0,0,0,0,0,49
12.01.2020,14:00,0,0,0,0,0,50
12.01.2020,15:00,0,0,0,0,0,50
12.01.2020,16:00,0,0,0,0,0,54
12.01.2020,17:00,0,0,0,0,0,55
12.01.2020,18:00,0,0,0,0,0,57
12.01.2020,19:00,0,0,0,0,0,58
12.01.2020,20:00,0,0,0,0,0,58
12.01.2020,21:00,0,0,0,0,0,57
12.01.2020,22:00,0,0,0,0,0,56
12.01.2020,23:00,0,0,0,0,0,54
13.01.2020,00:00,0,0,0,0,0,51
13.01.2020,01:00,0,0,0,0,0,53
13.01.2020,02:00,0,0,0,0,0,51
13.01.2020,03:00,0,0,0,0,0,52
13.01.2020,04:00,0,0,0,0,0,52
13.01.2020,05:00,0,0,0,0,0,54
13.01.2020,06:00,0,0,0,0,0,54
13.01.2020,07:00,0,0,0,0,0,57
13.01.2020,08:00,0,0,0,0,0,61
13.01.2020,09:00,0,0,0,0,0,59
13.01.2020,10:00,0,0,0,0,0,56
13.01.2020,11:00,0,0,0,0,0,56
13.01.2020,12:00,0,0,0,0,0,51
13.01.2020,13:00,0,0,0,0,0,48
13.01.2020,14:00,0,0,0,0,0,47
13.01.2020,15:00,0,0,0,0,0,50
13.01.2020,16:00,0,0,0,0,0,50
13.01.2020,17:00,0,0,0,0,0,52
13.01.2020,18:00,0,0,0,0,0,53
13.01.2020,19:00,0,0,0,0,0,60
13.01.2020,20:00,0,0,0,0,0,61
13.01.2020,21:00,0,0,0,0,0,60
13.01.2020,22:00,0,0,0,0,0,58
13.01.2020,23:00,0,0,0,0,0,55
14.01.2020,00:00,0,0,0,0,0,48
14.01.2020,01:00,0,0,0,0,0,49
14.01.2020,02:00,0,0,0,0,0,49
14.01.2020,03:00,0,0,0,0,0,50
14.01.2020,04:00,0,0,0,0,0,55
14.01.2020,05:00,0,0,0,0,0,54
14.01.2020,06:00,0,0,0,0,0,53
14.01.2020,07:00,0,0,0,0,0,56
14.01.2020,08:00,0,0,0,0,0,61
14.01.2020,09:00,0,0,0,0,0,61
14.01.2020,10:00,0,0,0,0,0,61
14.01.2020,11:00,0,0,0,0,0,54
14.01.2020,12:00,0,0,0,0,0,51
14.01.2020,13:00,0,0,0,0,0,52
14.01.2020,14:00,0,0,0,0,0,49
14.01.2020,15:00,0,0,0,0,0,48
14.01.2020,16:00,0,0,0,0,0,54
14.01.2020,17:00,0,0,0,0,0,53
14.01.2020,18:00,0,0,0,0,0,55
14.01.2020,19:00,0,0,0,0,0,53
14.01.2020,20:00,0,0,0,0,0,56
14.01.2020,21:00,0,0,0,0,0,55
14.01.2020,22:00,0,0,0,0,0,51
14.01.2020,23:00,0,0,0,0,0,52
15.01.2020,00:00,0,0,0,0,0,53
15.01.2020,01:00,0,0,0,0,0,52
15.01.2020,02:00,0,0,0,0,0,52
15.01.2020,03:00,0,0,0,0,0,51
15.01.2020,04:00,0,0,0,0,0,51
15.01.2020,05:00,0,0,0,0,0,55
15.01.2020,06:00,0,0,0,0,0,55
15.01.2020,07:00,0,0,0,0,0,60
15.01.2020,08:00,0,0,0,0,0,65
15.01.2020,09:00,0,0,0,0,0,64
15.01.2020,10:00,0,0,0,0,0,61
15.01.2020,11:00,0,0,0,0,0,56
15.01.2020,12:00,0,0,0,0,0,53
15.01.2020,13:00,0,0,0,0,0,52
15.01.2020,14:00,0,0,0,0,0,53
15.01.2020,15:00,0,0,0,0,0,50
15.01.2020,16:00,0,0,0,0,0,47
15.01.2020,17:00,0,0,0,0,0,47
15.01.2020,18:00,0,0,0,0,0,51
15.01.2020,19:00,0,0,0,0,0,51
15.01.2020,20:00,0,0,0,0,0,53
15.01.2020,21:00,0,0,0,0,0,54
15.01.2020,22:00,0,0,0,0,0,53
15.01.2020,23:00,0,0,0,0,0,52
16.01.2020,00:00,0,0,0,0,0,50
16.01.2020,01:00,0,0,0,0,0,48
16.01.2020,02:00,0,0,0,0,0,47
16.01.2020,03:00,0,0,0,0,0,47
16.01.2020,04:00,0,0,0,0,0,47
16.01.2020,05:00,0,0,0,0,0,49
16.01.2020,06:00,0,0,0,0,0,49
16.01.2020,07:00,0,0,0,0,0,45
16.01.2020,08:00,0,0,0,0,0,54
16.01.2020,09:00,0,0,0,0,0,57
16.01.2020,10:00,0,0,0,0,0,55
16.01.2020,11:00,0,0,0,0,0,58
16.01.2020,12:00,0,0,0,0,0,60
16.01.2020,13:00,0,0,0,0,0,57
16.01.2020,14:00,0,0,0,0,0,49
16.01.2020,15:00,0,0,0,0,0,44
16.01.2020,16:00,0,0,0,0,0,44
16.01.2020,17:00,0,0,0,0,0,45
16.01.2020,18:00,0,0,0,0,0,44
16.01.2020,19:00,0,0,0,0,0,50
16.01.2020,20:00,0,0,0,0,0,48
16.01.2020,21:00,0,0,0,0,0,45
16.01.2020,22:00,0,0,0,0,0,47
16.01.2020,23:00,0,0,0,0,0,47
17.01.2020,00:00,0,0,0,0,0,44
17.01.2020,01:00,0,0,0,0,0,46
17.01.2020,02:00,0,0,0,0,0,44
17.01.2020,03:00,0,0,0,0,0,50
17.01.2020,04:00,0,0,0,0,0,50
17.01.2020,05:00,0,0,0,0,0,53
17.01.2020,06:00,0,0,0,0,0,54
17.01.2020,07:00,0,0,0,0,0,51
17.01.2020,08:00,0,0,0,0,0,50
17.01.2020,09:00,0,0,0,0,0,50
17.01.2020,10:00,0,0,0,0,0,49
17.01.2020,11:00,0,0,0,0,0,51
17.01.2020,12:00,0,0,0,0,0,48
17.01.2020,13:00,0,0,0,0,0,43
17.01.2020,14:00,0,0,0,0,0,40
17.01.2020,15:00,0,0,0,0,0,45
17.01.2020,16:00,0,0,0,0,0,45
17.01.2020,17:00,0,0,0,0,0,45
17.01.2020,18:00,0,0,0,0,0,46
17.01.2020,19:00,0,0,0,0,0,46
17.01.2020,20:00,0,0,0,0,0,47
17.01.2020,21:00,0,0,0,0,0,51
17.01.2020,22:00,0,0,0,0,0,52
17.01.2020,23:00,0,0,0,0,0,48
18.01.2020,00:00,0,0,0,0,0,47
18.01.2020,01:00,0,0,0,0,0,47
18.01.2020,02:00,0,0,0,0,0,47
18.01.2020,03:00,0,0,0,0,0,48
18.01.2020,04:00,0,0,0,0,0,47
18.01.2020,05:00,0,0,0,0,0,49
18.01.2020,06:00,0,0,0,0,0,49
18.01.2020,07:00,0,0,0,0,0,48
18.01.2020,08:00,0,0,0,0,0,48
18.01.2020,09:00,0,0,0,0,0,49
18.01.2020,10:00,0,0,0,0,0,50
18.01.2020,11:00,0,0,0,0,0,51
18.01.2020,12:00,0,0,0,0,0,52
18.01.2020,13:00,0,0,0,0,0,49
18.01.2020,14:00,0,0,0,0,0,49
18.01.2020,15:00,0,0,0,0,0,53
18.01.2020,16:00,0,0,0,0,0,54
18.01.2020,17:00,0,0,0,0,0,53
18.01.2020,18:00,0,0,0,0,0,53
